Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000612								HF920637.1 - hypothetical protein translation HF920637.1_00141																																	
OG0000613								HF920637.1 - hypothetical protein translation HF920637.1_00145																																	
OG0000614								HF920637.1 - hypothetical protein translation HF920637.1_00146																																	
OG0000615								HF920637.1 - hypothetical protein translation HF920637.1_00161																																	
OG0000616								HF920637.1 - hypothetical protein translation HF920637.1_00163																																	
OG0000617								HF920637.1 - hypothetical protein translation HF920637.1_00165																																	
OG0000618								HF920637.1 - hypothetical protein translation HF920637.1_00166																																	
OG0000619								HF920637.1 - hypothetical protein translation HF920637.1_00182																																	
OG0000620								HF920637.1 - hypothetical protein translation HF920637.1_00189																																	
OG0000621								HF920637.1 - hypothetical protein translation HF920637.1_00190																																	
OG0000622								HF920637.1 - hypothetical protein translation HF920637.1_00196																																	
OG0000623								HF920637.1 - hypothetical protein translation HF920637.1_00205																																	
OG0000624								HF920637.1 - hypothetical protein translation HF920637.1_00210																																	
OG0000625								HF920637.1 - hypothetical protein translation HF920637.1_00220																																	
OG0000626										hypothetical protein KF938901.1_00019																															
OG0000627										hypothetical protein KF938901.1_00021																															
OG0000628										DNA-directed RNA polymerase subunit 2 KF938901.1_00022																															
OG0000629										hypothetical protein KF938901.1_00024																															
OG0000630										hypothetical protein KF938901.1_00033																															
OG0000631										hypothetical protein KF938901.1_00036																															
OG0000632										hypothetical protein KF938901.1_00039																															
OG0000633										hypothetical protein KF938901.1_00052																															
OG0000634										hypothetical protein KF938901.1_00055																															
OG0000635										hypothetical protein KF938901.1_00056																															
OG0000636										hypothetical protein KF938901.1_00058																															
OG0000637										hypothetical protein KF938901.1_00064																															
OG0000638										hypothetical protein KF938901.1_00076																															
OG0000639										hypothetical protein KF938901.1_00081																															
OG0000640										hypothetical protein KF938901.1_00089																															
OG0000641										hypothetical protein KF938901.1_00097																															
OG0000642										hypothetical protein KF938901.1_00111																															
OG0000643										hypothetical protein KF938901.1_00120																															
OG0000644										hypothetical protein KF938901.1_00131																															
OG0000645										hypothetical protein KF938901.1_00138																															
OG0000646										hypothetical protein KF938901.1_00142																															
OG0000647										hypothetical protein KF938901.1_00143																															
OG0000648										hypothetical protein KF938901.1_00145																															
OG0000649										hypothetical protein KF938901.1_00147																															
OG0000650										hypothetical protein KF938901.1_00156																															
OG0000651												hypothetical protein Lymph_LDV3_KX643370_00025																													
OG0000652												hypothetical protein Lymph_LDV3_KX643370_00028																													
OG0000653												hypothetical protein Lymph_LDV3_KX643370_00033																													
OG0000654												hypothetical protein Lymph_LDV3_KX643370_00070																													
OG0000655												hypothetical protein Lymph_LDV3_KX643370_00109																													
OG0000656												hypothetical protein Lymph_LDV3_KX643370_00110																													
OG0000657												hypothetical protein Lymph_LDV3_KX643370_00111																													
OG0000658												hypothetical protein Lymph_LDV3_KX643370_00115																													
OG0000659												hypothetical protein Lymph_LDV3_KX643370_00130																													
OG0000660												hypothetical protein Lymph_LDV3_KX643370_00136																													
OG0000661												hypothetical protein Lymph_LDV3_KX643370_00138																													
OG0000662												hypothetical protein Lymph_LDV3_KX643370_00143																													
OG0000663												hypothetical protein Lymph_LDV3_KX643370_00144																													
OG0000664													hypothetical protein LS484712.1_00001																												
OG0000665													hypothetical protein LS484712.1_00003																												
OG0000666													hypothetical protein LS484712.1_00004																												
OG0000667													hypothetical protein LS484712.1_00005																												
OG0000668													hypothetical protein LS484712.1_00007																												
OG0000669													hypothetical protein LS484712.1_00011																												
OG0000670													hypothetical protein LS484712.1_00012																												
OG0000671													hypothetical protein LS484712.1_00013																												
OG0000672													hypothetical protein LS484712.1_00014																												
OG0000673													hypothetical protein LS484712.1_00015																												
OG0000674													hypothetical protein LS484712.1_00016																												
OG0000675													hypothetical protein LS484712.1_00017																												
OG0000676													hypothetical protein LS484712.1_00018																												
OG0000677													hypothetical protein LS484712.1_00019																												
OG0000678													hypothetical protein LS484712.1_00020																												
OG0000679													hypothetical protein LS484712.1_00021																												
OG0000680													hypothetical protein LS484712.1_00022																												
OG0000681													hypothetical protein LS484712.1_00023																												
OG0000682													hypothetical protein LS484712.1_00029																												
OG0000683													hypothetical protein LS484712.1_00033																												
OG0000684													hypothetical protein LS484712.1_00035																												
OG0000685													hypothetical protein LS484712.1_00036																												
OG0000686													hypothetical protein LS484712.1_00037																												
OG0000687													hypothetical protein LS484712.1_00038																												
OG0000688													hypothetical protein LS484712.1_00039																												
OG0000689													hypothetical protein LS484712.1_00041																												
OG0000690													hypothetical protein LS484712.1_00043																												
OG0000691													hypothetical protein LS484712.1_00044																												
OG0000692													hypothetical protein LS484712.1_00045																												
OG0000693													hypothetical protein LS484712.1_00046																												
OG0000694													hypothetical protein LS484712.1_00047																												
OG0000695													hypothetical protein LS484712.1_00049																												
OG0000696													hypothetical protein LS484712.1_00051																												
OG0000697													hypothetical protein LS484712.1_00054																												
OG0000698													hypothetical protein LS484712.1_00055																												
OG0000699													hypothetical protein LS484712.1_00058																												
OG0000700													hypothetical protein LS484712.1_00059																												
OG0000701													hypothetical protein LS484712.1_00061																												
OG0000702													hypothetical protein LS484712.1_00062																												
OG0000703													hypothetical protein LS484712.1_00066																												
OG0000704													hypothetical protein LS484712.1_00067																												
OG0000705													hypothetical protein LS484712.1_00071																												
OG0000706													hypothetical protein LS484712.1_00073																												
OG0000707													hypothetical protein LS484712.1_00074																												
OG0000708													hypothetical protein LS484712.1_00075																												
OG0000709													hypothetical protein LS484712.1_00076																												
OG0000710													hypothetical protein LS484712.1_00077																												
OG0000711													hypothetical protein LS484712.1_00078																												
OG0000712													hypothetical protein LS484712.1_00079																												
OG0000713													hypothetical protein LS484712.1_00080																												
OG0000714													hypothetical protein LS484712.1_00081																												
OG0000715													hypothetical protein LS484712.1_00091																												
OG0000716													hypothetical protein LS484712.1_00093																												
OG0000717													hypothetical protein LS484712.1_00094																												
OG0000718													hypothetical protein LS484712.1_00097																												
OG0000719													hypothetical protein LS484712.1_00098																												
OG0000720													hypothetical protein LS484712.1_00101																												
OG0000721													hypothetical protein LS484712.1_00102																												
OG0000722													hypothetical protein LS484712.1_00103																												
OG0000723													hypothetical protein LS484712.1_00104																												
OG0000724													hypothetical protein LS484712.1_00105																												
OG0000725													hypothetical protein LS484712.1_00107																												
OG0000726													hypothetical protein LS484712.1_00108																												
OG0000727													hypothetical protein LS484712.1_00109																												
OG0000728													hypothetical protein LS484712.1_00110																												
OG0000729													hypothetical protein LS484712.1_00111																												
OG0000730													hypothetical protein LS484712.1_00115																												
OG0000731													hypothetical protein LS484712.1_00118																												
OG0000732													hypothetical protein LS484712.1_00119																												
OG0000733													hypothetical protein LS484712.1_00121																												
OG0000734													hypothetical protein LS484712.1_00122																												
OG0000735													hypothetical protein LS484712.1_00123																												
OG0000736													hypothetical protein LS484712.1_00124																												
OG0000737													hypothetical protein LS484712.1_00126																												
OG0000738													hypothetical protein LS484712.1_00128																												
OG0000739													hypothetical protein LS484712.1_00129																												
OG0000740													hypothetical protein LS484712.1_00131																												
OG0000741													hypothetical protein LS484712.1_00132																												
OG0000742													hypothetical protein LS484712.1_00134																												
OG0000743													hypothetical protein LS484712.1_00136																												
OG0000744													hypothetical protein LS484712.1_00137																												
OG0000745													hypothetical protein LS484712.1_00138																												
OG0000746													hypothetical protein LS484712.1_00139																												
OG0000747													hypothetical protein LS484712.1_00141																												
OG0000748													hypothetical protein LS484712.1_00144																												
OG0000749													hypothetical protein LS484712.1_00145																												
OG0000750													hypothetical protein LS484712.1_00146																												
OG0000751													hypothetical protein LS484712.1_00147																												
OG0000752													hypothetical protein LS484712.1_00148																												
OG0000753													hypothetical protein LS484712.1_00150																												
OG0000754													hypothetical protein LS484712.1_00151																												
OG0000755													hypothetical protein LS484712.1_00152																												
OG0000756													hypothetical protein LS484712.1_00153																												
OG0000757													hypothetical protein LS484712.1_00159																												
OG0000758													hypothetical protein LS484712.1_00162																												
OG0000759													hypothetical protein LS484712.1_00164																												
OG0000760													hypothetical protein LS484712.1_00165																												
OG0000761													hypothetical protein LS484712.1_00166																												
OG0000762													hypothetical protein LS484712.1_00167																												
OG0000763													hypothetical protein LS484712.1_00168																												
OG0000764													hypothetical protein LS484712.1_00169																												
OG0000765													hypothetical protein LS484712.1_00172																												
OG0000766													hypothetical protein LS484712.1_00173																												
OG0000767													hypothetical protein LS484712.1_00174																												
OG0000768													hypothetical protein LS484712.1_00175																												
OG0000769													hypothetical protein LS484712.1_00176																												
OG0000770													hypothetical protein LS484712.1_00177																												
OG0000771													hypothetical protein LS484712.1_00178																												
OG0000772													hypothetical protein LS484712.1_00179																												
OG0000773													hypothetical protein LS484712.1_00180																												
OG0000774													hypothetical protein LS484712.1_00181																												
OG0000775													hypothetical protein LS484712.1_00182																												
OG0000776													hypothetical protein LS484712.1_00183																												
OG0000777													hypothetical protein LS484712.1_00185																												
OG0000778													hypothetical protein LS484712.1_00186																												
OG0000779													hypothetical protein LS484712.1_00189																												
OG0000780													hypothetical protein LS484712.1_00190																												
OG0000781													hypothetical protein LS484712.1_00191																												
OG0000782													hypothetical protein LS484712.1_00193																												
OG0000783													hypothetical protein LS484712.1_00199																												
OG0000784													hypothetical protein LS484712.1_00204																												
OG0000785													hypothetical protein LS484712.1_00205																												
OG0000786													hypothetical protein LS484712.1_00208																												
OG0000787													hypothetical protein LS484712.1_00209																												
OG0000788													hypothetical protein LS484712.1_00210																												
OG0000789													hypothetical protein LS484712.1_00217																												
OG0000790													hypothetical protein LS484712.1_00218																												
OG0000791													hypothetical protein LS484712.1_00219																												
OG0000792													hypothetical protein LS484712.1_00220																												
OG0000793													hypothetical protein LS484712.1_00221																												
OG0000794													hypothetical protein LS484712.1_00222																												
OG0000795													hypothetical protein LS484712.1_00223																												
OG0000796													hypothetical protein LS484712.1_00226																												
OG0000797													hypothetical protein LS484712.1_00235																												
OG0000798													hypothetical protein LS484712.1_00236																												
OG0000799													hypothetical protein LS484712.1_00237																												
OG0000800													hypothetical protein LS484712.1_00239																												
OG0000801													hypothetical protein LS484712.1_00241																												
OG0000802													hypothetical protein LS484712.1_00242																												
OG0000803													hypothetical protein LS484712.1_00243																												
OG0000804													hypothetical protein LS484712.1_00244																												
OG0000805													hypothetical protein LS484712.1_00246																												
OG0000806													hypothetical protein LS484712.1_00247																												
OG0000807													hypothetical protein LS484712.1_00250																												
OG0000808													hypothetical protein LS484712.1_00257																												
OG0000809													hypothetical protein LS484712.1_00258																												
OG0000810													hypothetical protein LS484712.1_00259																												
OG0000811													hypothetical protein LS484712.1_00260																												
OG0000812													hypothetical protein LS484712.1_00261																												
OG0000813													hypothetical protein LS484712.1_00262																												
OG0000814													hypothetical protein LS484712.1_00266																												
OG0000815													hypothetical protein LS484712.1_00267																												
OG0000816													hypothetical protein LS484712.1_00274																												
OG0000817													hypothetical protein LS484712.1_00275																												
OG0000818													hypothetical protein LS484712.1_00276																												
OG0000819													hypothetical protein LS484712.1_00278																												
OG0000820													hypothetical protein LS484712.1_00280																												
OG0000821													hypothetical protein LS484712.1_00281																												
OG0000822														MF599468.1 - hypothetical protein translation MF599468.1_00001																											
OG0000823														MF599468.1 - hypothetical protein translation MF599468.1_00003																											
OG0000824														MF599468.1 - hypothetical protein translation MF599468.1_00005																											
OG0000825														MF599468.1 - hypothetical protein translation MF599468.1_00007																											
OG0000826														MF599468.1 - hypothetical protein translation MF599468.1_00008																											
OG0000827														MF599468.1 - hypothetical protein translation MF599468.1_00012																											
OG0000828														MF599468.1 - hypothetical protein translation MF599468.1_00013																											
OG0000829														MF599468.1 - hypothetical protein translation MF599468.1_00014																											
OG0000830														MF599468.1 - hypothetical protein translation MF599468.1_00017																											
OG0000831														MF599468.1 - hypothetical protein translation MF599468.1_00018																											
OG0000832														MF599468.1 - hypothetical protein translation MF599468.1_00019																											
OG0000833														MF599468.1 - hypothetical protein translation MF599468.1_00020																											
OG0000834														MF599468.1 - hypothetical protein translation MF599468.1_00021																											
OG0000835														MF599468.1 - hypothetical protein translation MF599468.1_00026																											
OG0000836														MF599468.1 - hypothetical protein translation MF599468.1_00028																											
OG0000837														MF599468.1 - hypothetical protein translation MF599468.1_00034																											
OG0000838														MF599468.1 - hypothetical protein translation MF599468.1_00040																											
OG0000839														MF599468.1 - hypothetical protein translation MF599468.1_00041																											
OG0000840														MF599468.1 - hypothetical protein translation MF599468.1_00042																											
OG0000841														MF599468.1 - hypothetical protein translation MF599468.1_00048																											
OG0000842														MF599468.1 - hypothetical protein translation MF599468.1_00050																											
OG0000843														MF599468.1 - hypothetical protein translation MF599468.1_00053																											
OG0000844														MF599468.1 - hypothetical protein translation MF599468.1_00058																											
OG0000845														MF599468.1 - hypothetical protein translation MF599468.1_00059																											
OG0000846														MF599468.1 - hypothetical protein translation MF599468.1_00063																											
OG0000847														MF599468.1 - hypothetical protein translation MF599468.1_00064																											
OG0000848														MF599468.1 - hypothetical protein translation MF599468.1_00073																											
OG0000849														MF599468.1 - hypothetical protein translation MF599468.1_00080																											
OG0000850														MF599468.1 - hypothetical protein translation MF599468.1_00082																											
OG0000851														MF599468.1 - hypothetical protein translation MF599468.1_00083																											
OG0000852														MF599468.1 - hypothetical protein translation MF599468.1_00084																											
OG0000853														MF599468.1 - hypothetical protein translation MF599468.1_00085																											
OG0000854														MF599468.1 - hypothetical protein translation MF599468.1_00086																											
OG0000855														MF599468.1 - hypothetical protein translation MF599468.1_00087																											
OG0000856														MF599468.1 - hypothetical protein translation MF599468.1_00088																											
OG0000857														MF599468.1 - hypothetical protein translation MF599468.1_00093																											
OG0000858														MF599468.1 - hypothetical protein translation MF599468.1_00095																											
OG0000859														MF599468.1 - hypothetical protein translation MF599468.1_00097																											
OG0000860														MF599468.1 - hypothetical protein translation MF599468.1_00113																											
OG0000861														MF599468.1 - hypothetical protein translation MF599468.1_00115																											
OG0000862														MF599468.1 - hypothetical protein translation MF599468.1_00120																											
OG0000863														MF599468.1 - hypothetical protein translation MF599468.1_00121																											
OG0000864														MF599468.1 - hypothetical protein translation MF599468.1_00123																											
OG0000865														MF599468.1 - hypothetical protein translation MF599468.1_00124																											
OG0000866														MF599468.1 - hypothetical protein translation MF599468.1_00126																											
OG0000867														MF599468.1 - hypothetical protein translation MF599468.1_00127																											
OG0000868														MF599468.1 - hypothetical protein translation MF599468.1_00130																											
OG0000869														MF599468.1 - hypothetical protein translation MF599468.1_00132																											
OG0000870														MF599468.1 - hypothetical protein translation MF599468.1_00133																											
OG0000871														MF599468.1 - hypothetical protein translation MF599468.1_00135																											
OG0000872														MF599468.1 - hypothetical protein translation MF599468.1_00139																											
OG0000873														MF599468.1 - hypothetical protein translation MF599468.1_00140																											
OG0000874														MF599468.1 - hypothetical protein translation MF599468.1_00146																											
OG0000875														MF599468.1 - hypothetical protein translation MF599468.1_00147																											
OG0000876														MF599468.1 - hypothetical protein translation MF599468.1_00148																											
OG0000877														MF599468.1 - hypothetical protein translation MF599468.1_00150																											
OG0000878														MF599468.1 - hypothetical protein translation MF599468.1_00151																											
OG0000879														MF599468.1 - hypothetical protein translation MF599468.1_00153																											
OG0000880														MF599468.1 - hypothetical protein translation MF599468.1_00160																											
OG0000881														MF599468.1 - hypothetical protein translation MF599468.1_00164																											
OG0000882														MF599468.1 - hypothetical protein translation MF599468.1_00165																											
OG0000883														MF599468.1 - hypothetical protein translation MF599468.1_00166																											
OG0000884														MF599468.1 - hypothetical protein translation MF599468.1_00167																											
OG0000885														MF599468.1 - hypothetical protein translation MF599468.1_00168																											
OG0000886														MF599468.1 - hypothetical protein translation MF599468.1_00170																											
OG0000887														MF599468.1 - hypothetical protein translation MF599468.1_00173																											
OG0000888														MF599468.1 - hypothetical protein translation MF599468.1_00175																											
OG0000889															hypothetical protein MG570131.1_00022																										
OG0000890																					hypothetical protein MK689686.1_00026																				
OG0000891																								hypothetical protein MN803438.1_00009																	
OG0000892																								hypothetical protein MN803438.1_00017																	
OG0000893																								hypothetical protein MN803438.1_00029																	
OG0000894																								hypothetical protein MN803438.1_00052																	
OG0000895																								hypothetical protein MN803438.1_00055																	
OG0000896																								hypothetical protein MN803438.1_00066																	
OG0000897																								hypothetical protein MN803438.1_00074																	
OG0000898																								hypothetical protein MN803438.1_00084																	
OG0000899																								hypothetical protein MN803438.1_00100																	
OG0000900																								hypothetical protein MN803438.1_00108																	
OG0000901																								hypothetical protein MN803438.1_00117																	
OG0000902																								hypothetical protein MN803438.1_00138																	
OG0000903																											hypothetical protein AF371960.1_00028														
OG0000904																														hypothetical protein NC_005946.1_00008											
OG0000905																														hypothetical protein NC_005946.1_00009											
OG0000906																														hypothetical protein NC_005946.1_00019											
OG0000907																														hypothetical protein NC_005946.1_00027											
OG0000908																														hypothetical protein NC_005946.1_00030											
OG0000909																														hypothetical protein NC_005946.1_00031											
OG0000910																														hypothetical protein NC_005946.1_00032											
OG0000911																														hypothetical protein NC_005946.1_00036											
OG0000912																														hypothetical protein NC_005946.1_00037											
OG0000913																														hypothetical protein NC_005946.1_00040											
OG0000914																														hypothetical protein NC_005946.1_00041											
OG0000915																														hypothetical protein NC_005946.1_00043											
OG0000916																														hypothetical protein NC_005946.1_00045											
OG0000917																														hypothetical protein NC_005946.1_00046											
OG0000918																														hypothetical protein NC_005946.1_00048											
OG0000919																														hypothetical protein NC_005946.1_00050											
OG0000920																														hypothetical protein NC_005946.1_00055											
OG0000921																														hypothetical protein NC_005946.1_00065											
OG0000922																														hypothetical protein NC_005946.1_00066											
OG0000923																														hypothetical protein NC_005946.1_00068											
OG0000924																														hypothetical protein NC_005946.1_00070											
OG0000925																														hypothetical protein NC_005946.1_00071											
OG0000926																														hypothetical protein NC_005946.1_00074											
OG0000927																														hypothetical protein NC_005946.1_00078											
OG0000928																														hypothetical protein NC_005946.1_00093											
OG0000929																														hypothetical protein NC_005946.1_00097											
