HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N35.HOG0000049	OG0000049	n0																								MN432490.1_00061																				OP009387.1_00061	
N35.HOG0000050	OG0000050	n0																								MN432490.1_00080																				OP009387.1_00079	
N35.HOG0000051	OG0000051	n0																								MN432490.1_00084																				OP009387.1_00083	
N35.HOG0000052	OG0000052	n0																								MN432490.1_00085																				OP009387.1_00084	
N35.HOG0000053	OG0000053	n0																								MN432490.1_00096																				OP009387.1_00094	
N35.HOG0000054	OG0000054	n0																								MN432490.1_00098																				OP009387.1_00096	
N35.HOG0000055	OG0000055	n0																								MN432490.1_00101																				OP009387.1_00099	
N35.HOG0000056	OG0000056	n0																								MN432490.1_00112																				OP009387.1_00111	
N35.HOG0000057	OG0000057	n0																								MN432490.1_00116																				OP009387.1_00115	
N35.HOG0000058	OG0000058	n0																								MN432490.1_00118																				OP009387.1_00117	
N35.HOG0000059	OG0000059	n0																								MN432490.1_00002																				OP009387.1_00002	
N35.HOG0000060	OG0000060	n0																								MN432490.1_00010																				OP009387.1_00010	
N35.HOG0000061	OG0000061	n0																								MN432490.1_00018																				OP009387.1_00018	
N35.HOG0000062	OG0000062	n0																								MN432490.1_00093																				OP009387.1_00092	
N35.HOG0000063	OG0000063	n0																								MN432490.1_00073																				OP009387.1_00072	
N35.HOG0000064	OG0000064	n0																								MN432490.1_00017																				OP009387.1_00017	
N35.HOG0000065	OG0000065	n0																								MN432490.1_00040																				OP009387.1_00038	
N35.HOG0000066	OG0000066	n0																								MN432490.1_00044																				OP009387.1_00042	
N35.HOG0000067	OG0000067	n0																								MN432490.1_00048																				OP009387.1_00046	
N35.HOG0000068	OG0000068	n0																								MN432490.1_00067																				OP009387.1_00067	
N35.HOG0000069	OG0000069	n0																								MN432490.1_00100																				OP009387.1_00098	
N35.HOG0000070	OG0000070	n0																								MN432490.1_00102																				OP009387.1_00100	
N35.HOG0000071	OG0000071	n0																								MN432490.1_00115																				OP009387.1_00114	
N35.HOG0000072	OG0000072	n0																								MN432490.1_00009																				OP009387.1_00009	
N35.HOG0000073	OG0000073	n0																								MN432490.1_00012																				OP009387.1_00012	
N35.HOG0000074	OG0000074	n0																								MN432490.1_00016																				OP009387.1_00016	
N35.HOG0000075	OG0000075	n0																								MN432490.1_00036																				OP009387.1_00034	
N35.HOG0000076	OG0000076	n0																								MN432490.1_00039																				OP009387.1_00037	
N35.HOG0000077	OG0000077	n0																								MN432490.1_00042																				OP009387.1_00040	
N35.HOG0000078	OG0000078	n0																								MN432490.1_00043																				OP009387.1_00041	
N35.HOG0000079	OG0000079	n0																								MN432490.1_00047																				OP009387.1_00045	
N35.HOG0000080	OG0000080	n0																								MN432490.1_00052																				OP009387.1_00051	
N35.HOG0000081	OG0000081	n0																								MN432490.1_00053																				OP009387.1_00052	
N35.HOG0000082	OG0000082	n0																								MN432490.1_00054																				OP009387.1_00053	
N35.HOG0000083	OG0000083	n0																								MN432490.1_00063																				OP009387.1_00063	
N35.HOG0000084	OG0000084	n0																								MN432490.1_00066																				OP009387.1_00066	
N35.HOG0000085	OG0000085	n0																								MN432490.1_00069																				OP009387.1_00068	
N35.HOG0000086	OG0000086	n0																								MN432490.1_00070																				OP009387.1_00069	
N35.HOG0000087	OG0000087	n0																								MN432490.1_00075																				OP009387.1_00074	
N35.HOG0000088	OG0000088	n0																								MN432490.1_00076																				OP009387.1_00075	
N35.HOG0000089	OG0000089	n0																								MN432490.1_00086																				OP009387.1_00085	
N35.HOG0000090	OG0000090	n0																								MN432490.1_00087																				OP009387.1_00086	
N35.HOG0000091	OG0000091	n0																								MN432490.1_00099																				OP009387.1_00097	
N35.HOG0000092	OG0000092	n0																								MN432490.1_00103																				OP009387.1_00101	
N35.HOG0000093	OG0000093	n0																								MN432490.1_00106																				OP009387.1_00105	
N35.HOG0000094	OG0000094	n0																								MN432490.1_00109																				OP009387.1_00108	
N35.HOG0000095	OG0000095	n0																								MN432490.1_00110																				OP009387.1_00109	
N35.HOG0000096	OG0000096	n0																								MN432490.1_00120																				OP009387.1_00119	
N35.HOG0000097	OG0000097	n0																								MN432490.1_00003																				OP009387.1_00003	
N35.HOG0000098	OG0000098	n0																								MN432490.1_00004																				OP009387.1_00004	
N35.HOG0000099	OG0000099	n0																								MN432490.1_00041																				OP009387.1_00039	
N35.HOG0000100	OG0000100	n0																								MN432490.1_00045																				OP009387.1_00043	
N35.HOG0000101	OG0000101	n0																								MN432490.1_00071																				OP009387.1_00070	
N35.HOG0000102	OG0000102	n0																								MN432490.1_00081																				OP009387.1_00080	
N35.HOG0000103	OG0000103	n0																								MN432490.1_00104																				OP009387.1_00102	
N35.HOG0000104	OG0000104	n0																								MN432490.1_00107																				OP009387.1_00106	
N35.HOG0000105	OG0000105	n0																								MN432490.1_00117																				OP009387.1_00116	
N35.HOG0000106	OG0000106	n0																								MN432490.1_00030																				OP009387.1_00028	
N35.HOG0000107	OG0000107	n0																								MN432490.1_00105																				OP009387.1_00103	
N35.HOG0000108	OG0000108	n0																								MN432490.1_00121																				OP009387.1_00120	
N35.HOG0000109	OG0000109	n0																								MN432490.1_00072																				OP009387.1_00071	
N35.HOG0000110	OG0000110	n0																								MN432490.1_00119																				OP009387.1_00118	
N35.HOG0000111	OG0000111	n0																								MN432490.1_00095																					
N35.HOG0000112	OG0000112	n0																								MN432490.1_00082																				OP009387.1_00081	
N35.HOG0000113	OG0000114	n0																								MN432490.1_00022																				OP009387.1_00022	
N35.HOG0000114	OG0000115	n0																								MN432490.1_00011																				OP009387.1_00011	
N35.HOG0000115	OG0000116	n0																								MN432490.1_00055																				OP009387.1_00054	
N35.HOG0000116	OG0000118	n0																								MN432490.1_00094																				OP009387.1_00093	
N35.HOG0000117	OG0000120	n0																																												OP009387.1_00104	
N35.HOG0000118	OG0000124	n0																								MN432490.1_00027																					
N35.HOG0000119	OG0000129	n0																								MN432490.1_00074																				OP009387.1_00073	
N35.HOG0000120	OG0000130	n0																																												OP009387.1_00048	
N35.HOG0000121	OG0000140	n0																								MN432490.1_00077																				OP009387.1_00076	
N35.HOG0000122	OG0000143	n0																								MN432490.1_00021																				OP009387.1_00021	
N35.HOG0000123	OG0000231	n0																								MN432490.1_00026																					
