	AB104413	AF303741	AF371960	AP017456	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT781098	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174
KC244182	118.0	24.0	113.0	118.0	27.0	113.0	118.0	110.0	25.0	22.0	0.0	23.0	114.0	118.0	27.0	22.0	23.0	112.0	113.0	118.0	118.0	118.0	115.0	117.0	112.0	64.0	28.0	112.0	111.0	65.0	113.0	114.0	114.0	117.0	113.0	114.0	113.0	112.0	113.0	113.0	113.0	117.0	114.0	113.0	113.0	112.0	113.0	113.0	114.0	28.0	118.0	118.0	115.0	117.0	117.0	64.0	118.0	113.0	118.0	116.0	115.0	113.0	111.0	110.0	113.0	111.0	113.0	113.0	112.0	89.0
KF938901	23.0	77.0	23.0	23.0	30.0	23.0	23.0	23.0	109.0	73.0	23.0	0.0	23.0	23.0	31.0	42.0	46.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	32.0	23.0	23.0	24.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	30.0	23.0	23.0	23.0	23.0	23.0	24.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	22.0	23.0	23.0	23.0	23.0	23.0	23.0
KT781098	117.0	24.0	120.0	117.0	27.0	112.0	117.0	110.0	25.0	22.0	114.0	23.0	0.0	116.0	27.0	22.0	23.0	115.0	116.0	116.0	117.0	116.0	121.0	115.0	117.0	67.0	29.0	119.0	118.0	68.0	115.0	120.0	118.0	115.0	119.0	121.0	120.0	118.0	118.0	120.0	120.0	115.0	121.0	120.0	120.0	119.0	120.0	120.0	121.0	27.0	117.0	116.0	113.0	115.0	115.0	67.0	116.0	120.0	116.0	113.0	119.0	120.0	113.0	117.0	120.0	117.0	119.0	119.0	117.0	93.0
KT804738	120.0	24.0	115.0	120.0	27.0	115.0	120.0	111.0	25.0	22.0	118.0	23.0	116.0	0.0	27.0	22.0	23.0	114.0	115.0	120.0	120.0	120.0	117.0	119.0	114.0	64.0	28.0	114.0	113.0	65.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	28.0	120.0	120.0	117.0	119.0	119.0	64.0	120.0	115.0	120.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	90.0
KX643370	27.0	27.0	27.0	27.0	43.0	27.0	27.0	26.0	33.0	28.0	27.0	31.0	27.0	27.0	0.0	24.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	28.0	126.0	27.0	27.0	29.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	42.0	27.0	27.0	27.0	27.0	27.0	29.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	25.0	27.0	27.0	27.0	27.0	27.0	27.0
LS484712	22.0	38.0	22.0	22.0	24.0	22.0	22.0	22.0	45.0	38.0	22.0	42.0	22.0	22.0	24.0	0.0	28.0	22.0	22.0	22.0	22.0	22.0	22.0	21.0	22.0	21.0	25.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	24.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	20.0	22.0	22.0	22.0	22.0	22.0	22.0
MF599468	23.0	51.0	23.0	23.0	29.0	23.0	23.0	23.0	48.0	46.0	23.0	46.0	23.0	23.0	27.0	28.0	0.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	22.0	28.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	27.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	21.0	23.0	23.0	23.0	23.0	23.0	23.0
MG570131	115.0	24.0	115.0	115.0	27.0	110.0	115.0	110.0	25.0	22.0	112.0	23.0	115.0	114.0	27.0	22.0	23.0	0.0	117.0	114.0	115.0	114.0	115.0	113.0	114.0	65.0	28.0	113.0	112.0	66.0	111.0	114.0	114.0	113.0	114.0	115.0	114.0	113.0	114.0	114.0	114.0	113.0	115.0	114.0	114.0	113.0	114.0	114.0	115.0	28.0	115.0	114.0	111.0	113.0	113.0	65.0	114.0	114.0	114.0	111.0	115.0	114.0	113.0	111.0	114.0	112.0	114.0	114.0	112.0	92.0
MG570132	116.0	24.0	115.0	116.0	27.0	111.0	116.0	110.0	25.0	22.0	113.0	23.0	116.0	115.0	27.0	22.0	23.0	117.0	0.0	115.0	116.0	115.0	116.0	114.0	114.0	65.0	28.0	114.0	113.0	66.0	112.0	115.0	115.0	114.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	114.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	28.0	116.0	115.0	112.0	114.0	114.0	65.0	115.0	115.0	115.0	112.0	116.0	115.0	114.0	112.0	115.0	113.0	115.0	115.0	113.0	93.0
MK098185	120.0	24.0	115.0	120.0	27.0	115.0	120.0	111.0	25.0	22.0	118.0	23.0	116.0	120.0	27.0	22.0	23.0	114.0	115.0	0.0	120.0	120.0	117.0	119.0	114.0	64.0	28.0	114.0	113.0	65.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	28.0	120.0	120.0	117.0	119.0	119.0	64.0	120.0	115.0	120.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	90.0
MK098186	121.0	24.0	116.0	121.0	27.0	115.0	121.0	112.0	25.0	22.0	118.0	23.0	117.0	120.0	27.0	22.0	23.0	115.0	116.0	120.0	0.0	120.0	118.0	119.0	115.0	64.0	28.0	115.0	114.0	65.0	116.0	117.0	117.0	119.0	116.0	117.0	116.0	115.0	116.0	116.0	116.0	119.0	117.0	116.0	116.0	115.0	116.0	116.0	117.0	28.0	121.0	120.0	117.0	119.0	119.0	64.0	120.0	116.0	120.0	117.0	118.0	116.0	114.0	113.0	116.0	114.0	116.0	116.0	114.0	91.0
MK098187	120.0	24.0	115.0	120.0	27.0	115.0	120.0	111.0	25.0	22.0	118.0	23.0	116.0	120.0	27.0	22.0	23.0	114.0	115.0	120.0	120.0	0.0	117.0	119.0	114.0	64.0	28.0	114.0	113.0	65.0	115.0	116.0	116.0	119.0	115.0	116.0	115.0	114.0	115.0	115.0	115.0	119.0	116.0	115.0	115.0	114.0	115.0	115.0	116.0	28.0	120.0	120.0	117.0	119.0	119.0	64.0	120.0	115.0	120.0	117.0	117.0	115.0	113.0	112.0	115.0	113.0	115.0	115.0	113.0	90.0
MK689685	118.0	24.0	120.0	118.0	27.0	113.0	118.0	111.0	25.0	22.0	115.0	23.0	121.0	117.0	27.0	22.0	23.0	115.0	116.0	117.0	118.0	117.0	0.0	116.0	117.0	67.0	29.0	119.0	118.0	68.0	116.0	121.0	119.0	116.0	119.0	121.0	120.0	118.0	118.0	120.0	120.0	116.0	121.0	120.0	120.0	119.0	120.0	120.0	121.0	27.0	118.0	117.0	114.0	116.0	116.0	67.0	117.0	120.0	117.0	114.0	120.0	120.0	113.0	117.0	120.0	117.0	119.0	119.0	117.0	93.0
MK689686	119.0	24.0	114.0	119.0	27.0	114.0	119.0	110.0	25.0	22.0	117.0	23.0	115.0	119.0	27.0	21.0	23.0	113.0	114.0	119.0	119.0	119.0	116.0	0.0	113.0	64.0	28.0	113.0	112.0	65.0	114.0	115.0	115.0	118.0	114.0	115.0	114.0	113.0	114.0	114.0	114.0	119.0	115.0	114.0	114.0	113.0	114.0	114.0	115.0	28.0	119.0	119.0	116.0	118.0	118.0	64.0	119.0	114.0	119.0	116.0	116.0	114.0	112.0	111.0	114.0	112.0	114.0	114.0	112.0	89.0
MN432490	115.0	24.0	117.0	115.0	27.0	111.0	115.0	108.0	25.0	22.0	112.0	23.0	117.0	114.0	27.0	22.0	23.0	114.0	114.0	114.0	115.0	114.0	117.0	113.0	0.0	66.0	29.0	115.0	114.0	67.0	114.0	116.0	117.0	114.0	116.0	117.0	117.0	116.0	118.0	117.0	117.0	114.0	117.0	117.0	117.0	116.0	116.0	117.0	117.0	28.0	115.0	114.0	111.0	114.0	113.0	66.0	114.0	117.0	114.0	112.0	118.0	116.0	113.0	113.0	116.0	113.0	116.0	117.0	116.0	90.0
MN562489	64.0	26.0	67.0	64.0	27.0	63.0	64.0	63.0	25.0	23.0	64.0	23.0	67.0	64.0	28.0	21.0	22.0	65.0	65.0	64.0	64.0	64.0	67.0	64.0	66.0	0.0	31.0	66.0	66.0	130.0	63.0	67.0	67.0	64.0	66.0	67.0	67.0	66.0	66.0	67.0	67.0	64.0	67.0	67.0	67.0	66.0	67.0	67.0	67.0	28.0	64.0	64.0	63.0	64.0	63.0	129.0	64.0	67.0	64.0	63.0	66.0	66.0	64.0	65.0	66.0	65.0	66.0	65.0	66.0	61.0
MN803438	28.0	28.0	29.0	28.0	43.0	28.0	28.0	27.0	34.0	29.0	28.0	32.0	29.0	28.0	126.0	25.0	28.0	28.0	28.0	28.0	28.0	28.0	29.0	28.0	29.0	31.0	0.0	29.0	29.0	32.0	28.0	29.0	29.0	28.0	28.0	29.0	29.0	29.0	29.0	29.0	29.0	28.0	29.0	29.0	29.0	29.0	29.0	29.0	29.0	41.0	28.0	28.0	28.0	28.0	28.0	32.0	28.0	29.0	28.0	28.0	29.0	29.0	28.0	27.0	29.0	28.0	28.0	29.0	29.0	28.0
MT128666	115.0	24.0	118.0	115.0	27.0	110.0	115.0	108.0	25.0	22.0	112.0	23.0	119.0	114.0	27.0	22.0	23.0	113.0	114.0	114.0	115.0	114.0	119.0	113.0	115.0	66.0	29.0	0.0	118.0	67.0	113.0	118.0	116.0	113.0	117.0	119.0	118.0	117.0	116.0	118.0	118.0	113.0	119.0	118.0	118.0	118.0	118.0	118.0	119.0	27.0	115.0	114.0	111.0	113.0	113.0	66.0	114.0	118.0	114.0	111.0	117.0	119.0	111.0	115.0	119.0	117.0	117.0	118.0	115.0	91.0
MT128667	114.0	24.0	117.0	114.0	27.0	110.0	114.0	107.0	25.0	22.0	111.0	23.0	118.0	113.0	27.0	22.0	23.0	112.0	113.0	113.0	114.0	113.0	118.0	112.0	114.0	66.0	29.0	118.0	0.0	67.0	112.0	118.0	115.0	112.0	116.0	118.0	117.0	116.0	115.0	117.0	117.0	112.0	118.0	117.0	117.0	117.0	117.0	117.0	118.0	27.0	114.0	113.0	110.0	112.0	112.0	66.0	113.0	117.0	113.0	110.0	116.0	118.0	110.0	114.0	118.0	117.0	116.0	117.0	114.0	90.0
MT521409	65.0	27.0	68.0	65.0	28.0	64.0	65.0	64.0	26.0	24.0	65.0	24.0	68.0	65.0	29.0	22.0	23.0	66.0	66.0	65.0	65.0	65.0	68.0	65.0	67.0	130.0	32.0	67.0	67.0	0.0	64.0	68.0	68.0	65.0	67.0	68.0	68.0	67.0	67.0	68.0	68.0	65.0	68.0	68.0	68.0	67.0	68.0	68.0	68.0	29.0	65.0	65.0	64.0	65.0	64.0	130.0	65.0	68.0	65.0	64.0	67.0	67.0	65.0	66.0	67.0	66.0	67.0	66.0	67.0	63.0
MT798582	116.0	24.0	114.0	116.0	27.0	111.0	116.0	108.0	25.0	22.0	113.0	23.0	115.0	115.0	27.0	22.0	23.0	111.0	112.0	115.0	116.0	115.0	116.0	114.0	114.0	63.0	28.0	113.0	112.0	64.0	0.0	115.0	115.0	115.0	115.0	115.0	115.0	114.0	115.0	115.0	115.0	115.0	115.0	115.0	115.0	114.0	114.0	115.0	115.0	27.0	116.0	115.0	112.0	115.0	114.0	63.0	115.0	115.0	115.0	113.0	116.0	114.0	110.0	111.0	114.0	112.0	115.0	114.0	113.0	89.0
MT926123	117.0	24.0	119.0	117.0	27.0	113.0	117.0	110.0	25.0	22.0	114.0	23.0	120.0	116.0	27.0	22.0	23.0	114.0	115.0	116.0	117.0	116.0	121.0	115.0	116.0	67.0	29.0	118.0	118.0	68.0	115.0	0.0	118.0	115.0	118.0	120.0	119.0	117.0	117.0	119.0	119.0	115.0	120.0	119.0	119.0	118.0	119.0	119.0	120.0	27.0	117.0	116.0	113.0	115.0	115.0	67.0	116.0	119.0	116.0	113.0	119.0	119.0	112.0	116.0	119.0	117.0	118.0	118.0	116.0	92.0
MT986830	117.0	24.0	117.0	117.0	27.0	112.0	117.0	109.0	25.0	22.0	114.0	23.0	118.0	116.0	27.0	22.0	23.0	114.0	115.0	116.0	117.0	116.0	119.0	115.0	117.0	67.0	29.0	116.0	115.0	68.0	115.0	118.0	0.0	116.0	117.0	118.0	118.0	117.0	118.0	118.0	118.0	116.0	118.0	118.0	118.0	117.0	117.0	118.0	118.0	28.0	117.0	116.0	113.0	116.0	115.0	67.0	116.0	118.0	116.0	114.0	119.0	117.0	113.0	114.0	117.0	114.0	117.0	117.0	116.0	92.0
MW139932	119.0	24.0	114.0	119.0	27.0	114.0	119.0	110.0	25.0	22.0	117.0	23.0	115.0	119.0	27.0	22.0	23.0	113.0	114.0	119.0	119.0	119.0	116.0	118.0	114.0	64.0	28.0	113.0	112.0	65.0	115.0	115.0	116.0	0.0	115.0	115.0	115.0	114.0	115.0	115.0	115.0	119.0	115.0	115.0	115.0	114.0	114.0	115.0	115.0	28.0	119.0	119.0	116.0	119.0	118.0	64.0	119.0	115.0	119.0	117.0	116.0	114.0	113.0	111.0	114.0	112.0	115.0	114.0	113.0	89.0
MW273353	116.0	24.0	118.0	116.0	27.0	111.0	116.0	109.0	25.0	22.0	113.0	23.0	119.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	119.0	114.0	116.0	66.0	28.0	117.0	116.0	67.0	115.0	118.0	117.0	115.0	0.0	119.0	119.0	117.0	117.0	119.0	119.0	115.0	119.0	119.0	119.0	118.0	118.0	119.0	119.0	27.0	116.0	115.0	112.0	115.0	114.0	66.0	115.0	119.0	115.0	113.0	117.0	118.0	113.0	115.0	118.0	116.0	119.0	117.0	116.0	92.0
MW273354	117.0	24.0	120.0	117.0	27.0	112.0	117.0	110.0	25.0	22.0	114.0	23.0	121.0	116.0	27.0	22.0	23.0	115.0	116.0	116.0	117.0	116.0	121.0	115.0	117.0	67.0	29.0	119.0	118.0	68.0	115.0	120.0	118.0	115.0	119.0	0.0	120.0	118.0	118.0	120.0	120.0	115.0	121.0	120.0	120.0	119.0	120.0	120.0	121.0	27.0	117.0	116.0	113.0	115.0	115.0	67.0	116.0	120.0	116.0	113.0	119.0	120.0	113.0	117.0	120.0	117.0	119.0	119.0	117.0	93.0
MW883593	116.0	24.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	22.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	67.0	29.0	118.0	117.0	68.0	115.0	119.0	118.0	115.0	119.0	120.0	0.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	120.0	119.0	119.0	120.0	120.0	27.0	116.0	115.0	112.0	115.0	114.0	67.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883594	115.0	24.0	117.0	115.0	27.0	110.0	115.0	107.0	25.0	22.0	112.0	23.0	118.0	114.0	27.0	22.0	23.0	113.0	114.0	114.0	115.0	114.0	118.0	113.0	116.0	66.0	29.0	117.0	116.0	67.0	114.0	117.0	117.0	114.0	117.0	118.0	118.0	0.0	117.0	118.0	118.0	114.0	118.0	118.0	118.0	118.0	117.0	118.0	118.0	27.0	115.0	114.0	111.0	114.0	113.0	66.0	114.0	118.0	114.0	112.0	117.0	118.0	112.0	114.0	118.0	115.0	117.0	117.0	115.0	91.0
MW883595	116.0	24.0	117.0	116.0	27.0	112.0	116.0	108.0	25.0	22.0	113.0	23.0	118.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	118.0	114.0	118.0	66.0	29.0	116.0	115.0	67.0	115.0	117.0	118.0	115.0	117.0	118.0	118.0	117.0	0.0	118.0	118.0	115.0	118.0	118.0	118.0	117.0	117.0	118.0	118.0	28.0	116.0	115.0	112.0	115.0	114.0	66.0	115.0	118.0	115.0	113.0	119.0	117.0	113.0	114.0	117.0	114.0	117.0	118.0	117.0	91.0
MW883596	116.0	24.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	22.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	67.0	29.0	118.0	117.0	68.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	0.0	120.0	115.0	120.0	120.0	120.0	119.0	119.0	120.0	120.0	27.0	116.0	115.0	112.0	115.0	114.0	67.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883597	116.0	24.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	22.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	67.0	29.0	118.0	117.0	68.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	0.0	115.0	120.0	120.0	120.0	119.0	119.0	120.0	120.0	27.0	116.0	115.0	112.0	115.0	114.0	67.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883598	119.0	24.0	114.0	119.0	27.0	114.0	119.0	110.0	25.0	22.0	117.0	23.0	115.0	119.0	27.0	22.0	23.0	113.0	114.0	119.0	119.0	119.0	116.0	119.0	114.0	64.0	28.0	113.0	112.0	65.0	115.0	115.0	116.0	119.0	115.0	115.0	115.0	114.0	115.0	115.0	115.0	0.0	115.0	115.0	115.0	114.0	114.0	115.0	115.0	28.0	119.0	119.0	116.0	119.0	118.0	64.0	119.0	115.0	119.0	117.0	116.0	114.0	113.0	111.0	114.0	112.0	115.0	114.0	113.0	89.0
MW883599	117.0	24.0	120.0	117.0	27.0	112.0	117.0	110.0	25.0	22.0	114.0	23.0	121.0	116.0	27.0	22.0	23.0	115.0	116.0	116.0	117.0	116.0	121.0	115.0	117.0	67.0	29.0	119.0	118.0	68.0	115.0	120.0	118.0	115.0	119.0	121.0	120.0	118.0	118.0	120.0	120.0	115.0	0.0	120.0	120.0	119.0	120.0	120.0	121.0	27.0	117.0	116.0	113.0	115.0	115.0	67.0	116.0	120.0	116.0	113.0	119.0	120.0	113.0	117.0	120.0	117.0	119.0	119.0	117.0	93.0
MW883600	116.0	24.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	22.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	67.0	29.0	118.0	117.0	68.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	0.0	120.0	119.0	119.0	120.0	120.0	27.0	116.0	115.0	112.0	115.0	114.0	67.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883601	116.0	24.0	119.0	116.0	27.0	111.0	116.0	109.0	25.0	22.0	113.0	23.0	120.0	115.0	27.0	22.0	23.0	114.0	115.0	115.0	116.0	115.0	120.0	114.0	117.0	67.0	29.0	118.0	117.0	68.0	115.0	119.0	118.0	115.0	119.0	120.0	120.0	118.0	118.0	120.0	120.0	115.0	120.0	120.0	0.0	119.0	119.0	120.0	120.0	27.0	116.0	115.0	112.0	115.0	114.0	67.0	115.0	120.0	115.0	113.0	118.0	119.0	113.0	116.0	119.0	116.0	119.0	118.0	117.0	92.0
MW883602	115.0	24.0	118.0	115.0	27.0	110.0	115.0	108.0	25.0	22.0	112.0	23.0	119.0	114.0	27.0	22.0	23.0	113.0	114.0	114.0	115.0	114.0	119.0	113.0	116.0	66.0	29.0	118.0	117.0	67.0	114.0	118.0	117.0	114.0	118.0	119.0	119.0	118.0	117.0	119.0	119.0	114.0	119.0	119.0	119.0	0.0	118.0	119.0	119.0	27.0	115.0	114.0	111.0	114.0	113.0	66.0	114.0	119.0	114.0	112.0	117.0	119.0	112.0	115.0	119.0	116.0	118.0	118.0	116.0	91.0
