Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Frog virus 3 strain Rana-Bra-01, complete genome",Frog virus 3,717,717,100%,0.0,95.96,105080,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH351268.1?report=genbank&log$=nucltop&blast_rank=33&RID=6EEGSD2Z016"",""MH351268.1"")"
"Frog virus 3 strain Z377, complete genome",Frog virus 3,717,717,100%,0.0,95.96,104680,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959608.1?report=genbank&log$=nucltop&blast_rank=34&RID=6EEGSD2Z016"",""MK959608.1"")"
"Frog virus 3 strain Z582, complete genome",Frog virus 3,717,717,100%,0.0,95.96,106549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959609.1?report=genbank&log$=nucltop&blast_rank=35&RID=6EEGSD2Z016"",""MK959609.1"")"
"Rana nigromaculata ranavirus strain MWH421017, complete genome",Rana nigromaculata ranavirus,715,715,100%,0.0,95.69,104286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG791866.1?report=genbank&log$=nucltop&blast_rank=36&RID=6EEGSD2Z016"",""MG791866.1"")"
"Frog virus 3 strain Z939, complete genome",Frog virus 3,715,715,100%,0.0,95.69,104416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959619.1?report=genbank&log$=nucltop&blast_rank=37&RID=6EEGSD2Z016"",""MK959619.1"")"
"Pike-perch iridovirus isolate SLU14001, complete genome",Pike-perch iridovirus,714,714,100%,0.0,95.69,108041,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX574341.1?report=genbank&log$=nucltop&blast_rank=38&RID=6EEGSD2Z016"",""KX574341.1"")"
"Pike-perch iridovirus strain K152/95 RNase III-like protein gene, complete cds",Pike-perch iridovirus,714,714,100%,0.0,95.69,1116,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC191670.1?report=genbank&log$=nucltop&blast_rank=39&RID=6EEGSD2Z016"",""KC191670.1"")"
"Frog virus 3 strain Rana-Bra-17, complete genome",Frog virus 3,714,714,100%,0.0,95.69,104744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT578298.1?report=genbank&log$=nucltop&blast_rank=40&RID=6EEGSD2Z016"",""MT578298.1"")"
"Frog virus 3 strain KEN5, partial genome",Frog virus 3,714,714,100%,0.0,95.69,102577,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959605.1?report=genbank&log$=nucltop&blast_rank=41&RID=6EEGSD2Z016"",""MK959605.1"")"
"Frog virus 3 strain KEN1, partial genome",Frog virus 3,714,714,100%,0.0,95.69,103148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959604.1?report=genbank&log$=nucltop&blast_rank=42&RID=6EEGSD2Z016"",""MK959604.1"")"
"Frog virus 3 isolate TCCRV, complete genome",Frog virus 3,714,714,100%,0.0,95.69,105008,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PQ844486.1?report=genbank&log$=nucltop&blast_rank=43&RID=6EEGSD2Z016"",""PQ844486.1"")"
"Tiger frog virus isolate A-21, complete genome",Tiger frog virus,713,713,100%,0.0,95.42,106120,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW727505.1?report=genbank&log$=nucltop&blast_rank=44&RID=6EEGSD2Z016"",""MW727505.1"")"
"Frog virus 3 isolate RC15021, complete genome",Frog virus 3,712,712,100%,0.0,95.42,104968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX397570.1?report=genbank&log$=nucltop&blast_rank=45&RID=6EEGSD2Z016"",""KX397570.1"")"
"Zoo ranavirus isolate ZRV040414, complete genome",Zoo ranavirus,711,711,100%,0.0,95.15,103266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK227779.1?report=genbank&log$=nucltop&blast_rank=46&RID=6EEGSD2Z016"",""MK227779.1"")"
"Rana esculenta virus isolate REV 282/I02, complete genome",Rana esculenta virus,711,711,100%,0.0,95.15,107444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF538628.1?report=genbank&log$=nucltop&blast_rank=47&RID=6EEGSD2Z016"",""MF538628.1"")"
"Bohle iridovirus isolate BIV-ME 93/35, complete genome",Bohle iridovirus,711,711,100%,0.0,95.15,103531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_038507.1?report=genbank&log$=nucltop&blast_rank=48&RID=6EEGSD2Z016"",""NC_038507.1"")"
"German gecko ranavirus isolate 2000/99, complete genome",German gecko ranavirus,711,711,100%,0.0,95.15,103681,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266742.1?report=genbank&log$=nucltop&blast_rank=49&RID=6EEGSD2Z016"",""KP266742.1"")"
"Common midwife toad virus isolate Pe/2011/Netherlands/UU3110810001, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,108099,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF033604.1?report=genbank&log$=nucltop&blast_rank=50&RID=6EEGSD2Z016"",""MF033604.1"")"
"Common midwife toad virus isolate Pe/2016/Netherlands/UU3160714042, complete genome",Common midwife toad virus,711,711,100%,0.0,94.88,106710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF125270.1?report=genbank&log$=nucltop&blast_rank=51&RID=6EEGSD2Z016"",""MF125270.1"")"
"Common midwife toad virus isolate Pe/2015/Netherlands/UU3150902003, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,107660,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102030.1?report=genbank&log$=nucltop&blast_rank=52&RID=6EEGSD2Z016"",""MF102030.1"")"
"Common midwife toad virus isolate Pe/2011/Netherlands/UU3110920007, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,108054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF038789.1?report=genbank&log$=nucltop&blast_rank=53&RID=6EEGSD2Z016"",""MF038789.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140624035, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,108016,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062695.1?report=genbank&log$=nucltop&blast_rank=54&RID=6EEGSD2Z016"",""MF062695.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140708060, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,108101,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF093732.1?report=genbank&log$=nucltop&blast_rank=55&RID=6EEGSD2Z016"",""MF093732.1"")"
"Common midwife toad virus isolate Lv/2015/Netherlands/UU315625026, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,107632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102029.1?report=genbank&log$=nucltop&blast_rank=56&RID=6EEGSD2Z016"",""MF102029.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140911031, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,107756,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102028.1?report=genbank&log$=nucltop&blast_rank=57&RID=6EEGSD2Z016"",""MF102028.1"")"
"Common midwife toad virus isolate Pr/2011/Netherlands/UU3110504006, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,108060,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF004271.1?report=genbank&log$=nucltop&blast_rank=58&RID=6EEGSD2Z016"",""MF004271.1"")"
"Common midwife toad virus isolate Lv/2015/Netherlands/UU315092051, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,107840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF004272.1?report=genbank&log$=nucltop&blast_rank=59&RID=6EEGSD2Z016"",""MF004272.1"")"
"Common midwife toad virus isolate Lv/2013/Netherlands/UU3130829033, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,107797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062694.1?report=genbank&log$=nucltop&blast_rank=60&RID=6EEGSD2Z016"",""MF062694.1"")"
"Common midwife toad virus isolate Pf/2011/Netherlands/UU3120627007, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,108051,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062693.1?report=genbank&log$=nucltop&blast_rank=61&RID=6EEGSD2Z016"",""MF062693.1"")"
"Common midwife toad ranavirus isolate Pelophylax kl. esculentus/2013/NL, complete genome",Common midwife toad virus,711,711,100%,0.0,95.42,107772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_039034.1?report=genbank&log$=nucltop&blast_rank=62&RID=6EEGSD2Z016"",""NC_039034.1"")"
"Tiger frog virus isolate D2008, complete genome",Tiger frog virus,710,710,100%,0.0,94.88,105405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512502.1?report=genbank&log$=nucltop&blast_rank=63&RID=6EEGSD2Z016"",""MT512502.1"")"
"Ranavirus sp. isolate CVASU FV3-like, complete genome",Ranavirus sp.,710,710,100%,0.0,95.15,106810,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM287133.1?report=genbank&log$=nucltop&blast_rank=64&RID=6EEGSD2Z016"",""OM287133.1"")"
"Tiger frog virus isolate D11-067, complete genome",Tiger frog virus,709,709,100%,0.0,94.61,105418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512498.1?report=genbank&log$=nucltop&blast_rank=65&RID=6EEGSD2Z016"",""MT512498.1"")"
"Common midwife toad virus -E isolate Mesotriton alpestris/2008/E, complete genome",common midwife toad virus -E,709,709,100%,0.0,95.43,106878,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ231222.1?report=genbank&log$=nucltop&blast_rank=66&RID=6EEGSD2Z016"",""JQ231222.1"")"
"Tiger frog virus isolate D03-034, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,105529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512497.1?report=genbank&log$=nucltop&blast_rank=67&RID=6EEGSD2Z016"",""MT512497.1"")"
"Tiger frog virus isolate F2112, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,105249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512503.1?report=genbank&log$=nucltop&blast_rank=68&RID=6EEGSD2Z016"",""MT512503.1"")"
"Tiger frog virus, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,105057,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF389451.1?report=genbank&log$=nucltop&blast_rank=69&RID=6EEGSD2Z016"",""AF389451.1"")"
"Tiger frog virus isolate AV9803, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,105022,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512504.1?report=genbank&log$=nucltop&blast_rank=70&RID=6EEGSD2Z016"",""MT512504.1"")"
"Tiger frog virus isolate F0207, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,106226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512501.1?report=genbank&log$=nucltop&blast_rank=71&RID=6EEGSD2Z016"",""MT512501.1"")"
"Tiger frog virus isolate VD-17-007, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,105114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512500.1?report=genbank&log$=nucltop&blast_rank=72&RID=6EEGSD2Z016"",""MT512500.1"")"
"Tiger frog virus isolate VD-16-006, complete genome",Tiger frog virus,708,708,100%,0.0,94.61,105206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512499.1?report=genbank&log$=nucltop&blast_rank=73&RID=6EEGSD2Z016"",""MT512499.1"")"
"Andrias davidianus ranavirus isolate 1201, complete genome",Andrias davidianus ranavirus,707,707,100%,0.0,95.16,106734,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC865735.1?report=genbank&log$=nucltop&blast_rank=74&RID=6EEGSD2Z016"",""KC865735.1"")"
"Chinese giant salamander iridovirus isolate CGSIV-HN1104, complete genome",Chinese giant salamander iridovirus,707,707,100%,0.0,95.16,105375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF512820.1?report=genbank&log$=nucltop&blast_rank=75&RID=6EEGSD2Z016"",""KF512820.1"")"
"Ranavirus sp. isolate TSL210813, complete genome",Ranavirus sp.,707,707,100%,0.0,95.16,106074,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP491958.1?report=genbank&log$=nucltop&blast_rank=76&RID=6EEGSD2Z016"",""PP491958.1"")"
"Andrias davidianus ranavirus isolate 2010SX, complete genome",Andrias davidianus ranavirus,707,707,100%,0.0,95.16,106719,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF033124.1?report=genbank&log$=nucltop&blast_rank=77&RID=6EEGSD2Z016"",""KF033124.1"")"
"Percocypris pingi ranavirus isolate 2021GY, complete genome",Percocypris pingi ranavirus,707,707,100%,0.0,95.16,106721,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON080858.1?report=genbank&log$=nucltop&blast_rank=78&RID=6EEGSD2Z016"",""ON080858.1"")"
"Common midwife toad virus isolate Pe/2015/Netherlands/UU3151009019, complete genome",Common midwife toad virus,707,707,100%,0.0,95.16,107054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF125269.1?report=genbank&log$=nucltop&blast_rank=79&RID=6EEGSD2Z016"",""MF125269.1"")"
"Testudo hermanni ranavirus isolate CH8/96, complete genome",Testudo hermanni ranavirus,706,706,100%,0.0,94.89,105811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266741.1?report=genbank&log$=nucltop&blast_rank=80&RID=6EEGSD2Z016"",""KP266741.1"")"
"Tortoise ranavirus 1 isolate 1 (882/96), complete genome",tortoise ranavirus 1,705,705,100%,0.0,94.34,103876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266743.1?report=genbank&log$=nucltop&blast_rank=81&RID=6EEGSD2Z016"",""KP266743.1"")"
"Pelophylax esculentus virus isolate PEV_DK1, complete genome",Pelophylax esculentus virus,704,704,100%,0.0,94.89,107469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF538627.1?report=genbank&log$=nucltop&blast_rank=82&RID=6EEGSD2Z016"",""MF538627.1"")"
"Frog virus 3 strain KTW1, complete genome",Frog virus 3,704,704,100%,0.0,94.34,106586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959607.1?report=genbank&log$=nucltop&blast_rank=83&RID=6EEGSD2Z016"",""MK959607.1"")"
"Rana catesbeiana virus isolate RC15027, complete genome",Rana catesbeiana virus,703,703,100%,0.0,94.62,106890,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX397571.1?report=genbank&log$=nucltop&blast_rank=84&RID=6EEGSD2Z016"",""KX397571.1"")"
"Epizootic haematopoietic necrosis virus isolate V109, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125882,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510740.1?report=genbank&log$=nucltop&blast_rank=85&RID=6EEGSD2Z016"",""MT510740.1"")"
"Epizootic haematopoietic necrosis virus isolate V018, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510743.1?report=genbank&log$=nucltop&blast_rank=86&RID=6EEGSD2Z016"",""MT510743.1"")"
"Epizootic haematopoietic necrosis virus isolate V083, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125838,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510733.1?report=genbank&log$=nucltop&blast_rank=87&RID=6EEGSD2Z016"",""MT510733.1"")"
"European catfish virus strain 13051/2012, complete genome",European catfish virus,701,701,100%,0.0,94.35,127751,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT989884.1?report=genbank&log$=nucltop&blast_rank=88&RID=6EEGSD2Z016"",""KT989884.1"")"
"Epizootic haematopoietic necrosis virus, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,127011,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_028461.1?report=genbank&log$=nucltop&blast_rank=89&RID=6EEGSD2Z016"",""NC_028461.1"")"
"Epizootic haematopoietic necrosis virus isolate V079, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,126019,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510737.1?report=genbank&log$=nucltop&blast_rank=90&RID=6EEGSD2Z016"",""MT510737.1"")"
"Epizootic haematopoietic necrosis virus isolate V108, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510739.1?report=genbank&log$=nucltop&blast_rank=91&RID=6EEGSD2Z016"",""MT510739.1"")"
"European catfish virus strain 14612/2012, complete genome",European catfish virus,701,701,100%,0.0,94.35,127549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT989885.1?report=genbank&log$=nucltop&blast_rank=92&RID=6EEGSD2Z016"",""KT989885.1"")"
"Epizootic haematopoietic necrosis virus isolate V080, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510734.1?report=genbank&log$=nucltop&blast_rank=93&RID=6EEGSD2Z016"",""MT510734.1"")"
"Epizootic haematopoietic necrosis virus isolate V121, complete genome",Epizootic haematopoietic necrosis virus,701,701,100%,0.0,94.35,125923,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510729.1?report=genbank&log$=nucltop&blast_rank=94&RID=6EEGSD2Z016"",""MT510729.1"")"
