HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N27.HOG0000029	OG0000029	n0									MCV_ML1_SDDV_MN562489.1_00041	MCV_ML1_SDDV_MT521409.1_00042	MCV_ML1_SDDV_NC_027778.1_00021	MCV_ML1_SDDV_OM037668.1_00095																																	
N27.HOG0000030	OG0000030	n0					Irido_IIV31_HF920637.1_00127		Lymph_LCD4_MN803438.1_00145		MCV_ML1_SDDV_MN562489.1_00126	MCV_ML1_SDDV_MT521409.1_00127	MCV_ML1_SDDV_NC_027778.1_00108	MCV_ML1_SDDV_OM037668.1_00011																																	
N27.HOG0000031	OG0000031	n0									MCV_ML1_SDDV_MN562489.1_00050	MCV_ML1_SDDV_MT521409.1_00051	MCV_ML1_SDDV_NC_027778.1_00030	MCV_ML1_SDDV_OM037668.1_00086																																	
N27.HOG0000032	OG0000032	n0									MCV_ML1_SDDV_MN562489.1_00107	MCV_ML1_SDDV_MT521409.1_00108	MCV_ML1_SDDV_NC_027778.1_00088	MCV_ML1_SDDV_OM037668.1_00030																																	Rana_SGIV_AY521625.1_00004
N27.HOG0000033	OG0000033	n0									MCV_ML1_SDDV_MN562489.1_00109	MCV_ML1_SDDV_MT521409.1_00110	MCV_ML1_SDDV_NC_027778.1_00090	MCV_ML1_SDDV_OM037668.1_00028																																	
N27.HOG0000034	OG0000034	n27									MCV_ML1_SDDV_MN562489.1_00118	MCV_ML1_SDDV_MT521409.1_00119	MCV_ML1_SDDV_NC_027778.1_00100	MCV_ML1_SDDV_OM037668.1_00019																																	
N27.HOG0000035	OG0000035	n0				Decap_MF599468.1_00013					MCV_ML1_SDDV_MN562489.1_00039	MCV_ML1_SDDV_MT521409.1_00040	MCV_ML1_SDDV_NC_027778.1_00019	MCV_ML1_SDDV_OM037668.1_00097																																	
N27.HOG0000036	OG0000036	n0									MCV_ML1_SDDV_MN562489.1_00001	MCV_ML1_SDDV_MT521409.1_00001	MCV_ML1_SDDV_NC_027778.1_00121	MCV_ML1_SDDV_OM037668.1_00134																																	
N27.HOG0000037	OG0000037	n0									MCV_ML1_SDDV_MN562489.1_00005	MCV_ML1_SDDV_MT521409.1_00005	MCV_ML1_SDDV_NC_027778.1_00126	MCV_ML1_SDDV_OM037668.1_00130																																	
N27.HOG0000038	OG0000038	n0									MCV_ML1_SDDV_MN562489.1_00013	MCV_ML1_SDDV_MT521409.1_00013	MCV_ML1_SDDV_NC_027778.1_00134	MCV_ML1_SDDV_OM037668.1_00122																																	
N27.HOG0000039	OG0000039	n0									MCV_ML1_SDDV_MN562489.1_00030	MCV_ML1_SDDV_MT521409.1_00031	MCV_ML1_SDDV_NC_027778.1_00010	MCV_ML1_SDDV_OM037668.1_00106																																	
N27.HOG0000040	OG0000040	n0									MCV_ML1_SDDV_MN562489.1_00031	MCV_ML1_SDDV_MT521409.1_00032	MCV_ML1_SDDV_NC_027778.1_00011	MCV_ML1_SDDV_OM037668.1_00105																																	
N27.HOG0000041	OG0000041	n0									MCV_ML1_SDDV_MN562489.1_00036	MCV_ML1_SDDV_MT521409.1_00037	MCV_ML1_SDDV_NC_027778.1_00016	MCV_ML1_SDDV_OM037668.1_00100																																	
N27.HOG0000042	OG0000042	n0									MCV_ML1_SDDV_MN562489.1_00037	MCV_ML1_SDDV_MT521409.1_00038	MCV_ML1_SDDV_NC_027778.1_00017	MCV_ML1_SDDV_OM037668.1_00099																																	
N27.HOG0000043	OG0000043	n0									MCV_ML1_SDDV_MN562489.1_00040	MCV_ML1_SDDV_MT521409.1_00041	MCV_ML1_SDDV_NC_027778.1_00020	MCV_ML1_SDDV_OM037668.1_00096																																	
N27.HOG0000044	OG0000044	n0									MCV_ML1_SDDV_MN562489.1_00051	MCV_ML1_SDDV_MT521409.1_00052	MCV_ML1_SDDV_NC_027778.1_00031	MCV_ML1_SDDV_OM037668.1_00085																																	
N27.HOG0000045	OG0000045	n0									MCV_ML1_SDDV_MN562489.1_00055	MCV_ML1_SDDV_MT521409.1_00056	MCV_ML1_SDDV_NC_027778.1_00035	MCV_ML1_SDDV_OM037668.1_00081																																	
N27.HOG0000046	OG0000046	n0									MCV_ML1_SDDV_MN562489.1_00057	MCV_ML1_SDDV_MT521409.1_00058	MCV_ML1_SDDV_NC_027778.1_00037	MCV_ML1_SDDV_OM037668.1_00079																																	
N27.HOG0000047	OG0000047	n0									MCV_ML1_SDDV_MN562489.1_00061	MCV_ML1_SDDV_MT521409.1_00062	MCV_ML1_SDDV_NC_027778.1_00041	MCV_ML1_SDDV_OM037668.1_00075																																	
N27.HOG0000048	OG0000048	n0									MCV_ML1_SDDV_MN562489.1_00086	MCV_ML1_SDDV_MT521409.1_00087	MCV_ML1_SDDV_NC_027778.1_00067	MCV_ML1_SDDV_OM037668.1_00051																																	
N27.HOG0000049	OG0000049	n0									MCV_ML1_SDDV_MN562489.1_00089	MCV_ML1_SDDV_MT521409.1_00090	MCV_ML1_SDDV_NC_027778.1_00070	MCV_ML1_SDDV_OM037668.1_00048																																	
N27.HOG0000050	OG0000050	n0									MCV_ML1_SDDV_MN562489.1_00091	MCV_ML1_SDDV_MT521409.1_00092	MCV_ML1_SDDV_NC_027778.1_00072	MCV_ML1_SDDV_OM037668.1_00046																																	
N27.HOG0000051	OG0000051	n0									MCV_ML1_SDDV_MN562489.1_00092	MCV_ML1_SDDV_MT521409.1_00093	MCV_ML1_SDDV_NC_027778.1_00073	MCV_ML1_SDDV_OM037668.1_00045																																	
N27.HOG0000052	OG0000052	n0									MCV_ML1_SDDV_MN562489.1_00097	MCV_ML1_SDDV_MT521409.1_00098	MCV_ML1_SDDV_NC_027778.1_00078	MCV_ML1_SDDV_OM037668.1_00040																																	
N27.HOG0000053	OG0000053	n0									MCV_ML1_SDDV_MN562489.1_00104	MCV_ML1_SDDV_MT521409.1_00105	MCV_ML1_SDDV_NC_027778.1_00085	MCV_ML1_SDDV_OM037668.1_00033																																	
N27.HOG0000054	OG0000054	n0									MCV_ML1_SDDV_MN562489.1_00105	MCV_ML1_SDDV_MT521409.1_00106	MCV_ML1_SDDV_NC_027778.1_00086	MCV_ML1_SDDV_OM037668.1_00032																																	
N27.HOG0000055	OG0000055	n0									MCV_ML1_SDDV_MN562489.1_00117	MCV_ML1_SDDV_MT521409.1_00118	MCV_ML1_SDDV_NC_027778.1_00099	MCV_ML1_SDDV_OM037668.1_00020																																	
N27.HOG0000056	OG0000056	n0									MCV_ML1_SDDV_MN562489.1_00119	MCV_ML1_SDDV_MT521409.1_00120	MCV_ML1_SDDV_NC_027778.1_00101	MCV_ML1_SDDV_OM037668.1_00018																																	
N27.HOG0000057	OG0000057	n0									MCV_ML1_SDDV_MN562489.1_00132	MCV_ML1_SDDV_MT521409.1_00133	MCV_ML1_SDDV_NC_027778.1_00115	MCV_ML1_SDDV_OM037668.1_00005																																	
N27.HOG0000058	OG0000058	n0									MCV_ML1_SDDV_MN562489.1_00134	MCV_ML1_SDDV_MT521409.1_00135	MCV_ML1_SDDV_NC_027778.1_00117	MCV_ML1_SDDV_OM037668.1_00003																																	
N27.HOG0000059	OG0000059	n0									MCV_ML1_SDDV_MN562489.1_00053	MCV_ML1_SDDV_MT521409.1_00054	MCV_ML1_SDDV_NC_027778.1_00033	MCV_ML1_SDDV_OM037668.1_00083																																	
N27.HOG0000060	OG0000060	n0									MCV_ML1_SDDV_MN562489.1_00083	MCV_ML1_SDDV_MT521409.1_00084	MCV_ML1_SDDV_NC_027778.1_00064	MCV_ML1_SDDV_OM037668.1_00054																																	
N27.HOG0000061	OG0000061	n0									MCV_ML1_SDDV_MN562489.1_00090	MCV_ML1_SDDV_MT521409.1_00091	MCV_ML1_SDDV_NC_027778.1_00071	MCV_ML1_SDDV_OM037668.1_00047																																	
