HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N43.HOG0000032	OG0000119	n10					Irido_IIV31_HF920637.1_00158, Irido_IIV31_HF920637.1_00208, Irido_IIV31_HF920637.1_00130	Irido_IIV6_AF303741.1_00173																																							
N43.HOG0000033	OG0000119	n13					Irido_IIV31_HF920637.1_00102	Irido_IIV6_AF303741.1_00095																																							
N43.HOG0000034	OG0000122	n0					Irido_IIV31_HF920637.1_00183	Irido_IIV6_AF303741.1_00005, Irido_IIV6_AF303741.1_00065																																							
N43.HOG0000035	OG0000123	n2					Irido_IIV31_HF920637.1_00029	Irido_IIV6_AF303741.1_00195																																							
N43.HOG0000036	OG0000123	n10					Irido_IIV31_HF920637.1_00198, Irido_IIV31_HF920637.1_00147, Irido_IIV31_HF920637.1_00218	Irido_IIV6_AF303741.1_00178, Irido_IIV6_AF303741.1_00121																																							
N43.HOG0000037	OG0000126	n0						Irido_IIV6_AF303741.1_00088																																							
N43.HOG0000038	OG0000133	n0					Irido_IIV31_HF920637.1_00014	Irido_IIV6_AF303741.1_00157																																							
N43.HOG0000039	OG0000134	n0					Irido_IIV31_HF920637.1_00219	Irido_IIV6_AF303741.1_00126																																							
N43.HOG0000040	OG0000135	n3					Irido_IIV31_HF920637.1_00057	Irido_IIV6_AF303741.1_00130																																							
N43.HOG0000041	OG0000135	n4					Irido_IIV31_HF920637.1_00216	Irido_IIV6_AF303741.1_00089																																							
N43.HOG0000042	OG0000135	n5					Irido_IIV31_HF920637.1_00058, Irido_IIV31_HF920637.1_00093, Irido_IIV31_HF920637.1_00094, Irido_IIV31_HF920637.1_00199, Irido_IIV31_HF920637.1_00201																																								
N43.HOG0000043	OG0000137	n0					Irido_IIV31_HF920637.1_00105	Irido_IIV6_AF303741.1_00031																																							
N43.HOG0000044	OG0000138	n0					Irido_IIV31_HF920637.1_00181	Irido_IIV6_AF303741.1_00100, Irido_IIV6_AF303741.1_00162																																							
N43.HOG0000045	OG0000139	n0					Irido_IIV31_HF920637.1_00123	Irido_IIV6_AF303741.1_00101																																							
N43.HOG0000046	OG0000148	n0					Irido_IIV31_HF920637.1_00060	Irido_IIV6_AF303741.1_00072																																							
N43.HOG0000047	OG0000149	n1					Irido_IIV31_HF920637.1_00169	Irido_IIV6_AF303741.1_00185																																							
N43.HOG0000048	OG0000149	n3					Irido_IIV31_HF920637.1_00084																																								
N43.HOG0000049	OG0000153	n0					Irido_IIV31_HF920637.1_00071, Irido_IIV31_HF920637.1_00162	Irido_IIV6_AF303741.1_00182																																							
N43.HOG0000050	OG0000154	n0					Irido_IIV31_HF920637.1_00168	Irido_IIV6_AF303741.1_00183																																							
N43.HOG0000051	OG0000155	n3					Irido_IIV31_HF920637.1_00011	Irido_IIV6_AF303741.1_00145																																							
N43.HOG0000052	OG0000155	n4					Irido_IIV31_HF920637.1_00180	Irido_IIV6_AF303741.1_00090																																							
N43.HOG0000053	OG0000156	n0					Irido_IIV31_HF920637.1_00150	Irido_IIV6_AF303741.1_00192																																							
N43.HOG0000054	OG0000157	n0					Irido_IIV31_HF920637.1_00151	Irido_IIV6_AF303741.1_00099, Irido_IIV6_AF303741.1_00070																																							
N43.HOG0000055	OG0000160	n0					Irido_IIV31_HF920637.1_00072																																								
N43.HOG0000056	OG0000164	n0					Irido_IIV31_HF920637.1_00069	Irido_IIV6_AF303741.1_00181																																							
N43.HOG0000057	OG0000167	n0					Irido_IIV31_HF920637.1_00140	Irido_IIV6_AF303741.1_00068, Irido_IIV6_AF303741.1_00067																																							
N43.HOG0000058	OG0000168	n0						Irido_IIV6_AF303741.1_00105																																							
N43.HOG0000059	OG0000169	n0					Irido_IIV31_HF920637.1_00056	Irido_IIV6_AF303741.1_00056																																							
N43.HOG0000060	OG0000170	n0					Irido_IIV31_HF920637.1_00049	Irido_IIV6_AF303741.1_00087																																							
N43.HOG0000061	OG0000171	n0					Irido_IIV31_HF920637.1_00095	Irido_IIV6_AF303741.1_00076																																							
N43.HOG0000062	OG0000172	n0					Irido_IIV31_HF920637.1_00045	Irido_IIV6_AF303741.1_00096																																							
N43.HOG0000063	OG0000173	n0					Irido_IIV31_HF920637.1_00120	Irido_IIV6_AF303741.1_00091																																							
N43.HOG0000064	OG0000174	n0					Irido_IIV31_HF920637.1_00067	Irido_IIV6_AF303741.1_00179																																							
N43.HOG0000065	OG0000175	n0					Irido_IIV31_HF920637.1_00116	Irido_IIV6_AF303741.1_00049, Irido_IIV6_AF303741.1_00078, Irido_IIV6_AF303741.1_00147, Irido_IIV6_AF303741.1_00083																																							
N43.HOG0000066	OG0000178	n0						Irido_IIV6_AF303741.1_00117																																							
N43.HOG0000067	OG0000179	n0					Irido_IIV31_HF920637.1_00013	Irido_IIV6_AF303741.1_00009																																							
N43.HOG0000068	OG0000184	n0					Irido_IIV31_HF920637.1_00009	Irido_IIV6_AF303741.1_00184																																							
N43.HOG0000069	OG0000185	n0					Irido_IIV31_HF920637.1_00035	Irido_IIV6_AF303741.1_00177																																							
N43.HOG0000070	OG0000186	n0					Irido_IIV31_HF920637.1_00212	Irido_IIV6_AF303741.1_00017																																							
N43.HOG0000071	OG0000187	n0					Irido_IIV31_HF920637.1_00019	Irido_IIV6_AF303741.1_00122																																							
N43.HOG0000072	OG0000188	n0					Irido_IIV31_HF920637.1_00160	Irido_IIV6_AF303741.1_00148																																							
N43.HOG0000073	OG0000189	n0						Irido_IIV6_AF303741.1_00104																																							
N43.HOG0000074	OG0000190	n0					Irido_IIV31_HF920637.1_00070	Irido_IIV6_AF303741.1_00151																																							
N43.HOG0000075	OG0000191	n0					Irido_IIV31_HF920637.1_00194	Irido_IIV6_AF303741.1_00161																																							
N43.HOG0000076	OG0000192	n0					Irido_IIV31_HF920637.1_00048	Irido_IIV6_AF303741.1_00086																																							
N43.HOG0000077	OG0000193	n0					Irido_IIV31_HF920637.1_00047	Irido_IIV6_AF303741.1_00085																																							
N43.HOG0000078	OG0000194	n0					Irido_IIV31_HF920637.1_00149	Irido_IIV6_AF303741.1_00193																																							
N43.HOG0000079	OG0000195	n0					Irido_IIV31_HF920637.1_00020	Irido_IIV6_AF303741.1_00003																																							
N43.HOG0000080	OG0000196	n0					Irido_IIV31_HF920637.1_00139	Irido_IIV6_AF303741.1_00004																																							
N43.HOG0000081	OG0000197	n0					Irido_IIV31_HF920637.1_00193	Irido_IIV6_AF303741.1_00136																																							
N43.HOG0000082	OG0000198	n0					Irido_IIV31_HF920637.1_00024																																								
N43.HOG0000083	OG0000199	n0					Irido_IIV31_HF920637.1_00043	Irido_IIV6_AF303741.1_00146																																							
N43.HOG0000084	OG0000200	n0					Irido_IIV31_HF920637.1_00100	Irido_IIV6_AF303741.1_00015																																							
N43.HOG0000085	OG0000201	n0					Irido_IIV31_HF920637.1_00192	Irido_IIV6_AF303741.1_00150																																							
N43.HOG0000086	OG0000202	n0					Irido_IIV31_HF920637.1_00005	Irido_IIV6_AF303741.1_00197																																							
N43.HOG0000087	OG0000203	n0					Irido_IIV31_HF920637.1_00085	Irido_IIV6_AF303741.1_00112																																							
N43.HOG0000088	OG0000206	n0					Irido_IIV31_HF920637.1_00133, Irido_IIV31_HF920637.1_00142, Irido_IIV31_HF920637.1_00136	Irido_IIV6_AF303741.1_00174																																							
N43.HOG0000089	OG0000207	n1					Irido_IIV31_HF920637.1_00122	Irido_IIV6_AF303741.1_00141, Irido_IIV6_AF303741.1_00142																																							
N43.HOG0000090	OG0000207	n3					Irido_IIV31_HF920637.1_00062	Irido_IIV6_AF303741.1_00001																																							
N43.HOG0000091	OG0000214	n0						Irido_IIV6_AF303741.1_00074																																							
N43.HOG0000092	OG0000215	n0					Irido_IIV31_HF920637.1_00195	Irido_IIV6_AF303741.1_00160																																							
N43.HOG0000093	OG0000216	n0					Irido_IIV31_HF920637.1_00144	Irido_IIV6_AF303741.1_00124																																							
N43.HOG0000094	OG0000217	n0					Irido_IIV31_HF920637.1_00188	Irido_IIV6_AF303741.1_00042																																							
N43.HOG0000095	OG0000218	n0					Irido_IIV31_HF920637.1_00012	Irido_IIV6_AF303741.1_00175																																							
N43.HOG0000096	OG0000219	n0					Irido_IIV31_HF920637.1_00187	Irido_IIV6_AF303741.1_00044																																							
N43.HOG0000097	OG0000220	n0					Irido_IIV31_HF920637.1_00167	Irido_IIV6_AF303741.1_00135																																							
N43.HOG0000098	OG0000221	n0					Irido_IIV31_HF920637.1_00204	Irido_IIV6_AF303741.1_00107																																							
N43.HOG0000099	OG0000222	n0					Irido_IIV31_HF920637.1_00022	Irido_IIV6_AF303741.1_00203																																							
N43.HOG0000100	OG0000223	n0					Irido_IIV31_HF920637.1_00074	Irido_IIV6_AF303741.1_00064																																							
N43.HOG0000101	OG0000224	n0					Irido_IIV31_HF920637.1_00211	Irido_IIV6_AF303741.1_00018																																							
N43.HOG0000102	OG0000225	n0					Irido_IIV31_HF920637.1_00124	Irido_IIV6_AF303741.1_00120																																							
N43.HOG0000103	OG0000226	n0					Irido_IIV31_HF920637.1_00021	Irido_IIV6_AF303741.1_00204																																							
N43.HOG0000104	OG0000227	n0					Irido_IIV31_HF920637.1_00040	Irido_IIV6_AF303741.1_00159																																							
N43.HOG0000105	OG0000228	n0					Irido_IIV31_HF920637.1_00215	Irido_IIV6_AF303741.1_00008																																							
N43.HOG0000106	OG0000232	n0					Irido_IIV31_HF920637.1_00083, Irido_IIV31_HF920637.1_00008, Irido_IIV31_HF920637.1_00200	Irido_IIV6_AF303741.1_00024																																							
N43.HOG0000107	OG0000233	n0					Irido_IIV31_HF920637.1_00177, Irido_IIV31_HF920637.1_00065, Irido_IIV31_HF920637.1_00115	Irido_IIV6_AF303741.1_00012																																							
N43.HOG0000108	OG0000358	-					Irido_IIV31_HF920637.1_00002	Irido_IIV6_AF303741.1_00166																																							
N43.HOG0000109	OG0000359	-					Irido_IIV31_HF920637.1_00006	Irido_IIV6_AF303741.1_00113																																							
N43.HOG0000110	OG0000360	-					Irido_IIV31_HF920637.1_00007	Irido_IIV6_AF303741.1_00198																																							
N43.HOG0000111	OG0000361	-					Irido_IIV31_HF920637.1_00018	Irido_IIV6_AF303741.1_00106																																							
N43.HOG0000112	OG0000362	-					Irido_IIV31_HF920637.1_00023	Irido_IIV6_AF303741.1_00163																																							
N43.HOG0000113	OG0000363	-					Irido_IIV31_HF920637.1_00030	Irido_IIV6_AF303741.1_00196																																							
N43.HOG0000114	OG0000364	-					Irido_IIV31_HF920637.1_00032	Irido_IIV6_AF303741.1_00155																																							
N43.HOG0000115	OG0000365	-					Irido_IIV31_HF920637.1_00038, Irido_IIV31_HF920637.1_00036																																								
N43.HOG0000116	OG0000366	-					Irido_IIV31_HF920637.1_00037, Irido_IIV31_HF920637.1_00039																																								
N43.HOG0000117	OG0000367	-					Irido_IIV31_HF920637.1_00046	Irido_IIV6_AF303741.1_00097																																							
N43.HOG0000118	OG0000368	-					Irido_IIV31_HF920637.1_00050	Irido_IIV6_AF303741.1_00055																																							
N43.HOG0000119	OG0000369	-					Irido_IIV31_HF920637.1_00051, Irido_IIV31_HF920637.1_00157																																								
N43.HOG0000120	OG0000370	-					Irido_IIV31_HF920637.1_00055	Irido_IIV6_AF303741.1_00052																																							
N43.HOG0000121	OG0000371	-					Irido_IIV31_HF920637.1_00066, Irido_IIV31_HF920637.1_00178																																								
N43.HOG0000122	OG0000372	-					Irido_IIV31_HF920637.1_00076	Irido_IIV6_AF303741.1_00199																																							
N43.HOG0000123	OG0000373	-					Irido_IIV31_HF920637.1_00081	Irido_IIV6_AF303741.1_00061																																							
N43.HOG0000124	OG0000374	-					Irido_IIV31_HF920637.1_00082	Irido_IIV6_AF303741.1_00060																																							
N43.HOG0000125	OG0000375	-					Irido_IIV31_HF920637.1_00088	Irido_IIV6_AF303741.1_00102																																							
N43.HOG0000126	OG0000376	-					Irido_IIV31_HF920637.1_00103	Irido_IIV6_AF303741.1_00034																																							
N43.HOG0000127	OG0000377	-					Irido_IIV31_HF920637.1_00104	Irido_IIV6_AF303741.1_00092																																							
N43.HOG0000128	OG0000378	-					Irido_IIV31_HF920637.1_00107	Irido_IIV6_AF303741.1_00027																																							
N43.HOG0000129	OG0000379	-					Irido_IIV31_HF920637.1_00125	Irido_IIV6_AF303741.1_00119																																							
N43.HOG0000130	OG0000380	-					Irido_IIV31_HF920637.1_00126	Irido_IIV6_AF303741.1_00118																																							
N43.HOG0000131	OG0000381	-					Irido_IIV31_HF920637.1_00131	Irido_IIV6_AF303741.1_00025																																							
N43.HOG0000132	OG0000382	-					Irido_IIV31_HF920637.1_00134	Irido_IIV6_AF303741.1_00172																																							
N43.HOG0000133	OG0000383	-					Irido_IIV31_HF920637.1_00135	Irido_IIV6_AF303741.1_00131																																							
N43.HOG0000134	OG0000384	-					Irido_IIV31_HF920637.1_00154	Irido_IIV6_AF303741.1_00014																																							
N43.HOG0000135	OG0000385	-					Irido_IIV31_HF920637.1_00155	Irido_IIV6_AF303741.1_00020																																							
N43.HOG0000136	OG0000386	-					Irido_IIV31_HF920637.1_00171	Irido_IIV6_AF303741.1_00098																																							
N43.HOG0000137	OG0000387	-					Irido_IIV31_HF920637.1_00173	Irido_IIV6_AF303741.1_00187																																							
N43.HOG0000138	OG0000388	-					Irido_IIV31_HF920637.1_00179	Irido_IIV6_AF303741.1_00050																																							
N43.HOG0000139	OG0000389	-					Irido_IIV31_HF920637.1_00185	Irido_IIV6_AF303741.1_00167																																							
N43.HOG0000140	OG0000390	-					Irido_IIV31_HF920637.1_00186	Irido_IIV6_AF303741.1_00045																																							
N43.HOG0000141	OG0000391	-					Irido_IIV31_HF920637.1_00191	Irido_IIV6_AF303741.1_00040																																							
N43.HOG0000142	OG0000392	-					Irido_IIV31_HF920637.1_00202	Irido_IIV6_AF303741.1_00140																																							
N43.HOG0000143	OG0000393	-					Irido_IIV31_HF920637.1_00203	Irido_IIV6_AF303741.1_00190																																							
N43.HOG0000144	OG0000394	-					Irido_IIV31_HF920637.1_00207	Irido_IIV6_AF303741.1_00139																																							
N43.HOG0000145	OG0000395	-					Irido_IIV31_HF920637.1_00209	Irido_IIV6_AF303741.1_00143																																							
N43.HOG0000146	OG0000396	-					Irido_IIV31_HF920637.1_00214	Irido_IIV6_AF303741.1_00010																																							
