HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N8.HOG0000080	OG0000080	n0															MCV_MP1_GSPI_KT804738.1_00044									MCV_MP1_OSGI_AY894343.1_00044																					
N8.HOG0000081	OG0000081	n0															MCV_MP1_GSPI_KT804738.1_00049									MCV_MP1_OSGI_AY894343.1_00050																					
N8.HOG0000082	OG0000082	n0															MCV_MP1_GSPI_KT804738.1_00050									MCV_MP1_OSGI_AY894343.1_00051																					
N8.HOG0000083	OG0000083	n0															MCV_MP1_GSPI_KT804738.1_00051									MCV_MP1_OSGI_AY894343.1_00052																					
N8.HOG0000084	OG0000084	n0															MCV_MP1_GSPI_KT804738.1_00059									MCV_MP1_OSGI_AY894343.1_00062																					
N8.HOG0000085	OG0000085	n0															MCV_MP1_GSPI_KT804738.1_00062									MCV_MP1_OSGI_AY894343.1_00065																					
N8.HOG0000086	OG0000086	n0															MCV_MP1_GSPI_KT804738.1_00065									MCV_MP1_OSGI_AY894343.1_00068																					
N8.HOG0000087	OG0000087	n0															MCV_MP1_GSPI_KT804738.1_00066									MCV_MP1_OSGI_AY894343.1_00069																					
N8.HOG0000088	OG0000088	n0															MCV_MP1_GSPI_KT804738.1_00070									MCV_MP1_OSGI_AY894343.1_00073																					
N8.HOG0000089	OG0000089	n0															MCV_MP1_GSPI_KT804738.1_00071									MCV_MP1_OSGI_AY894343.1_00074																					
N8.HOG0000090	OG0000090	n0															MCV_MP1_GSPI_KT804738.1_00080									MCV_MP1_OSGI_AY894343.1_00084																					
N8.HOG0000091	OG0000091	n0															MCV_MP1_GSPI_KT804738.1_00081									MCV_MP1_OSGI_AY894343.1_00085																					
N8.HOG0000092	OG0000092	n0															MCV_MP1_GSPI_KT804738.1_00094									MCV_MP1_OSGI_AY894343.1_00098																					
N8.HOG0000093	OG0000093	n0															MCV_MP1_GSPI_KT804738.1_00098									MCV_MP1_OSGI_AY894343.1_00102																					
N8.HOG0000094	OG0000094	n0															MCV_MP1_GSPI_KT804738.1_00102									MCV_MP1_OSGI_AY894343.1_00106																					
N8.HOG0000095	OG0000095	n0															MCV_MP1_GSPI_KT804738.1_00105									MCV_MP1_OSGI_AY894343.1_00109																					
N8.HOG0000096	OG0000096	n0															MCV_MP1_GSPI_KT804738.1_00106									MCV_MP1_OSGI_AY894343.1_00110																					
N8.HOG0000097	OG0000097	n0															MCV_MP1_GSPI_KT804738.1_00003									MCV_MP1_OSGI_AY894343.1_00003																					
N8.HOG0000098	OG0000098	n0															MCV_MP1_GSPI_KT804738.1_00004									MCV_MP1_OSGI_AY894343.1_00004																					
N8.HOG0000099	OG0000099	n0															MCV_MP1_GSPI_KT804738.1_00038									MCV_MP1_OSGI_AY894343.1_00038																					
N8.HOG0000100	OG0000100	n0															MCV_MP1_GSPI_KT804738.1_00042									MCV_MP1_OSGI_AY894343.1_00042																					
N8.HOG0000101	OG0000101	n0															MCV_MP1_GSPI_KT804738.1_00067									MCV_MP1_OSGI_AY894343.1_00070																					
N8.HOG0000102	OG0000102	n0															MCV_MP1_GSPI_KT804738.1_00075									MCV_MP1_OSGI_AY894343.1_00079																					
N8.HOG0000103	OG0000103	n0															MCV_MP1_GSPI_KT804738.1_00099									MCV_MP1_OSGI_AY894343.1_00103																					
N8.HOG0000104	OG0000104	n0															MCV_MP1_GSPI_KT804738.1_00103									MCV_MP1_OSGI_AY894343.1_00107																					
N8.HOG0000105	OG0000105	n0															MCV_MP1_GSPI_KT804738.1_00114									MCV_MP1_OSGI_AY894343.1_00118																					
N8.HOG0000106	OG0000106	n0															MCV_MP1_GSPI_KT804738.1_00027									MCV_MP1_OSGI_AY894343.1_00027																					
N8.HOG0000107	OG0000107	n0															MCV_MP1_GSPI_KT804738.1_00100									MCV_MP1_OSGI_AY894343.1_00104																					
N8.HOG0000108	OG0000108	n0															MCV_MP1_GSPI_KT804738.1_00118									MCV_MP1_OSGI_AY894343.1_00122																					
N8.HOG0000109	OG0000109	n0															MCV_MP1_GSPI_KT804738.1_00068									MCV_MP1_OSGI_AY894343.1_00071																					
N8.HOG0000110	OG0000110	n0															MCV_MP1_GSPI_KT804738.1_00090									MCV_MP1_OSGI_AY894343.1_00094																					
N8.HOG0000111	OG0000111	n0															MCV_MP1_GSPI_KT804738.1_00116									MCV_MP1_OSGI_AY894343.1_00120																					
N8.HOG0000112	OG0000112	n0															MCV_MP1_GSPI_KT804738.1_00076									MCV_MP1_OSGI_AY894343.1_00080																					
N8.HOG0000113	OG0000115	n0															MCV_MP1_GSPI_KT804738.1_00052									MCV_MP1_OSGI_AY894343.1_00053																					
N8.HOG0000114	OG0000118	n0															MCV_MP1_GSPI_KT804738.1_00063									MCV_MP1_OSGI_AY894343.1_00066																					
N8.HOG0000115	OG0000120	n0															MCV_MP1_GSPI_KT804738.1_00101									MCV_MP1_OSGI_AY894343.1_00105																					
N8.HOG0000116	OG0000121	n0															MCV_MP1_GSPI_KT804738.1_00110									MCV_MP1_OSGI_AY894343.1_00114																					
N8.HOG0000117	OG0000131	n0															MCV_MP1_GSPI_KT804738.1_00088									MCV_MP1_OSGI_AY894343.1_00092																					
N8.HOG0000118	OG0000132	n0																								MCV_MP1_OSGI_AY894343.1_00047																					
N8.HOG0000119	OG0000145	n0																								MCV_MP1_OSGI_AY894343.1_00075																					
N8.HOG0000120	OG0000181	n0															MCV_MP1_GSPI_KT804738.1_00026									MCV_MP1_OSGI_AY894343.1_00026																					
N8.HOG0000121	OG0000182	n0															MCV_MP1_GSPI_KT804738.1_00089									MCV_MP1_OSGI_AY894343.1_00093																					
N8.HOG0000122	OG0000211	n0															MCV_MP1_GSPI_KT804738.1_00024									MCV_MP1_OSGI_AY894343.1_00024																					
N8.HOG0000123	OG0000444	-															MCV_MP1_GSPI_KT804738.1_00012									MCV_MP1_OSGI_AY894343.1_00012																					
