HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N38.HOG0000016	OG0000017	n0							Lymph_LCD4_MN803438.1_00007	Lymph_LDV1_L63545.1_00004																																					
N38.HOG0000017	OG0000018	n0							Lymph_LCD4_MN803438.1_00070	Lymph_LDV1_L63545.1_00030																																					
N38.HOG0000018	OG0000019	n0							Lymph_LCD4_MN803438.1_00049	Lymph_LDV1_L63545.1_00069																																					
N38.HOG0000019	OG0000020	n0							Lymph_LCD4_MN803438.1_00046	Lymph_LDV1_L63545.1_00110																																					
N38.HOG0000020	OG0000021	n0							Lymph_LCD4_MN803438.1_00035	Lymph_LDV1_L63545.1_00072																																					
N38.HOG0000021	OG0000022	n0							Lymph_LCD4_MN803438.1_00089	Lymph_LDV1_L63545.1_00043																																					
N38.HOG0000022	OG0000023	n0							Lymph_LCD4_MN803438.1_00077	Lymph_LDV1_L63545.1_00054																																					
N38.HOG0000023	OG0000024	n0							Lymph_LCD4_MN803438.1_00024	Lymph_LDV1_L63545.1_00015																																					
N38.HOG0000024	OG0000026	n0							Lymph_LCD4_MN803438.1_00126	Lymph_LDV1_L63545.1_00002																																					
N38.HOG0000025	OG0000027	n0							Lymph_LCD4_MN803438.1_00037	Lymph_LDV1_L63545.1_00058																																					
N38.HOG0000026	OG0000028	n0							Lymph_LCD4_MN803438.1_00054	Lymph_LDV1_L63545.1_00003																																					
N38.HOG0000027	OG0000030	n0							Lymph_LCD4_MN803438.1_00145																																						
N38.HOG0000028	OG0000113	n1							Lymph_LCD4_MN803438.1_00112	Lymph_LDV1_L63545.1_00042																																					
N38.HOG0000029	OG0000113	n16							Lymph_LCD4_MN803438.1_00021, Lymph_LCD4_MN803438.1_00012	Lymph_LDV1_L63545.1_00005																																					
N38.HOG0000030	OG0000113	n19							Lymph_LCD4_MN803438.1_00120	Lymph_LDV1_L63545.1_00088																																					
N38.HOG0000031	OG0000113	n21							Lymph_LCD4_MN803438.1_00107	Lymph_LDV1_L63545.1_00051																																					
N38.HOG0000032	OG0000113	n23							Lymph_LCD4_MN803438.1_00094	Lymph_LDV1_L63545.1_00047																																					
N38.HOG0000033	OG0000113	n24							Lymph_LCD4_MN803438.1_00125	Lymph_LDV1_L63545.1_00050																																					
N38.HOG0000034	OG0000130	n0							Lymph_LCD4_MN803438.1_00082																																						
N38.HOG0000035	OG0000133	n0							Lymph_LCD4_MN803438.1_00006	Lymph_LDV1_L63545.1_00016																																					
N38.HOG0000036	OG0000134	n0							Lymph_LCD4_MN803438.1_00115	Lymph_LDV1_L63545.1_00092																																					
N38.HOG0000037	OG0000137	n0							Lymph_LCD4_MN803438.1_00105	Lymph_LDV1_L63545.1_00100																																					
N38.HOG0000038	OG0000138	n0							Lymph_LCD4_MN803438.1_00137	Lymph_LDV1_L63545.1_00023																																					
N38.HOG0000039	OG0000139	n0							Lymph_LCD4_MN803438.1_00005																																						
N38.HOG0000040	OG0000141	n0							Lymph_LCD4_MN803438.1_00022																																						
N38.HOG0000041	OG0000150	n0							Lymph_LCD4_MN803438.1_00010	Lymph_LDV1_L63545.1_00085																																					
N38.HOG0000042	OG0000152	n0							Lymph_LCD4_MN803438.1_00003	Lymph_LDV1_L63545.1_00018																																					
N38.HOG0000043	OG0000154	n0							Lymph_LCD4_MN803438.1_00135	Lymph_LDV1_L63545.1_00012																																					
N38.HOG0000044	OG0000160	n0							Lymph_LCD4_MN803438.1_00078	Lymph_LDV1_L63545.1_00055																																					
N38.HOG0000045	OG0000161	n0							Lymph_LCD4_MN803438.1_00011, Lymph_LCD4_MN803438.1_00096	Lymph_LDV1_L63545.1_00087																																					
N38.HOG0000046	OG0000165	n0							Lymph_LCD4_MN803438.1_00092	Lymph_LDV1_L63545.1_00048																																					
N38.HOG0000047	OG0000166	n0							Lymph_LCD4_MN803438.1_00028	Lymph_LDV1_L63545.1_00066																																					
N38.HOG0000048	OG0000177	n0							Lymph_LCD4_MN803438.1_00030	Lymph_LDV1_L63545.1_00091																																					
N38.HOG0000049	OG0000180	n1							Lymph_LCD4_MN803438.1_00047	Lymph_LDV1_L63545.1_00008																																					
N38.HOG0000050	OG0000180	n3							Lymph_LCD4_MN803438.1_00067	Lymph_LDV1_L63545.1_00057																																					
N38.HOG0000051	OG0000180	n4							Lymph_LCD4_MN803438.1_00038	Lymph_LDV1_L63545.1_00059																																					
N38.HOG0000052	OG0000198	n0							Lymph_LCD4_MN803438.1_00045	Lymph_LDV1_L63545.1_00105																																					
N38.HOG0000053	OG0000205	n0							Lymph_LCD4_MN803438.1_00044	Lymph_LDV1_L63545.1_00106																																					
N38.HOG0000054	OG0000208	n0							Lymph_LCD4_MN803438.1_00130																																						
N38.HOG0000055	OG0000231	n0							Lymph_LCD4_MN803438.1_00140	Lymph_LDV1_L63545.1_00082																																					
N38.HOG0000056	OG0000234	n0							Lymph_LCD4_MN803438.1_00008	Lymph_LDV1_L63545.1_00021																																					
N38.HOG0000057	OG0000235	n0							Lymph_LCD4_MN803438.1_00026	Lymph_LDV1_L63545.1_00109																																					
N38.HOG0000058	OG0000236	n0							Lymph_LCD4_MN803438.1_00064, Lymph_LCD4_MN803438.1_00053, Lymph_LCD4_MN803438.1_00103	Lymph_LDV1_L63545.1_00102																																					
N38.HOG0000059	OG0000237	n0							Lymph_LCD4_MN803438.1_00099	Lymph_LDV1_L63545.1_00032																																					
N38.HOG0000060	OG0000238	n0							Lymph_LCD4_MN803438.1_00110	Lymph_LDV1_L63545.1_00025																																					
N38.HOG0000061	OG0000239	n0							Lymph_LCD4_MN803438.1_00136	Lymph_LDV1_L63545.1_00022																																					
N38.HOG0000062	OG0000298	-							Lymph_LCD4_MN803438.1_00072, Lymph_LCD4_MN803438.1_00133	Lymph_LDV1_L63545.1_00095																																					
N38.HOG0000063	OG0000397	-							Lymph_LCD4_MN803438.1_00001	Lymph_LDV1_L63545.1_00010																																					
N38.HOG0000064	OG0000398	-							Lymph_LCD4_MN803438.1_00002	Lymph_LDV1_L63545.1_00017																																					
N38.HOG0000065	OG0000399	-							Lymph_LCD4_MN803438.1_00015	Lymph_LDV1_L63545.1_00014																																					
N38.HOG0000066	OG0000400	-							Lymph_LCD4_MN803438.1_00016	Lymph_LDV1_L63545.1_00099																																					
N38.HOG0000067	OG0000401	-							Lymph_LCD4_MN803438.1_00017	Lymph_LDV1_L63545.1_00080																																					
N38.HOG0000068	OG0000402	-							Lymph_LCD4_MN803438.1_00019	Lymph_LDV1_L63545.1_00039																																					
N38.HOG0000069	OG0000403	-							Lymph_LCD4_MN803438.1_00025	Lymph_LDV1_L63545.1_00028																																					
N38.HOG0000070	OG0000404	-							Lymph_LCD4_MN803438.1_00031	Lymph_LDV1_L63545.1_00065																																					
N38.HOG0000071	OG0000405	-							Lymph_LCD4_MN803438.1_00032	Lymph_LDV1_L63545.1_00060																																					
N38.HOG0000072	OG0000406	-							Lymph_LCD4_MN803438.1_00033	Lymph_LDV1_L63545.1_00074																																					
N38.HOG0000073	OG0000407	-							Lymph_LCD4_MN803438.1_00034	Lymph_LDV1_L63545.1_00097																																					
N38.HOG0000074	OG0000408	-							Lymph_LCD4_MN803438.1_00039, Lymph_LCD4_MN803438.1_00081																																						
N38.HOG0000075	OG0000409	-							Lymph_LCD4_MN803438.1_00040	Lymph_LDV1_L63545.1_00026																																					
N38.HOG0000076	OG0000410	-							Lymph_LCD4_MN803438.1_00042	Lymph_LDV1_L63545.1_00078																																					
N38.HOG0000077	OG0000411	-							Lymph_LCD4_MN803438.1_00043	Lymph_LDV1_L63545.1_00077																																					
N38.HOG0000078	OG0000412	-							Lymph_LCD4_MN803438.1_00050, Lymph_LCD4_MN803438.1_00061																																						
N38.HOG0000079	OG0000413	-							Lymph_LCD4_MN803438.1_00057	Lymph_LDV1_L63545.1_00086																																					
N38.HOG0000080	OG0000414	-							Lymph_LCD4_MN803438.1_00087, Lymph_LCD4_MN803438.1_00058																																						
N38.HOG0000081	OG0000415	-							Lymph_LCD4_MN803438.1_00059	Lymph_LDV1_L63545.1_00104																																					
N38.HOG0000082	OG0000416	-							Lymph_LCD4_MN803438.1_00060	Lymph_LDV1_L63545.1_00103																																					
N38.HOG0000083	OG0000417	-							Lymph_LCD4_MN803438.1_00062	Lymph_LDV1_L63545.1_00036																																					
N38.HOG0000084	OG0000418	-							Lymph_LCD4_MN803438.1_00063	Lymph_LDV1_L63545.1_00037																																					
N38.HOG0000085	OG0000419	-							Lymph_LCD4_MN803438.1_00073	Lymph_LDV1_L63545.1_00094																																					
N38.HOG0000086	OG0000420	-							Lymph_LCD4_MN803438.1_00074	Lymph_LDV1_L63545.1_00038																																					
N38.HOG0000087	OG0000421	-							Lymph_LCD4_MN803438.1_00075	Lymph_LDV1_L63545.1_00031																																					
N38.HOG0000088	OG0000422	-							Lymph_LCD4_MN803438.1_00076	Lymph_LDV1_L63545.1_00053																																					
N38.HOG0000089	OG0000423	-							Lymph_LCD4_MN803438.1_00079	Lymph_LDV1_L63545.1_00020																																					
N38.HOG0000090	OG0000424	-							Lymph_LCD4_MN803438.1_00083	Lymph_LDV1_L63545.1_00006																																					
N38.HOG0000091	OG0000425	-							Lymph_LCD4_MN803438.1_00085	Lymph_LDV1_L63545.1_00041																																					
N38.HOG0000092	OG0000426	-							Lymph_LCD4_MN803438.1_00086	Lymph_LDV1_L63545.1_00062																																					
N38.HOG0000093	OG0000427	-							Lymph_LCD4_MN803438.1_00088	Lymph_LDV1_L63545.1_00044																																					
N38.HOG0000094	OG0000428	-							Lymph_LCD4_MN803438.1_00090	Lymph_LDV1_L63545.1_00075																																					
N38.HOG0000095	OG0000429	-							Lymph_LCD4_MN803438.1_00091	Lymph_LDV1_L63545.1_00049																																					
N38.HOG0000096	OG0000430	-							Lymph_LCD4_MN803438.1_00095	Lymph_LDV1_L63545.1_00019																																					
N38.HOG0000097	OG0000431	-							Lymph_LCD4_MN803438.1_00102	Lymph_LDV1_L63545.1_00034																																					
N38.HOG0000098	OG0000432	-							Lymph_LCD4_MN803438.1_00114	Lymph_LDV1_L63545.1_00052																																					
N38.HOG0000099	OG0000433	-							Lymph_LCD4_MN803438.1_00119	Lymph_LDV1_L63545.1_00089																																					
N38.HOG0000100	OG0000435	-							Lymph_LCD4_MN803438.1_00129	Lymph_LDV1_L63545.1_00070																																					
N38.HOG0000101	OG0000436	-							Lymph_LCD4_MN803438.1_00131	Lymph_LDV1_L63545.1_00046																																					
N38.HOG0000102	OG0000437	-							Lymph_LCD4_MN803438.1_00132	Lymph_LDV1_L63545.1_00045																																					
N38.HOG0000103	OG0000438	-							Lymph_LCD4_MN803438.1_00134	Lymph_LDV1_L63545.1_00096																																					
N38.HOG0000104	OG0000439	-							Lymph_LCD4_MN803438.1_00139	Lymph_LDV1_L63545.1_00084																																					
N38.HOG0000105	OG0000440	-							Lymph_LCD4_MN803438.1_00141	Lymph_LDV1_L63545.1_00101																																					
N38.HOG0000106	OG0000441	-							Lymph_LCD4_MN803438.1_00144	Lymph_LDV1_L63545.1_00107																																					
