Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Rana nigromaculata ranavirus strain MWH421017, complete genome",Rana nigromaculata ranavirus,1916,1916,100%,0.0,96.49,104286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG791866.1?report=genbank&log$=nucltop&blast_rank=26&RID=6EEWYW8Z016"",""MG791866.1"")"
"Onychodactylus koreanus ranavirus isolate OKRV1, complete genome",Onychodactylus koreanus ranavirus,1916,1916,100%,0.0,96.39,104734,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP518040.1?report=genbank&log$=nucltop&blast_rank=27&RID=6EEWYW8Z016"",""PP518040.1"")"
"Onychodactylus koreanus ranavirus isolate OKRV2, complete genome",Onychodactylus koreanus ranavirus,1916,1916,100%,0.0,96.39,104626,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP518041.1?report=genbank&log$=nucltop&blast_rank=28&RID=6EEWYW8Z016"",""PP518041.1"")"
"Frog virus 3 strain Rana-Bra-01, complete genome",Frog virus 3,1915,1915,100%,0.0,96.60,105080,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH351268.1?report=genbank&log$=nucltop&blast_rank=29&RID=6EEWYW8Z016"",""MH351268.1"")"
"Terrapene mexicana triunguis ranavirus 2 isolate 21126-3, complete genome",Terrapene mexicana triunguis ranavirus 2,1914,1914,100%,0.0,96.60,105297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP852645.1?report=genbank&log$=nucltop&blast_rank=30&RID=6EEWYW8Z016"",""OP852645.1"")"
"Frog virus 3 isolate Op/2015/Netherlands/UU3150324001, complete genome",Frog virus 3,1912,1912,100%,0.0,96.39,107035,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF360246.1?report=genbank&log$=nucltop&blast_rank=31&RID=6EEWYW8Z016"",""MF360246.1"")"
"Soft-shelled turtle iridovirus, complete genome",Soft-shelled turtle iridovirus,1911,1911,100%,0.0,96.19,105890,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU627010.1?report=genbank&log$=nucltop&blast_rank=32&RID=6EEWYW8Z016"",""EU627010.1"")"
"Terrapene mexicana triunguis ranavirus 1 isolate TMTRV1, complete genome",Terrapene mexicana triunguis ranavirus 1,1909,1909,100%,0.0,96.29,105670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM963013.1?report=genbank&log$=nucltop&blast_rank=33&RID=6EEWYW8Z016"",""OM963013.1"")"
"Frog virus 3 isolate TCCRV, complete genome",Frog virus 3,1909,1909,100%,0.0,96.29,105008,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PQ844486.1?report=genbank&log$=nucltop&blast_rank=34&RID=6EEWYW8Z016"",""PQ844486.1"")"
"Trioceros melleri ranavirus isolate C16002, complete genome",Trioceros melleri ranavirus,1908,1908,100%,0.0,96.19,105030,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG953520.1?report=genbank&log$=nucltop&blast_rank=35&RID=6EEWYW8Z016"",""MG953520.1"")"
"Terrapene carolina carolina ranavirus isolate TCA16001, complete genome",Terrapene carolina carolina ranavirus,1908,1908,100%,0.0,96.19,104894,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG953518.1?report=genbank&log$=nucltop&blast_rank=36&RID=6EEWYW8Z016"",""MG953518.1"")"
"Trioceros melleri ranavirus isolate C16001, complete genome",Trioceros melleri ranavirus,1908,1908,100%,0.0,96.19,104803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG953519.1?report=genbank&log$=nucltop&blast_rank=37&RID=6EEWYW8Z016"",""MG953519.1"")"
"Frog virus 3 isolate WVL20057-5, complete genome",Frog virus 3,1907,1907,100%,0.0,96.19,105988,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM927979.1?report=genbank&log$=nucltop&blast_rank=38&RID=6EEWYW8Z016"",""OM927979.1"")"
"Frog virus 3 isolate WVL20057-3, complete genome",Frog virus 3,1907,1907,100%,0.0,96.19,106024,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM927978.1?report=genbank&log$=nucltop&blast_rank=39&RID=6EEWYW8Z016"",""OM927978.1"")"
"Stickleback virus isolate WVL21035, complete genome",Stickleback virus,1905,1905,100%,0.0,96.08,105673,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ514903.1?report=genbank&log$=nucltop&blast_rank=40&RID=6EEWYW8Z016"",""MZ514903.1"")"
"Tadpole virus 2 isolate WVL21036, complete genome",Tadpole virus 2,1905,1905,100%,0.0,96.08,105671,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ514904.1?report=genbank&log$=nucltop&blast_rank=41&RID=6EEWYW8Z016"",""MZ514904.1"")"
"Frog virus 3 isolate Hunan/CHN/2022, partial genome",Frog virus 3,1905,1905,100%,0.0,96.08,104462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP357265.1?report=genbank&log$=nucltop&blast_rank=42&RID=6EEWYW8Z016"",""PP357265.1"")"
"Frog virus 3 isolate LC3C, complete genome",Frog virus 3,1905,1905,100%,0.0,95.98,106988,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP179901.1?report=genbank&log$=nucltop&blast_rank=43&RID=6EEWYW8Z016"",""PP179901.1"")"
"Frog virus 3 isolate NP2C, complete genome",Frog virus 3,1905,1905,100%,0.0,95.98,106988,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP179900.1?report=genbank&log$=nucltop&blast_rank=44&RID=6EEWYW8Z016"",""PP179900.1"")"
"Rana grylio iridovirus, complete genome",Rana grylio virus,1902,1902,100%,0.0,95.77,105791,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ654586.1?report=genbank&log$=nucltop&blast_rank=45&RID=6EEWYW8Z016"",""JQ654586.1"")"
"Ranavirus sp. isolate TSL210813, complete genome",Ranavirus sp.,1902,1902,100%,0.0,95.77,106074,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP491958.1?report=genbank&log$=nucltop&blast_rank=46&RID=6EEWYW8Z016"",""PP491958.1"")"
"Chinese giant salamander iridovirus isolate CGSIV-HN1104, complete genome",Chinese giant salamander iridovirus,1899,1899,100%,0.0,95.57,105375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF512820.1?report=genbank&log$=nucltop&blast_rank=47&RID=6EEWYW8Z016"",""KF512820.1"")"
"Andrias davidianus ranavirus isolate 2010SX, complete genome",Andrias davidianus ranavirus,1899,1899,100%,0.0,95.57,106719,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF033124.1?report=genbank&log$=nucltop&blast_rank=48&RID=6EEWYW8Z016"",""KF033124.1"")"
"Percocypris pingi ranavirus isolate 2021GY, complete genome",Percocypris pingi ranavirus,1899,1899,100%,0.0,95.57,106721,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON080858.1?report=genbank&log$=nucltop&blast_rank=49&RID=6EEWYW8Z016"",""ON080858.1"")"
"Ranavirus sp. isolate CVASU FV3-like, complete genome",Ranavirus sp.,1896,1896,100%,0.0,95.36,106810,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM287133.1?report=genbank&log$=nucltop&blast_rank=50&RID=6EEWYW8Z016"",""OM287133.1"")"
"Zoo ranavirus isolate ZRV040414, complete genome",Zoo ranavirus,1895,1895,100%,0.0,95.67,103266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK227779.1?report=genbank&log$=nucltop&blast_rank=51&RID=6EEWYW8Z016"",""MK227779.1"")"
"Tiger frog virus isolate A-21, complete genome",Tiger frog virus,1895,1895,100%,0.0,95.57,106120,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW727505.1?report=genbank&log$=nucltop&blast_rank=52&RID=6EEWYW8Z016"",""MW727505.1"")"
"German gecko ranavirus isolate 2000/99, complete genome",German gecko ranavirus,1895,1895,100%,0.0,95.67,103681,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266742.1?report=genbank&log$=nucltop&blast_rank=53&RID=6EEWYW8Z016"",""KP266742.1"")"
"Pike-perch iridovirus isolate SLU14001, complete genome",Pike-perch iridovirus,1894,1894,100%,0.0,95.36,108041,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX574341.1?report=genbank&log$=nucltop&blast_rank=54&RID=6EEWYW8Z016"",""KX574341.1"")"
"Pelophylax esculentus virus isolate PEV_DK1, complete genome",Pelophylax esculentus virus,1893,1893,100%,0.0,94.98,107469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF538627.1?report=genbank&log$=nucltop&blast_rank=55&RID=6EEWYW8Z016"",""MF538627.1"")"
"Common midwife toad virus isolate Pe/2016/Netherlands/UU3160714042, complete genome",Common midwife toad virus,1892,1892,100%,0.0,94.88,106710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF125270.1?report=genbank&log$=nucltop&blast_rank=56&RID=6EEWYW8Z016"",""MF125270.1"")"
"Bohle iridovirus isolate BIV-ME 93/35, complete genome",Bohle iridovirus,1889,1889,100%,0.0,95.46,103531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_038507.1?report=genbank&log$=nucltop&blast_rank=57&RID=6EEWYW8Z016"",""NC_038507.1"")"
"Red-eared slider ranavirus isolate WVL17367-02A, complete genome",Red-eared slider ranavirus,1889,1889,100%,0.0,94.88,106878,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT452035.1?report=genbank&log$=nucltop&blast_rank=58&RID=6EEWYW8Z016"",""MT452035.1"")"
"Common midwife toad virus isolate Pe/2015/Netherlands/UU3151009019, complete genome",Common midwife toad virus,1889,1889,100%,0.0,94.77,107054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF125269.1?report=genbank&log$=nucltop&blast_rank=59&RID=6EEWYW8Z016"",""MF125269.1"")"
"Rana esculenta virus isolate REV 282/I02, complete genome",Rana esculenta virus,1888,1888,100%,0.0,94.77,107444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF538628.1?report=genbank&log$=nucltop&blast_rank=60&RID=6EEWYW8Z016"",""MF538628.1"")"
"Testudo hermanni ranavirus isolate CH8/96, complete genome",Testudo hermanni ranavirus,1888,1888,100%,0.0,94.88,105811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266741.1?report=genbank&log$=nucltop&blast_rank=61&RID=6EEWYW8Z016"",""KP266741.1"")"
"Common midwife toad virus isolate Pe/2011/Netherlands/UU3110810001, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,108099,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF033604.1?report=genbank&log$=nucltop&blast_rank=62&RID=6EEWYW8Z016"",""MF033604.1"")"
"Common midwife toad virus isolate Pe/2015/Netherlands/UU3150902003, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,107660,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102030.1?report=genbank&log$=nucltop&blast_rank=63&RID=6EEWYW8Z016"",""MF102030.1"")"
"Common midwife toad virus isolate Pe/2011/Netherlands/UU3110920007, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,108054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF038789.1?report=genbank&log$=nucltop&blast_rank=64&RID=6EEWYW8Z016"",""MF038789.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140624035, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,108016,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062695.1?report=genbank&log$=nucltop&blast_rank=65&RID=6EEWYW8Z016"",""MF062695.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140708060, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,108101,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF093732.1?report=genbank&log$=nucltop&blast_rank=66&RID=6EEWYW8Z016"",""MF093732.1"")"
"Common midwife toad virus isolate Lv/2015/Netherlands/UU315625026, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,107632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102029.1?report=genbank&log$=nucltop&blast_rank=67&RID=6EEWYW8Z016"",""MF102029.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140911031, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,107756,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102028.1?report=genbank&log$=nucltop&blast_rank=68&RID=6EEWYW8Z016"",""MF102028.1"")"
"Common midwife toad virus isolate Pr/2011/Netherlands/UU3110504006, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,108060,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF004271.1?report=genbank&log$=nucltop&blast_rank=69&RID=6EEWYW8Z016"",""MF004271.1"")"
"Common midwife toad virus isolate Lv/2015/Netherlands/UU315092051, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,107840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF004272.1?report=genbank&log$=nucltop&blast_rank=70&RID=6EEWYW8Z016"",""MF004272.1"")"
"Common midwife toad virus isolate Lv/2013/Netherlands/UU3130829033, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,107797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062694.1?report=genbank&log$=nucltop&blast_rank=71&RID=6EEWYW8Z016"",""MF062694.1"")"
"Common midwife toad virus isolate Pf/2011/Netherlands/UU3120627007, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,108051,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062693.1?report=genbank&log$=nucltop&blast_rank=72&RID=6EEWYW8Z016"",""MF062693.1"")"
"Common midwife toad ranavirus isolate Pelophylax kl. esculentus/2013/NL, complete genome",Common midwife toad virus,1887,1887,100%,0.0,94.98,107772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_039034.1?report=genbank&log$=nucltop&blast_rank=73&RID=6EEWYW8Z016"",""NC_039034.1"")"
"Common midwife toad virus -E isolate Mesotriton alpestris/2008/E, complete genome",common midwife toad virus -E,1885,1885,100%,0.0,94.77,106878,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ231222.1?report=genbank&log$=nucltop&blast_rank=74&RID=6EEWYW8Z016"",""JQ231222.1"")"
"Tiger frog virus isolate D2008, complete genome",Tiger frog virus,1882,1882,100%,0.0,94.85,105405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512502.1?report=genbank&log$=nucltop&blast_rank=75&RID=6EEWYW8Z016"",""MT512502.1"")"
"Rana catesbeiana virus isolate RC15027, complete genome",Rana catesbeiana virus,1865,1865,100%,0.0,94.85,106890,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX397571.1?report=genbank&log$=nucltop&blast_rank=76&RID=6EEWYW8Z016"",""KX397571.1"")"
"Tiger frog virus isolate D11-067, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.74,105418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512498.1?report=genbank&log$=nucltop&blast_rank=77&RID=6EEWYW8Z016"",""MT512498.1"")"
"Tiger frog virus isolate F2112, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.74,105249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512503.1?report=genbank&log$=nucltop&blast_rank=78&RID=6EEWYW8Z016"",""MT512503.1"")"
"Tiger frog virus, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.74,105057,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF389451.1?report=genbank&log$=nucltop&blast_rank=79&RID=6EEWYW8Z016"",""AF389451.1"")"
"Tiger frog virus isolate AV9803, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.74,105022,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512504.1?report=genbank&log$=nucltop&blast_rank=80&RID=6EEWYW8Z016"",""MT512504.1"")"
"Tiger frog virus isolate F0207, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.74,106226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512501.1?report=genbank&log$=nucltop&blast_rank=81&RID=6EEWYW8Z016"",""MT512501.1"")"
"Tiger frog virus isolate VD-16-006, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.74,105206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512499.1?report=genbank&log$=nucltop&blast_rank=82&RID=6EEWYW8Z016"",""MT512499.1"")"
"Tiger frog virus isolate D03-034, complete genome",Tiger frog virus,1859,1859,100%,0.0,94.85,105529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512497.1?report=genbank&log$=nucltop&blast_rank=83&RID=6EEWYW8Z016"",""MT512497.1"")"
"Tiger frog virus isolate VD-17-007, complete genome",Tiger frog virus,1857,1857,100%,0.0,94.64,105114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512500.1?report=genbank&log$=nucltop&blast_rank=84&RID=6EEWYW8Z016"",""MT512500.1"")"
"Tortoise ranavirus 1 isolate 1 (882/96), complete genome",tortoise ranavirus 1,1855,1855,100%,0.0,94.64,103876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266743.1?report=genbank&log$=nucltop&blast_rank=85&RID=6EEWYW8Z016"",""KP266743.1"")"
"Lumpfish ranavirus isolate F24/15, complete genome",Lumpfish ranavirus,1851,1851,100%,0.0,93.09,116726,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_075538.1?report=genbank&log$=nucltop&blast_rank=86&RID=6EEWYW8Z016"",""NC_075538.1"")"
"Lumpfish ranavirus isolate V4955, complete genome",Lumpfish ranavirus,1848,1848,100%,0.0,92.99,115744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH665360.1?report=genbank&log$=nucltop&blast_rank=87&RID=6EEWYW8Z016"",""MH665360.1"")"
"Epizootic haematopoietic necrosis virus isolate V084, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,127487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510730.1?report=genbank&log$=nucltop&blast_rank=88&RID=6EEWYW8Z016"",""MT510730.1"")"
"Epizootic haematopoietic necrosis virus isolate V109, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125882,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510740.1?report=genbank&log$=nucltop&blast_rank=89&RID=6EEWYW8Z016"",""MT510740.1"")"
"Epizootic haematopoietic necrosis virus isolate V018, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510743.1?report=genbank&log$=nucltop&blast_rank=90&RID=6EEWYW8Z016"",""MT510743.1"")"
"Epizootic haematopoietic necrosis virus isolate V083, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,125838,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510733.1?report=genbank&log$=nucltop&blast_rank=91&RID=6EEWYW8Z016"",""MT510733.1"")"
"Epizootic haematopoietic necrosis virus, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,127011,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_028461.1?report=genbank&log$=nucltop&blast_rank=92&RID=6EEWYW8Z016"",""NC_028461.1"")"
"Epizootic haematopoietic necrosis virus isolate V079, complete genome",Epizootic haematopoietic necrosis virus,1840,1840,100%,0.0,93.81,126019,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT510737.1?report=genbank&log$=nucltop&blast_rank=93&RID=6EEWYW8Z016"",""MT510737.1"")"
