Orthogroup	AF303741	AF371960	AY521625	AY532606	AY779031	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	NC_027778	OK042108	OK042109	OL310752	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000010		AF371960_00079		AY532606_00079	AY779031_00085	AY894343_00077	BD143114_00123	GQ273492_00074			KC244182_00077		KT804738_00073				MG570131_00074	MG570132_00074	MK098185_00077	MK098186_00074	MK098187_00077	MK689685_00076	MK689686_00075	MN432490_00079	MN562489_00002, MN562489_00010, MN562489_00131		MT521409_00002, MT521409_00010, MT521409_00132	MT798582_00087	MT926123_00080	MT986830_00081	MW139932_00078		NC_027778_00114, NC_027778_00120, NC_027778_00122, NC_027778_00123, NC_027778_00131	OK042108_00122	OK042109_00123	OL310752_00077, OL310752_00120	OL774653_00095	OL774654_00076	OL774655_00079	OM037668_00006, OM037668_00125, OM037668_00133	ON075463_00074	ON740976_00076	ON743042_00078	OP009387_00078	OQ475017_00074
OG0000011	AF303741_00006	AF371960_00064	AY521625_00053	AY532606_00064	AY779031_00068	AY894343_00063	BD143114_00013	GQ273492_00063	HF920633_00118	HF920637_00217	KC244182_00063	KF938901_00092	KT804738_00060	KX643370_00094	LS484712_00203	MF599468_00149	MG570131_00063	MG570132_00063	MK098185_00064	MK098186_00061	MK098187_00064	MK689685_00061	MK689686_00062	MN432490_00064	MN562489_00128	MN803438_00049	MT521409_00129	MT798582_00100	MT926123_00065	MT986830_00065	MW139932_00065	NC_005946_00011	NC_027778_00111	OK042108_00013	OK042109_00013	OL310752_00027	OL774653_00082	OL774654_00063	OL774655_00066	OM037668_00009	ON075463_00061	ON740976_00063	ON743042_00065	OP009387_00064	OQ475017_00062
OG0000012	AF303741_00011	AF371960_00021	AY521625_00110	AY532606_00020	AY779031_00023	AY894343_00021	BD143114_00053	GQ273492_00022	HF920633_00001	HF920637_00001	KC244182_00022	KF938901_00054	KT804738_00021	KX643370_00117	LS484712_00200	MF599468_00112	MG570131_00023	MG570132_00023	MK098185_00022	MK098186_00022	MK098187_00022	MK689685_00021	MK689686_00021	MN432490_00023	MN562489_00096	MN803438_00128	MT521409_00097	MT798582_00004	MT926123_00022	MT986830_00022	MW139932_00023	NC_005946_00060	NC_027778_00077	OK042108_00055	OK042109_00054	OL310752_00004	OL774653_00039	OL774654_00022	OL774655_00022	OM037668_00041	ON075463_00021	ON740976_00021	ON743042_00022	OP009387_00023	OQ475017_00022
OG0000013	AF303741_00023	AF371960_00057	AY521625_00048	AY532606_00057	AY779031_00061	AY894343_00056	BD143114_00019	GQ273492_00056	HF920633_00067	HF920637_00017	KC244182_00056	KF938901_00060	KT804738_00055	KX643370_00044	LS484712_00143	MF599468_00033	MG570131_00057	MG570132_00057	MK098185_00058	MK098186_00055	MK098187_00058	MK689685_00054	MK689686_00056	MN432490_00058	MN562489_00038	MN803438_00007	MT521409_00039	MT798582_00049	MT926123_00058	MT986830_00059	MW139932_00059	NC_005946_00022	NC_027778_00018	OK042108_00020	OK042109_00020	OL310752_00096	OL774653_00076	OL774654_00057	OL774655_00060	OM037668_00098	ON075463_00055	ON740976_00057	ON743042_00059	OP009387_00057	OQ475017_00056
OG0000014	AF303741_00026	AF371960_00121	AY521625_00115	AY532606_00125	AY779031_00129	AY894343_00123	BD143114_00077	GQ273492_00118	HF920633_00138	HF920637_00108	KC244182_00121	KF938901_00074	KT804738_00119	KX643370_00056	LS484712_00202	MF599468_00122	MG570131_00118	MG570132_00118	MK098185_00122	MK098186_00119	MK098187_00122	MK689685_00118	MK689686_00120	MN432490_00122	MN562489_00058	MN803438_00070	MT521409_00059	MT798582_00028	MT926123_00120	MT986830_00125	MW139932_00123	NC_005946_00016	NC_027778_00038	OK042108_00077	OK042109_00078	OL310752_00071	OL774653_00016	OL774654_00121	OL774655_00123	OM037668_00078	ON075463_00118	ON740976_00121	ON743042_00123	OP009387_00121	OQ475017_00120
OG0000015	AF303741_00046	AF371960_00122	AY521625_00035	AY532606_00126	AY779031_00130	AY894343_00124	BD143114_00076	GQ273492_00119	HF920633_00058	HF920637_00152	KC244182_00122	KF938901_00095	KT804738_00120	KX643370_00091	LS484712_00135	MF599468_00009	MG570131_00119	MG570132_00119	MK098185_00123	MK098186_00120	MK098187_00123	MK689685_00119	MK689686_00121	MN432490_00123	MN562489_00133	MN803438_00046	MT521409_00134	MT798582_00027	MT926123_00121	MT986830_00126	MW139932_00124	NC_005946_00021	NC_027778_00116	OK042108_00076	OK042109_00077	OL310752_00072	OL774653_00017	OL774654_00122	OL774655_00124	OM037668_00004	ON075463_00119	ON740976_00122	ON743042_00124	OP009387_00122	OQ475017_00121
OG0000016	AF303741_00062	AF371960_00089	AY521625_00073	AY532606_00089	AY779031_00095	AY894343_00087	BD143114_00113	GQ273492_00084	HF920633_00094	HF920637_00079	KC244182_00087	KF938901_00046	KT804738_00083	KX643370_00126	LS484712_00048	MF599468_00046	MG570131_00084	MG570132_00084	MK098185_00087	MK098186_00084	MK098187_00087	MK689685_00086	MK689686_00085	MN432490_00089	MN562489_00047	MN803438_00122	MT521409_00048	MT798582_00119	MT926123_00090	MT986830_00091	MW139932_00088	NC_005946_00082	NC_027778_00027	OK042108_00112	OK042109_00113	OL310752_00045	OL774653_00105	OL774654_00086	OL774655_00088	OM037668_00089	ON075463_00084	ON740976_00086	ON743042_00088	OP009387_00088	OQ475017_00084
OG0000017	AF303741_00063	AF371960_00034	AY521625_00059	AY532606_00033	AY779031_00037	AY894343_00032	BD143114_00042	GQ273492_00033	HF920633_00158	HF920637_00073	KC244182_00032	KF938901_00123	KT804738_00032	KX643370_00040	LS484712_00240	MF599468_00035	MG570131_00034	MG570132_00034	MK098185_00036	MK098186_00033	MK098187_00036	MK689685_00032	MK689686_00032	MN432490_00035	MN562489_00011	MN803438_00035	MT521409_00011	MT798582_00073	MT926123_00035	MT986830_00036	MW139932_00036	NC_005946_00087	NC_027778_00132	OK042108_00044	OK042109_00044	OL310752_00085	OL774653_00054	OL774654_00034	OL774655_00037	OM037668_00124	ON075463_00032	ON740976_00033	ON743042_00034	OP009387_00033	OQ475017_00033
OG0000018	AF303741_00081	AF371960_00107	AY521625_00047	AY532606_00111	AY779031_00116	AY894343_00108	BD143114_00092	GQ273492_00103	HF920633_00003	HF920637_00111	KC244182_00107	KF938901_00025	KT804738_00104	KX643370_00095	LS484712_00053	MF599468_00117	MG570131_00103	MG570132_00103	MK098185_00107	MK098186_00104	MK098187_00107	MK689685_00105	MK689686_00105	MN432490_00108	MN562489_00063	MN803438_00051	MT521409_00064	MT798582_00042	MT926123_00107	MT986830_00111	MW139932_00108	NC_005946_00023	NC_027778_00043	OK042108_00092	OK042109_00093	OL310752_00065	OL774653_00001	OL774654_00106	OL774655_00108	OM037668_00073	ON075463_00104	ON740976_00106	ON743042_00108	OP009387_00107	OQ475017_00105
OG0000019	AF303741_00137	AF371960_00088	AY521625_00086	AY532606_00088	AY779031_00094	AY894343_00086	BD143114_00114	GQ273492_00083	HF920633_00163	HF920637_00197	KC244182_00086	KF938901_00012	KT804738_00082	KX643370_00075	LS484712_00192	MF599468_00106	MG570131_00083	MG570132_00083	MK098185_00086	MK098186_00083	MK098187_00086	MK689685_00085	MK689686_00084	MN432490_00088	MN562489_00046	MN803438_00097	MT521409_00047	MT798582_00120	MT926123_00089	MT986830_00090	MW139932_00087	NC_005946_00094	NC_027778_00026	OK042108_00113	OK042109_00114	OL310752_00046	OL774653_00104	OL774654_00085	OL774655_00087	OM037668_00090	ON075463_00083	ON740976_00085	ON743042_00087	OP009387_00087	OQ475017_00083
OG0000020	AF303741_00156	AF371960_00032	AY521625_00074	AY532606_00031	AY779031_00035	AY894343_00030	BD143114_00044	GQ273492_00031	HF920633_00080	HF920637_00031	KC244182_00030	KF938901_00047	KT804738_00030	KX643370_00057	LS484712_00188	MF599468_00090	MG570131_00032	MG570132_00032	MK098185_00034	MK098186_00031	MK098187_00034	MK689685_00030	MK689686_00030	MN432490_00033	MN562489_00012	MN803438_00068	MT521409_00012	MT798582_00075	MT926123_00033	MT986830_00034	MW139932_00034	NC_005946_00083	NC_027778_00133	OK042108_00046	OK042109_00046	OL310752_00114	OL774653_00052	OL774654_00032	OL774655_00035	OM037668_00123	ON075463_00030	ON740976_00031	ON743042_00032	OP009387_00031	OQ475017_00031
OG0000021	AF303741_00158	AF371960_00005	AY521625_00054	AY532606_00004	AY779031_00005	AY894343_00005	BD143114_00070	GQ273492_00005	HF920633_00097	HF920637_00041	KC244182_00005	KF938901_00124	KT804738_00005	KX643370_00077	LS484712_00096	MF599468_00116	MG570131_00005	MG570132_00005	MK098185_00005	MK098186_00005	MK098187_00005	MK689685_00005	MK689686_00005	MN432490_00005	MN562489_00124	MN803438_00089	MT521409_00125	MT798582_00021	MT926123_00005	MT986830_00005	MW139932_00005	NC_005946_00038	NC_027778_00106	OK042108_00070	OK042109_00071	OL310752_00021	OL774653_00023	OL774654_00005	OL774655_00005	OM037668_00013	ON075463_00005	ON740976_00005	ON743042_00005	OP009387_00005	OQ475017_00005
OG0000022	AF303741_00189	AF371960_00036	AY521625_00065	AY532606_00035	AY779031_00039	AY894343_00034	BD143114_00040	GQ273492_00035	HF920633_00175	HF920637_00213	KC244182_00034	KF938901_00023	KT804738_00034	KX643370_00049	LS484712_00194	MF599468_00071	MG570131_00036	MG570132_00036	MK098185_00038	MK098186_00035	MK098187_00038	MK689685_00034	MK689686_00034	MN432490_00037	MN562489_00008	MN803438_00013	MT521409_00008	MT798582_00071	MT926123_00037	MT986830_00038	MW139932_00038	NC_005946_00061	NC_027778_00129	OK042108_00042	OK042109_00042	OL310752_00083	OL774653_00056	OL774654_00036	OL774655_00039	OM037668_00127	ON075463_00034	ON740976_00035	ON743042_00036	OP009387_00035	OQ475017_00035
OG0000023	AF303741_00154	AF371960_00045	AY521625_00062		AY779031_00049	AY894343_00043	BD143114_00031	GQ273492_00044	HF920633_00017	HF920637_00033	KC244182_00043	KF938901_00031	KT804738_00043	KX643370_00089	LS484712_00117	MF599468_00171	MG570131_00045	MG570132_00045	MK098185_00047	MK098186_00044	MK098187_00047	MK689685_00043	MK689686_00043	MN432490_00046	MN562489_00023	MN803438_00077	MT521409_00024	MT798582_00062	MT926123_00046	MT986830_00046	MW139932_00047	NC_005946_00089	NC_027778_00003	OK042108_00033	OK042109_00033	OL310752_00052	OL774653_00065	OL774654_00045	OL774655_00048	OM037668_00113	ON075463_00043	ON740976_00044	ON743042_00046	OP009387_00044	OQ475017_00044
OG0000024	AF303741_00168	AF371960_00027	AY521625_00042	AY532606_00026		AY894343_00025	BD143114_00049	GQ273492_00027	HF920633_00062	HF920637_00061	KC244182_00025	KF938901_00094	KT804738_00025	KX643370_00052	LS484712_00149		MG570131_00027	MG570132_00028	MK098185_00029	MK098186_00026	MK098187_00029		MK689686_00025	MN432490_00028	MN562489_00073	MN803438_00024	MT521409_00074	MT798582_00080	MT926123_00028	MT986830_00029	MW139932_00029	NC_005946_00067	NC_027778_00054	OK042108_00050	OK042109_00051	OL310752_00104	OL774653_00047	OL774654_00027	OL774655_00030	OM037668_00064	ON075463_00025	ON740976_00026	ON743042_00027	OP009387_00026	OQ475017_00027
OG0000025		AF371960_00006		AY532606_00005	AY779031_00006	AY894343_00006	BD143114_00069	GQ273492_00006		HF920637_00127	KC244182_00006		KT804738_00006	KX643370_00001			MG570131_00006	MG570132_00006	MK098185_00006	MK098186_00006	MK098187_00006	MK689685_00006	MK689686_00006	MN432490_00006	MN562489_00006, MN562489_00126	MN803438_00145	MT521409_00006, MT521409_00127	MT798582_00020	MT926123_00006	MT986830_00006	MW139932_00006		NC_027778_00108, NC_027778_00127		OK042109_00070	OL310752_00020	OL774653_00024	OL774654_00006	OL774655_00006	OM037668_00011, OM037668_00129	ON075463_00006	ON740976_00006	ON743042_00006	OP009387_00006	OQ475017_00006
OG0000026	AF303741_00051	AF371960_00065		AY532606_00065, AY532606_00066	AY779031_00069	AY894343_00064	BD143114_00012	GQ273492_00064	HF920633_00047	HF920637_00156	KC244182_00064	KF938901_00093	KT804738_00061				MG570131_00064	MG570132_00064	MK098185_00065	MK098186_00062	MK098187_00065	MK689685_00062	MK689686_00063	MN432490_00065	MN562489_00113		MT521409_00114	MT798582_00099	MT926123_00066	MT986830_00066	MW139932_00066		NC_027778_00094, NC_027778_00095	OK042108_00012		OL310752_00028	OL774653_00083	OL774654_00064	OL774655_00067	OM037668_00024	ON075463_00062	ON740976_00064	ON743042_00066	OP009387_00065	OQ475017_00063
OG0000027		AF371960_00110	AY521625_00060	AY532606_00114	AY779031_00119	AY894343_00111	BD143114_00089	GQ273492_00106			KC244182_00110		KT804738_00107	KX643370_00119		MF599468_00039	MG570131_00106	MG570132_00106	MK098185_00110	MK098186_00107	MK098187_00110	MK689685_00108	MK689686_00108	MN432490_00111	MN562489_00062	MN803438_00126	MT521409_00063	MT798582_00039	MT926123_00110	MT986830_00114	MW139932_00111	NC_005946_00086	NC_027778_00042	OK042108_00089	OK042109_00090	OL310752_00062	OL774653_00004	OL774654_00109	OL774655_00111	OM037668_00074	ON075463_00107	ON740976_00109	ON743042_00111	OP009387_00110	OQ475017_00108
OG0000028		AF371960_00090	AY521625_00022	AY532606_00090	AY779031_00096	AY894343_00088	BD143114_00112	GQ273492_00085			KC244182_00088		KT804738_00084	KX643370_00015			MG570131_00085	MG570132_00085	MK098185_00088	MK098186_00085	MK098187_00088	MK689685_00087	MK689686_00086	MN432490_00090	MN562489_00049	MN803438_00037	MT521409_00050	MT798582_00118	MT926123_00091	MT986830_00092	MW139932_00089	NC_005946_00049	NC_027778_00029	OK042108_00111	OK042109_00112	OL310752_00044	OL774653_00106	OL774654_00087	OL774655_00089	OM037668_00087	ON075463_00085	ON740976_00087	ON743042_00089	OP009387_00089	OQ475017_00085
OG0000029		AF371960_00048		AY532606_00047	AY779031_00052	AY894343_00046	BD143114_00028	GQ273492_00047			KC244182_00046		KT804738_00046	KX643370_00096			MG570131_00048	MG570132_00048	MK098185_00050	MK098186_00047	MK098187_00050	MK689685_00046	MK689686_00046	MN432490_00049	MN562489_00026	MN803438_00054	MT521409_00027	MT798582_00059	MT926123_00049	MT986830_00049	MW139932_00050	NC_005946_00085	NC_027778_00006	OK042108_00030	OK042109_00030	OL310752_00087	OL774653_00068	OL774654_00048	OL774655_00051	OM037668_00110	ON075463_00046	ON740976_00047	ON743042_00049	OP009387_00047	OQ475017_00047
OG0000030		AF371960_00062		AY532606_00062	AY779031_00066	AY894343_00060, AY894343_00061	BD143114_00015	GQ273492_00061			KC244182_00061		KT804738_00058				MG570131_00061	MG570132_00061	MK098185_00062	MK098186_00059	MK098187_00062	MK689685_00059	MK689686_00060	MN432490_00062	MN562489_00041		MT521409_00042	MT798582_00045, MT798582_00102	MT926123_00063	MT986830_00063	MW139932_00063		NC_027778_00021	OK042108_00015	OK042109_00015	OL310752_00025	OL774653_00080	OL774654_00061	OL774655_00064	OM037668_00095	ON075463_00059	ON740976_00061	ON743042_00063	OP009387_00062	OQ475017_00060
OG0000031		AF371960_00001	AY521625_00004	AY532606_00001	AY779031_00001	AY894343_00001	BD143114_00073	GQ273492_00001			KC244182_00001		KT804738_00001				MG570131_00001	MG570132_00001	MK098185_00001	MK098186_00001	MK098187_00001	MK689685_00001	MK689686_00001	MN432490_00001	MN562489_00107		MT521409_00108	MT798582_00025	MT926123_00001	MT986830_00001	MW139932_00001		NC_027778_00088	OK042108_00074	OK042109_00075	OL310752_00074	OL774653_00019	OL774654_00001	OL774655_00001	OM037668_00030	ON075463_00001	ON740976_00001	ON743042_00001	OP009387_00001	OQ475017_00001
OG0000032		AF371960_00082		AY532606_00083	AY779031_00089	AY894343_00081	BD143114_00119	GQ273492_00078			KC244182_00081		KT804738_00077				MG570131_00078	MG570132_00078	MK098185_00081	MK098186_00078	MK098187_00081	MK689685_00079	MK689686_00079	MN432490_00083	MN562489_00118		MT521409_00119	MT798582_00084, MT798582_00125	MT926123_00083	MT986830_00085	MW139932_00082		NC_027778_00100	OK042108_00118	OK042109_00119	OL310752_00124	OL774653_00099	OL774654_00080	OL774655_00082	OM037668_00019	ON075463_00078	ON740976_00080	ON743042_00082	OP009387_00082	OQ475017_00078
OG0000033		AF371960_00091		AY532606_00091	AY779031_00097	AY894343_00089	BD143114_00110, BD143114_00111	GQ273492_00086			KC244182_00089		KT804738_00085				MG570131_00086	MG570132_00086	MK098185_00089	MK098186_00086	MK098187_00089	MK689685_00088	MK689686_00087	MN432490_00091	MN562489_00050		MT521409_00051	MT798582_00117	MT926123_00092	MT986830_00093	MW139932_00090		NC_027778_00030	OK042108_00110	OK042109_00111	OL310752_00043	OL774653_00107	OL774654_00088	OL774655_00090	OM037668_00086	ON075463_00086	ON740976_00088	ON743042_00090	OP009387_00090	OQ475017_00086
OG0000034		AF371960_00123		AY532606_00127	AY779031_00131	AY894343_00125	BD143114_00074, BD143114_00075	GQ273492_00120			KC244182_00123		KT804738_00121				MG570131_00120	MG570132_00120	MK098185_00124	MK098186_00121	MK098187_00124	MK689685_00120	MK689686_00122	MN432490_00124	MN562489_00109		MT521409_00110	MT798582_00026	MT926123_00122	MT986830_00127	MW139932_00125		NC_027778_00090	OK042108_00075	OK042109_00076	OL310752_00073	OL774653_00018	OL774654_00123	OL774655_00125	OM037668_00028	ON075463_00120	ON740976_00123	ON743042_00125	OP009387_00123	OQ475017_00122
OG0000035		AF371960_00013		AY532606_00012	AY779031_00013	AY894343_00013	BD143114_00062	GQ273492_00013			KC244182_00012		KT804738_00013				MG570131_00014	MG570132_00014	MK098185_00013	MK098186_00013	MK098187_00013	MK689685_00013	MK689686_00012	MN432490_00013	MN562489_00086		MT521409_00087	MT798582_00014	MT926123_00013	MT986830_00013	MW139932_00013		NC_027778_00067	OK042108_00064	OK042109_00063	OL310752_00014	OL774653_00030	OL774654_00013	OL774655_00013	OM037668_00051	ON075463_00012	ON740976_00012	ON743042_00013	OP009387_00013	OQ475017_00013
OG0000036		AF371960_00014		AY532606_00013	AY779031_00014	AY894343_00014	BD143114_00061	GQ273492_00014			KC244182_00013		KT804738_00014				MG570131_00015	MG570132_00015	MK098185_00014	MK098186_00014	MK098187_00014	MK689685_00014	MK689686_00013	MN432490_00014	MN562489_00132		MT521409_00133	MT798582_00013	MT926123_00014	MT986830_00014	MW139932_00014		NC_027778_00115	OK042108_00063	OK042109_00062	OL310752_00013	OL774653_00031	OL774654_00014	OL774655_00014	OM037668_00005	ON075463_00013	ON740976_00013	ON743042_00014	OP009387_00014	OQ475017_00014
OG0000037		AF371960_00019		AY532606_00018	AY779031_00019	AY894343_00019	BD143114_00056	GQ273492_00019			KC244182_00018		KT804738_00019				MG570131_00020	MG570132_00020	MK098185_00019	MK098186_00019	MK098187_00019	MK689685_00019	MK689686_00018	MN432490_00019	MN562489_00091		MT521409_00092	MT798582_00008	MT926123_00019	MT986830_00019	MW139932_00019		NC_027778_00072	OK042108_00058	OK042109_00057	OL310752_00007	OL774653_00036	OL774654_00019	OL774655_00019	OM037668_00046	ON075463_00018	ON740976_00018	ON743042_00019	OP009387_00019	OQ475017_00019
