locus_tag	ftype	length_bp	gene	EC_number	COG	product
OR670976_00086	CDS	360				hypothetical protein
OR670976_00087	CDS	1356				hypothetical protein
OR670976_00088	CDS	579				hypothetical protein
OR670976_00089	CDS	408				hypothetical protein
OR670976_00090	CDS	771				hypothetical protein
OR670976_00091	CDS	414				hypothetical protein
OR670976_00092	CDS	1557				hypothetical protein
OR670976_00093	CDS	963				hypothetical protein
OR670976_00094	CDS	171				hypothetical protein
OR670976_00095	CDS	789				hypothetical protein
OR670976_00096	CDS	1191				hypothetical protein
OR670976_00097	CDS	753				hypothetical protein
OR670976_00098	CDS	492				hypothetical protein
OR670976_00099	CDS	324				hypothetical protein
OR670976_00100	CDS	546				hypothetical protein
OR670976_00101	CDS	516				hypothetical protein
OR670976_00102	CDS	1440				hypothetical protein
OR670976_00103	CDS	399				hypothetical protein
OR670976_00104	CDS	777				hypothetical protein
OR670976_00105	CDS	366				hypothetical protein
OR670976_00106	CDS	96				hypothetical protein
OR670976_00107	CDS	948				hypothetical protein
OR670976_00108	CDS	600				hypothetical protein
OR670976_00109	CDS	2766				hypothetical protein
OR670976_00110	CDS	156				hypothetical protein
OR670976_00111	CDS	891				hypothetical protein
OR670976_00112	CDS	744				hypothetical protein
OR670976_00113	CDS	504				hypothetical protein
OR670976_00114	CDS	2583				hypothetical protein
OR670976_00115	CDS	1011				hypothetical protein
OR670976_00116	CDS	1392				hypothetical protein
OR670976_00117	CDS	657				hypothetical protein
OR670976_00118	CDS	261				hypothetical protein
OR670976_00119	CDS	1320				hypothetical protein
OR670976_00120	CDS	510				hypothetical protein
OR670976_00121	CDS	651				hypothetical protein
OR670976_00122	CDS	720				hypothetical protein
OR670976_00123	CDS	372				hypothetical protein
OR670976_00124	CDS	687				hypothetical protein
