Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Frog virus 3 strain Z916, complete genome",Frog virus 3,793,793,100%,0.0,98.45,99213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959612.1?report=genbank&log$=nucltop&blast_rank=40&RID=6EDUE0AT016"",""MK959612.1"")"
"Rana esculenta virus isolate REV 282/I02, complete genome",Rana esculenta virus,793,793,100%,0.0,98.45,107444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF538628.1?report=genbank&log$=nucltop&blast_rank=41&RID=6EDUE0AT016"",""MF538628.1"")"
"Testudo hermanni ranavirus isolate CH8/96, complete genome",Testudo hermanni ranavirus,793,793,100%,0.0,98.45,105811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP266741.1?report=genbank&log$=nucltop&blast_rank=42&RID=6EDUE0AT016"",""KP266741.1"")"
"Chinese giant salamander iridovirus isolate CGSIV-HN1104, complete genome",Chinese giant salamander iridovirus,793,793,100%,0.0,98.45,105375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF512820.1?report=genbank&log$=nucltop&blast_rank=43&RID=6EDUE0AT016"",""KF512820.1"")"
"Frog virus 3 strain Z939, complete genome",Frog virus 3,793,793,100%,0.0,98.45,104416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959619.1?report=genbank&log$=nucltop&blast_rank=44&RID=6EDUE0AT016"",""MK959619.1"")"
"Ranavirus sp. isolate TSL210813, complete genome",Ranavirus sp.,793,793,100%,0.0,98.45,106074,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP491958.1?report=genbank&log$=nucltop&blast_rank=45&RID=6EDUE0AT016"",""PP491958.1"")"
"Frog virus 3 strain Z942, complete genome",Frog virus 3,793,793,100%,0.0,98.45,103673,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959620.1?report=genbank&log$=nucltop&blast_rank=46&RID=6EDUE0AT016"",""MK959620.1"")"
"Andrias davidianus ranavirus isolate 2010SX, complete genome",Andrias davidianus ranavirus,793,793,100%,0.0,98.45,106719,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF033124.1?report=genbank&log$=nucltop&blast_rank=47&RID=6EDUE0AT016"",""KF033124.1"")"
"Frog virus 3 strain Z938, complete genome",Frog virus 3,793,793,100%,0.0,98.45,104549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959618.1?report=genbank&log$=nucltop&blast_rank=48&RID=6EDUE0AT016"",""MK959618.1"")"
"Common midwife toad virus -E isolate Mesotriton alpestris/2008/E, complete genome",common midwife toad virus -E,793,793,100%,0.0,98.45,106878,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ231222.1?report=genbank&log$=nucltop&blast_rank=49&RID=6EDUE0AT016"",""JQ231222.1"")"
"Frog virus 3 strain Z897, complete genome",Frog virus 3,793,793,100%,0.0,98.45,104643,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959611.1?report=genbank&log$=nucltop&blast_rank=50&RID=6EDUE0AT016"",""MK959611.1"")"
"Frog virus 3 strain Z929, complete genome",Frog virus 3,793,793,100%,0.0,98.45,104566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK959614.1?report=genbank&log$=nucltop&blast_rank=51&RID=6EDUE0AT016"",""MK959614.1"")"
"Percocypris pingi ranavirus isolate 2021GY, complete genome",Percocypris pingi ranavirus,793,793,100%,0.0,98.45,106721,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON080858.1?report=genbank&log$=nucltop&blast_rank=52&RID=6EDUE0AT016"",""ON080858.1"")"
"Common midwife toad virus isolate Pe/2015/Netherlands/UU3151009019, complete genome",Common midwife toad virus,793,793,100%,0.0,98.45,107054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF125269.1?report=genbank&log$=nucltop&blast_rank=53&RID=6EDUE0AT016"",""MF125269.1"")"
"Tiger frog virus isolate D03-034, complete genome",Tiger frog virus,793,793,100%,0.0,98.45,105529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512497.1?report=genbank&log$=nucltop&blast_rank=54&RID=6EDUE0AT016"",""MT512497.1"")"
"Frog virus 3 strain Rana-Bra-17, complete genome",Frog virus 3,793,793,100%,0.0,98.45,104744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT578298.1?report=genbank&log$=nucltop&blast_rank=55&RID=6EDUE0AT016"",""MT578298.1"")"
"Pike-perch iridovirus isolate SLU14001, complete genome",Pike-perch iridovirus,793,793,100%,0.0,98.45,108041,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX574341.1?report=genbank&log$=nucltop&blast_rank=56&RID=6EDUE0AT016"",""KX574341.1"")"
"Pelophylax esculentus virus isolate PEV_DK1, complete genome",Pelophylax esculentus virus,793,793,100%,0.0,98.19,107469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF538627.1?report=genbank&log$=nucltop&blast_rank=57&RID=6EDUE0AT016"",""MF538627.1"")"
"Common midwife toad virus isolate Pe/2016/Netherlands/UU3160714042, complete genome",Common midwife toad virus,793,793,100%,0.0,98.19,106710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF125270.1?report=genbank&log$=nucltop&blast_rank=58&RID=6EDUE0AT016"",""MF125270.1"")"
"Lumpfish ranavirus isolate F24/15, complete genome",Lumpfish ranavirus,793,793,100%,0.0,97.93,116726,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_075538.1?report=genbank&log$=nucltop&blast_rank=59&RID=6EDUE0AT016"",""NC_075538.1"")"
"Lumpfish ranavirus isolate V4955, complete genome",Lumpfish ranavirus,793,793,100%,0.0,97.93,115744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH665360.1?report=genbank&log$=nucltop&blast_rank=60&RID=6EDUE0AT016"",""MH665360.1"")"
"Ranavirus ambystoma1 isolate 2013-ATV-12, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580532.2?report=genbank&log$=nucltop&blast_rank=61&RID=6EDUE0AT016"",""MK580532.2"")"
"Ranavirus ambystoma1 isolate 2014-ATV-322, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580536.1?report=genbank&log$=nucltop&blast_rank=62&RID=6EDUE0AT016"",""MK580536.1"")"
"Tiger frog virus isolate D11-067, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,105418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512498.1?report=genbank&log$=nucltop&blast_rank=63&RID=6EDUE0AT016"",""MT512498.1"")"
"Red-eared slider ranavirus isolate WVL17367-02A, complete genome",Red-eared slider ranavirus,792,792,100%,0.0,98.19,106878,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT452035.1?report=genbank&log$=nucltop&blast_rank=64&RID=6EDUE0AT016"",""MT452035.1"")"
"Ambystoma tigrinum virus isolate DAL1, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,105354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075884.1?report=genbank&log$=nucltop&blast_rank=65&RID=6EDUE0AT016"",""KR075884.1"")"
"Ranavirus ambystoma1 isolate 2013-LL3, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580535.2?report=genbank&log$=nucltop&blast_rank=66&RID=6EDUE0AT016"",""MK580535.2"")"
"Ranavirus ambystoma1 isolate 2013-LL1, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580533.2?report=genbank&log$=nucltop&blast_rank=67&RID=6EDUE0AT016"",""MK580533.2"")"
"Ranavirus ambystoma1 isolate 2013-ATV-04, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580531.2?report=genbank&log$=nucltop&blast_rank=68&RID=6EDUE0AT016"",""MK580531.2"")"
"Tiger frog virus isolate F2112, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,105249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512503.1?report=genbank&log$=nucltop&blast_rank=69&RID=6EDUE0AT016"",""MT512503.1"")"
"Tiger frog virus, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,105057,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF389451.1?report=genbank&log$=nucltop&blast_rank=70&RID=6EDUE0AT016"",""AF389451.1"")"
"Tiger frog virus isolate AV9803, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,105022,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512504.1?report=genbank&log$=nucltop&blast_rank=71&RID=6EDUE0AT016"",""MT512504.1"")"
"Ambystoma tigrinum virus, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_005832.1?report=genbank&log$=nucltop&blast_rank=72&RID=6EDUE0AT016"",""NC_005832.1"")"
"Tiger frog virus isolate F0207, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,106226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512501.1?report=genbank&log$=nucltop&blast_rank=73&RID=6EDUE0AT016"",""MT512501.1"")"
"Tiger frog virus isolate VD-17-007, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,105114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512500.1?report=genbank&log$=nucltop&blast_rank=74&RID=6EDUE0AT016"",""MT512500.1"")"
"Tiger frog virus isolate VD-16-006, complete genome",Tiger frog virus,792,792,100%,0.0,98.19,105206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512499.1?report=genbank&log$=nucltop&blast_rank=75&RID=6EDUE0AT016"",""MT512499.1"")"
"Ambystoma tigrinum virus isolate HEIDI, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075873.1?report=genbank&log$=nucltop&blast_rank=76&RID=6EDUE0AT016"",""KR075873.1"")"
"Ranavirus ambystoma1 isolate 2013-LL2, complete genome",Ranavirus ambystoma1,792,792,100%,0.0,97.67,106730,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK580534.1?report=genbank&log$=nucltop&blast_rank=77&RID=6EDUE0AT016"",""MK580534.1"")"
"Common midwife toad virus isolate Pe/2011/Netherlands/UU3110810001, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,108099,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF033604.1?report=genbank&log$=nucltop&blast_rank=78&RID=6EDUE0AT016"",""MF033604.1"")"
"Common midwife toad virus isolate Pe/2015/Netherlands/UU3150902003, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,107660,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102030.1?report=genbank&log$=nucltop&blast_rank=79&RID=6EDUE0AT016"",""MF102030.1"")"
"Common midwife toad virus isolate Pe/2011/Netherlands/UU3110920007, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,108054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF038789.1?report=genbank&log$=nucltop&blast_rank=80&RID=6EDUE0AT016"",""MF038789.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140624035, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,108016,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062695.1?report=genbank&log$=nucltop&blast_rank=81&RID=6EDUE0AT016"",""MF062695.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140708060, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,108101,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF093732.1?report=genbank&log$=nucltop&blast_rank=82&RID=6EDUE0AT016"",""MF093732.1"")"
"Common midwife toad virus isolate Lv/2015/Netherlands/UU315625026, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,107632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102029.1?report=genbank&log$=nucltop&blast_rank=83&RID=6EDUE0AT016"",""MF102029.1"")"
"Common midwife toad virus isolate Pe/2014/Netherlands/UU3140911031, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,107756,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF102028.1?report=genbank&log$=nucltop&blast_rank=84&RID=6EDUE0AT016"",""MF102028.1"")"
"Common midwife toad virus isolate Pr/2011/Netherlands/UU3110504006, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,108060,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF004271.1?report=genbank&log$=nucltop&blast_rank=85&RID=6EDUE0AT016"",""MF004271.1"")"
"Common midwife toad virus isolate Lv/2015/Netherlands/UU315092051, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,107840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF004272.1?report=genbank&log$=nucltop&blast_rank=86&RID=6EDUE0AT016"",""MF004272.1"")"
"Common midwife toad virus isolate Lv/2013/Netherlands/UU3130829033, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,107797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062694.1?report=genbank&log$=nucltop&blast_rank=87&RID=6EDUE0AT016"",""MF062694.1"")"
"Common midwife toad virus isolate Pf/2011/Netherlands/UU3120627007, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,108051,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF062693.1?report=genbank&log$=nucltop&blast_rank=88&RID=6EDUE0AT016"",""MF062693.1"")"
"Common midwife toad ranavirus isolate Pelophylax kl. esculentus/2013/NL, complete genome",Common midwife toad virus,791,791,100%,0.0,97.93,107772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_039034.1?report=genbank&log$=nucltop&blast_rank=89&RID=6EDUE0AT016"",""NC_039034.1"")"
"Tiger frog virus isolate D2008, complete genome",Tiger frog virus,791,791,100%,0.0,98.45,105405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT512502.1?report=genbank&log$=nucltop&blast_rank=90&RID=6EDUE0AT016"",""MT512502.1"")"
"Frog virus 3 isolate RC15021, complete genome",Frog virus 3,791,791,100%,0.0,98.19,104968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX397570.1?report=genbank&log$=nucltop&blast_rank=91&RID=6EDUE0AT016"",""KX397570.1"")"
"Cod iridovirus isolate GAM14001, complete genome",Cod iridovirus,791,791,100%,0.0,97.67,114865,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX574342.1?report=genbank&log$=nucltop&blast_rank=92&RID=6EDUE0AT016"",""KX574342.1"")"
"Ambystoma tigrinum virus isolate UTAH, complete genome",Ranavirus ambystoma1,790,790,100%,0.0,97.42,106198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075877.1?report=genbank&log$=nucltop&blast_rank=93&RID=6EDUE0AT016"",""KR075877.1"")"
"Ambystoma tigrinum virus isolate TSMB, complete genome",Ranavirus ambystoma1,790,790,100%,0.0,97.42,106526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR075875.1?report=genbank&log$=nucltop&blast_rank=94&RID=6EDUE0AT016"",""KR075875.1"")"
