Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Red seabream iridovirus strain RSIV_121, complete genome",Red seabream iridovirus,144,144,100%,2e-37,94.52,111557,MT798582.1
"Red seabream iridovirus isolate 17RbGs, complete genome",Red seabream iridovirus,144,144,100%,2e-37,94.52,112235,OK042109.1
"Rock bream iridovirus isolate RBIV-C1, complete genome",Rock bream iridovirus,144,144,100%,2e-37,94.52,112333,KC244182.1
"Spotted knifejaw iridovirus isolate SKIV-TJ, complete genome",Spotted knifejaw iridovirus,144,144,100%,2e-37,94.52,112489,ON075463.1
"Giant sea perch iridovirus - K1 isolate GSIV-K1, complete genome",giant sea perch iridovirus - K1,144,144,100%,2e-37,94.52,112565,KT804738.1
"Red seabream iridovirus DNA, complete sequence, strain: RIE12-1",Red seabream iridovirus,144,144,100%,2e-37,94.52,112590,AP017456.1
"Orange-spotted grouper iridovirus, complete genome",orange spotted grouper iridovirus,144,144,100%,2e-37,94.52,112636,AY894343.1
"Red seabream iridovirus isolate KagYT-96, complete genome",Red seabream iridovirus,144,144,100%,2e-37,94.52,112710,MK689686.1
"Infectious spleen and kidney necrosis virus isolate RSIV-HGIV-Cantik-2014, complete genome",Infectious spleen and kidney necrosis virus,144,144,100%,2e-37,94.52,112717,MW883598.1
"Turbot reddish body iridovirus, complete genome",Turbot reddish body iridovirus,142,142,100%,5e-37,93.15,110104,GQ273492.1
"South American cichlid iridovirus, complete genome",South American cichlid iridovirus,141,141,99%,1e-36,94.44,111347,MG570131.1
"Three spot gourami iridovirus, complete genome",Three spot gourami iridovirus,141,141,99%,1e-36,94.44,111591,MG570132.1
"Large yellow croaker iridovirus, complete genome",Large yellow croaker iridovirus,136,136,100%,9e-35,93.15,111760,AY779031.1
"Rock bream iridovirus strain RBIV-KOR-TY1 from South Korea, complete genome",Rock bream iridovirus,119,119,90%,1e-28,86.36,112080,AY532606.1
"MAG: Threespine stickleback iridovirus isolate STMY_2012_42, partial sequence",Threespine stickleback iridovirus,96.3,96.3,88%,9e-21,71.88,36080,PQ335174.1
"PREDICTED: Syngnathus scovelli DNA-directed RNA polymerase II subunit rpb1-like (LOC125990657), mRNA",Syngnathus scovelli,65.5,65.5,63%,7e-10,67.39,4395,XM_049758072.1
"Scale drop disease virus isolate C4575, partial genome",Scale drop disease virus,55.5,55.5,89%,2e-06,41.54,124244,NC_027778.1
"Scale drop disease virus isolate SDDV_Thai_2019, complete genome",Scale drop disease virus,55.5,55.5,89%,2e-06,41.54,131129,MN562489.1
"Scale drop disease virus isolate GF_MU1, complete genome",Scale drop disease virus,55.5,55.5,89%,2e-06,41.54,131276,MT521409.1
"Scale drop disease virus strain TH7_2019, complete genome",Scale drop disease virus,55.5,55.5,89%,2e-06,41.54,131759,PP660347.1
"Scale drop disease virus isolate SDDV-ZH-06/20, complete genome",Scale drop disease virus,55.5,55.5,89%,2e-06,41.54,131893,OM037668.2
Blastocystis sp. ST4 transcription elongation factor TFIIS mRNA,Blastocystis sp. subtype 4,52,52,79%,4e-05,41.38,936,XM_014671358.1
"European chub iridovirus isolate LEC15001, complete genome",European chub iridovirus,51.6,51.6,79%,5e-05,44.83,128216,MK637631.1
"Rhizophagus irregularis uncharacterized protein (OCT59_011001), partial mRNA",Rhizophagus irregularis,50.8,50.8,88%,1e-04,35.82,1173,XM_025314025.2
Mimiviridae sp. ChoanoV1 genomic sequence,Mimiviridae sp. ChoanoV1,50.1,50.1,89%,2e-04,29.23,334414,MK250085.1
MAG: Mimivirus LCMiAC01 genomic sequence,Mimivirus LCMiAC01,48.5,48.5,53%,6e-04,43.59,46271,MK500393.1
"Tetraselmis virus 1, complete genome",Tetraselmis virus 1,48.5,48.5,89%,7e-04,36.92,668031,NC_075136.1
Blastocystis hominis mRNA,Blastocystis hominis,47.8,47.8,92%,8e-04,35.82,710,XM_013038463.1
"Theileria parva strain Muguga Transcription factor S-II (TFIIS) family protein (rpoM), partial mRNA",Theileria parva strain Muguga,47,47,81%,0.001,33.9,446,XM_759071.2
"Thermococcus celer (clone H6400A) RNA polymerase, complete cds",Thermococcus celer,46.2,46.2,93%,0.002,30.88,399,L27650.1
"MAG: uncultured archaeon isolate MFD02416.bin.1.261 genome assembly, chromosome: 1",uncultured archaeon,47.4,47.4,63%,0.002,41.3,2683460,OY970286.1
Spodoptera frugiperda ascovirus 1a complete genome,Spodoptera frugiperda ascovirus 1a,47,47,62%,0.002,42.22,156922,NC_008361.1
"Oceanusvirus sp. strain TetV-2, complete genome",Oceanusvirus sp.,47,47,86%,0.002,33.33,660680,OR001839.1
"PREDICTED: Actinidia eriantha transcription elongation factor TFIIS-like (LOC130758641), mRNA",Actinidia eriantha,46.2,46.2,59%,0.003,44.19,1180,XM_057613608.1
"Phytophthora cinnamomi Transcription elongation factor S-II (IUM83_06492), partial mRNA",Phytophthora cinnamomi,45.4,45.4,79%,0.006,34.48,939,XM_067930704.1
"PREDICTED: Rhopalosiphum maidis DNA-directed RNA polymerase III subunit RPC10-like (LOC113553058), mRNA",Rhopalosiphum maidis,44.3,44.3,81%,0.008,32.2,432,XM_026956184.1
"PREDICTED: Rhopalosiphum maidis DNA-directed RNA polymerase III subunit RPC10-like (LOC113556325), mRNA",Rhopalosiphum maidis,44.3,44.3,81%,0.009,32.2,449,XM_026961196.1
"MAG: Candidatus Bathyarchaeota archaeon isolate MFD02416.bin.c.15 genome assembly, chromosome: 1",Candidatus Bathyarchaeota archaeon,45.4,45.4,63%,0.009,39.13,2937366,OY969706.1
"Heliothis virescens ascovirus 3i isolate HvAV-3i, complete genome",Heliothis virescens ascovirus 3i,45.1,45.1,51%,0.009,45.95,185650,MF781070.1
"Heliothis virescens ascovirus 3e, complete genome",Heliothis virescens ascovirus 3e,45.1,45.1,51%,0.009,45.95,186262,NC_009233.1
"Heliothis virescens ascovirus 3h, complete genome",Heliothis virescens ascovirus 3h,45.1,45.1,51%,0.009,45.95,190519,KU170628.1
"Heliothis virescens ascovirus 3j ENT01 genomic DNA, complete genome",Heliothis virescens ascovirus 3j,45.1,45.1,51%,0.009,45.95,191718,LC332918.1
"Heliothis virescens ascovirus 3g, complete genome",Heliothis virescens ascovirus 3g,45.1,45.1,51%,0.009,45.95,199721,NC_044939.1
Phytophthora sojae transcription elongation factor partial mRNA,Phytophthora sojae,45.1,45.1,79%,0.01,34.48,918,XM_009522490.1
"Heliothis virescens ascovirus 3f isolate LD135790, complete genome",Heliothis virescens ascovirus 3f,45.1,45.1,51%,0.011,45.95,198157,NC_044938.1
"Phytophthora infestans T30-4 transcription elongation factor, putative (PITG_06819), mRNA",Phytophthora infestans T30-4,44.7,44.7,79%,0.012,32.76,1438,XM_002904758.1
"Kaumoebavirus isolate Sc, complete genome",Kaumoebavirus,44.7,44.7,90%,0.013,34.72,350731,KX552040.1
"Kaumoebavirus isolate Sc, complete genome",Kaumoebavirus,44.7,44.7,90%,0.013,34.72,350731,NC_034249.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
