Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000004	AY779031.1	n42	1.0	Terminal	AY779031_1_AY779031.1_00015	AY779031_1_AY779031.1_00016
OG0000005	HF920637.1	n33	1.0	Terminal	HF920637_1_HF920637.1_00176	HF920637_1_HF920637.1_00175
OG0000006	N13	n15	0.03571428571428571	Non-Terminal	OQ475017_1_OQ475017.1_00073, AY521625_1_AY521625.1_00051, NC_005946_1_NC_005946.1_00042, L63545_1_L63545.1_00093, MN803438_1_MN803438.1_00142, HF920633_1_HF920633.1_00025, KF938901_1_KF938901.1_00072, LS484712_1_LS484712.1_00040, HF920637_1_HF920637.1_00121, MF599468_1_MF599468.1_00010, MN562489_1_MN562489.1_00116, MT521409_1_MT521409.1_00117, NC_027778_1_NC_027778.1_00098, OM037668_1_OM037668.1_00021, GQ273492_1_GQ273492.1_00073, MG570131_1_MG570131.1_00073, MG570132_1_MG570132.1_00073, AY779031_1_AY779031.1_00083, MN432490_1_MN432490.1_00078, OP009387_1_OP009387.1_00077, MT986830_1_MT986830.1_00080, MK689685_1_MK689685.1_00075, AF371960_1_AF371960.1_00078, MT926123_1_MT926123.1_00079	AY779031_1_AY779031.1_00084
OG0000007	LS484712.1	n33	1.0	Terminal	LS484712_1_LS484712.1_00234	LS484712_1_LS484712.1_00050
OG0000008	N0	n10	0.022727272727272728	Non-Terminal	AY532606_1_AY532606.1_00116	AY532606_1_AY532606.1_00117, AY894343_1_AY894343.1_00113
OG0000008	AY521625.1	n32	1.0	Terminal	AY521625_1_AY521625.1_00069	AY521625_1_AY521625.1_00070
OG0000009	AY532606.1	n11	1.0	Terminal	AY532606_1_AY532606.1_00120	AY532606_1_AY532606.1_00119
OG0000023	N0	n21	0.022727272727272728	Non-Terminal	GQ273492_1_GQ273492.1_00092, MG570131_1_MG570131.1_00092, MG570132_1_MG570132.1_00092, AY532606_1_AY532606.1_00099, AY779031_1_AY779031.1_00103, MK689685_1_MK689685.1_00094, OP009387_1_OP009387.1_00095, MT926123_1_MT926123.1_00096, MN432490_1_MN432490.1_00097, AF371960_1_AF371960.1_00096, MT986830_1_MT986830.1_00100	AY532606_1_AY532606.1_00098
OG0000025	AY532606.1	n15	1.0	Terminal	AY532606_1_AY532606.1_00066	AY532606_1_AY532606.1_00065
OG0000025	NC_027778.1	n29	1.0	Terminal	NC_027778_1_NC_027778.1_00094	NC_027778_1_NC_027778.1_00095
OG0000029	N1	n3	0.046511627906976744	Non-Terminal	AY894343_1_AY894343.1_00060, ON743042_1_ON743042.1_00063, MT798582_1_MT798582.1_00045	AY894343_1_AY894343.1_00061, MW139932_1_MW139932.1_00063, OL774653_1_OL774653.1_00080, OL310752_1_OL310752.1_00025, OL774654_1_OL774654.1_00061, OL774655_1_OL774655.1_00064, KT804738_1_KT804738.1_00058, KC244182_1_KC244182.1_00061, ON740976_1_ON740976.1_00061, ON075463_1_ON075463.1_00059, OK042109_1_OK042109.1_00015, OQ475017_1_OQ475017.1_00060, MT798582_1_MT798582.1_00102, BD143114_1_BD143114.1_00015, MK098187_1_MK098187.1_00062, MK098185_1_MK098185.1_00062, MK098186_1_MK098186.1_00059, GQ273492_1_GQ273492.1_00061, MG570131_1_MG570131.1_00061, MG570132_1_MG570132.1_00061, MN562489_1_MN562489.1_00041, NC_027778_1_NC_027778.1_00021, OM037668_1_OM037668.1_00095, MT521409_1_MT521409.1_00042, MN432490_1_MN432490.1_00062, OP009387_1_OP009387.1_00062, MT986830_1_MT986830.1_00063, AY779031_1_AY779031.1_00066, MT926123_1_MT926123.1_00063, AF371960_1_AF371960.1_00062, MK689685_1_MK689685.1_00059
OG0000031	N1	n6	0.023255813953488372	Non-Terminal	GQ273492_1_GQ273492.1_00078, MG570131_1_MG570131.1_00078, MG570132_1_MG570132.1_00078, MT798582_1_MT798582.1_00084, MW139932_1_MW139932.1_00082, OL774653_1_OL774653.1_00099, OL774655_1_OL774655.1_00082, OL774654_1_OL774654.1_00080, OL310752_1_OL310752.1_00124	AY779031_1_AY779031.1_00089, MK098185_1_MK098185.1_00081, MK098186_1_MK098186.1_00078, MK098187_1_MK098187.1_00081, BD143114_1_BD143114.1_00119, OQ475017_1_OQ475017.1_00078, AY894343_1_AY894343.1_00081, MK689686_1_MK689686.1_00079, ON743042_1_ON743042.1_00082, KT804738_1_KT804738.1_00077, MT798582_1_MT798582.1_00125, ON740976_1_ON740976.1_00080, OK042109_1_OK042109.1_00119, ON075463_1_ON075463.1_00078, OK042108_1_OK042108.1_00118, KC244182_1_KC244182.1_00081
OG0000032	N19	n14	0.25	Non-Terminal	BD143114_1_BD143114.1_00110, MK098186_1_MK098186.1_00086	BD143114_1_BD143114.1_00111
OG0000033	BD143114.1	n34	1.0	Terminal	BD143114_1_BD143114.1_00074	BD143114_1_BD143114.1_00075
OG0000063	AY779031.1	n16	1.0	Terminal	AY779031_1_AY779031.1_00074	AY779031_1_AY779031.1_00075
OG0000064	N17	n24	0.043478260869565216	Non-Terminal	AY779031_1_AY779031.1_00123, MG570131_1_MG570131.1_00018	AY779031_1_AY779031.1_00018
OG0000065	N7	n14	0.027777777777777776	Non-Terminal	OK042108_1_OK042108.1_00039, ON743042_1_ON743042.1_00040	ON743042_1_ON743042.1_00039
OG0000066	AY779031.1	n28	1.0	Terminal	AY779031_1_AY779031.1_00047	AY779031_1_AY779031.1_00046
OG0000067	OL310752.1	n22	1.0	Terminal	OL310752_1_OL310752.1_00050	OL310752_1_OL310752.1_00086
OG0000070	AY779031.1	n11	1.0	Terminal	AY779031_1_AY779031.1_00110	AY779031_1_AY779031.1_00111
OG0000071	N11	n6	0.030303030303030304	Non-Terminal	BD143114_1_BD143114.1_00084, OL774655_1_OL774655.1_00116, MK098186_1_MK098186.1_00112, OL774653_1_OL774653.1_00009, MK098187_1_MK098187.1_00115, MW139932_1_MW139932.1_00116, OL774654_1_OL774654.1_00114, OL310752_1_OL310752.1_00117, OQ475017_1_OQ475017.1_00113	OL310752_1_OL310752.1_00118
OG0000120	N30	n0	0.3333333333333333	Non-Terminal	HF920637_1_HF920637.1_00018, L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094, L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125, L63545_1_L63545.1_00005, MN803438_1_MN803438.1_00012, HF920633_1_HF920633.1_00086, HF920637_1_HF920637.1_00138, MF599468_1_MF599468.1_00096	L63545_1_L63545.1_00042, MN803438_1_MN803438.1_00112, L63545_1_L63545.1_00051, MN803438_1_MN803438.1_00107, MF599468_1_MF599468.1_00036, AY521625_1_AY521625.1_00036, NC_005946_1_NC_005946.1_00020, MN803438_1_MN803438.1_00021, L63545_1_L63545.1_00088, MN803438_1_MN803438.1_00120
OG0000120	N30	n1	0.3333333333333333	Non-Terminal	HF920637_1_HF920637.1_00018, L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094, L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125	L63545_1_L63545.1_00005, MN803438_1_MN803438.1_00012, HF920633_1_HF920633.1_00086, HF920637_1_HF920637.1_00138, MF599468_1_MF599468.1_00096
OG0000120	N39	n3	1.0	Non-Terminal: STRIDE	L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094	L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125
OG0000120	N30	n10	0.2222222222222222	Non-Terminal	L63545_1_L63545.1_00042, MN803438_1_MN803438.1_00112	L63545_1_L63545.1_00051, MN803438_1_MN803438.1_00107, MF599468_1_MF599468.1_00036, AY521625_1_AY521625.1_00036, NC_005946_1_NC_005946.1_00020, MN803438_1_MN803438.1_00021, L63545_1_L63545.1_00088, MN803438_1_MN803438.1_00120
OG0000120	N30	n12	0.2222222222222222	Non-Terminal	L63545_1_L63545.1_00051, MN803438_1_MN803438.1_00107, MF599468_1_MF599468.1_00036, AY521625_1_AY521625.1_00036, NC_005946_1_NC_005946.1_00020	MN803438_1_MN803438.1_00021, L63545_1_L63545.1_00088, MN803438_1_MN803438.1_00120
OG0000120	N39	n17	0.5	Non-Terminal	MN803438_1_MN803438.1_00021	L63545_1_L63545.1_00088, MN803438_1_MN803438.1_00120
OG0000121	MF599468.1	n1	1.0	Terminal	MF599468_1_MF599468.1_00100	MF599468_1_MF599468.1_00114
OG0000121	N38	n2	0.25	Non-Terminal	HF920633_1_HF920633.1_00040	HF920633_1_HF920633.1_00143, HF920637_1_HF920637.1_00034, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00206, HF920637_1_HF920637.1_00096, HF920637_1_HF920637.1_00102, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00158, KF938901_1_KF938901.1_00085, KF938901_1_KF938901.1_00140, HF920633_1_HF920633.1_00057, HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170, HF920633_1_HF920633.1_00117
OG0000121	N38	n3	0.25	Non-Terminal	HF920633_1_HF920633.1_00143, HF920637_1_HF920637.1_00034, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00206, HF920637_1_HF920637.1_00096, HF920637_1_HF920637.1_00102, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00158, KF938901_1_KF938901.1_00085, KF938901_1_KF938901.1_00140, HF920633_1_HF920633.1_00057, HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170	HF920633_1_HF920633.1_00117
OG0000121	N38	n4	0.25	Non-Terminal	HF920633_1_HF920633.1_00143, HF920637_1_HF920637.1_00034, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00206, HF920637_1_HF920637.1_00096, HF920637_1_HF920637.1_00102, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00158	KF938901_1_KF938901.1_00085, KF938901_1_KF938901.1_00140, HF920633_1_HF920633.1_00057, HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170
OG0000121	HF920637.1	n6	1.0	Terminal	HF920637_1_HF920637.1_00034, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00206, HF920637_1_HF920637.1_00096	HF920637_1_HF920637.1_00102, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00158
OG0000121	HF920637.1	n7	1.0	Terminal	HF920637_1_HF920637.1_00034, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00206	HF920637_1_HF920637.1_00096
OG0000121	HF920637.1	n8	1.0	Terminal	HF920637_1_HF920637.1_00034, HF920637_1_HF920637.1_00184	HF920637_1_HF920637.1_00206
OG0000121	HF920637.1	n9	1.0	Terminal	HF920637_1_HF920637.1_00034	HF920637_1_HF920637.1_00184
OG0000121	HF920637.1	n10	1.0	Terminal	HF920637_1_HF920637.1_00102	HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00158
OG0000121	HF920637.1	n11	1.0	Terminal	HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00208	HF920637_1_HF920637.1_00158
OG0000121	HF920637.1	n12	1.0	Terminal	HF920637_1_HF920637.1_00130	HF920637_1_HF920637.1_00208
OG0000121	KF938901.1	n14	1.0	Terminal	KF938901_1_KF938901.1_00085	KF938901_1_KF938901.1_00140
OG0000121	HF920633.1	n15	1.0	Terminal	HF920633_1_HF920633.1_00057	HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170
OG0000121	HF920633.1	n16	1.0	Terminal	HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172	HF920633_1_HF920633.1_00170
OG0000121	HF920633.1	n17	1.0	Terminal	HF920633_1_HF920633.1_00107	HF920633_1_HF920633.1_00172
OG0000122	MF599468.1	n2	1.0	Terminal	MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00102, MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00101, MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145, MF599468_1_MF599468.1_00054, MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00128, MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00055	MF599468_1_MF599468.1_00023
OG0000122	MF599468.1	n3	1.0	Terminal	MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00102, MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00101	MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145, MF599468_1_MF599468.1_00054, MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00128, MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00055
OG0000122	MF599468.1	n4	1.0	Terminal	MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00102, MF599468_1_MF599468.1_00104	MF599468_1_MF599468.1_00101
OG0000122	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00024	MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00102, MF599468_1_MF599468.1_00104
OG0000122	MF599468.1	n6	1.0	Terminal	MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00102	MF599468_1_MF599468.1_00104
OG0000122	MF599468.1	n7	1.0	Terminal	MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099	MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n8	1.0	Terminal	MF599468_1_MF599468.1_00029	MF599468_1_MF599468.1_00099
OG0000122	MF599468.1	n9	1.0	Terminal	MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145, MF599468_1_MF599468.1_00054	MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00128, MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00055
OG0000122	MF599468.1	n10	1.0	Terminal	MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145	MF599468_1_MF599468.1_00054
OG0000122	MF599468.1	n11	1.0	Terminal	MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070	MF599468_1_MF599468.1_00145
OG0000122	MF599468.1	n12	1.0	Terminal	MF599468_1_MF599468.1_00038	MF599468_1_MF599468.1_00070
OG0000122	MF599468.1	n13	1.0	Terminal	MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00128	MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00055
OG0000122	MF599468.1	n14	1.0	Terminal	MF599468_1_MF599468.1_00091	MF599468_1_MF599468.1_00128
OG0000122	MF599468.1	n15	1.0	Terminal	MF599468_1_MF599468.1_00103	MF599468_1_MF599468.1_00055
OG0000125	N38	n0	0.75	Non-Terminal	HF920633_1_HF920633.1_00147, KF938901_1_KF938901.1_00115, HF920637_1_HF920637.1_00029, HF920637_1_HF920637.1_00147, HF920637_1_HF920637.1_00218, LS484712_1_LS484712.1_00198	KF938901_1_KF938901.1_00091, HF920637_1_HF920637.1_00198, HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020, KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00130, HF920633_1_HF920633.1_00007
OG0000125	HF920637.1	n4	1.0	Terminal	HF920637_1_HF920637.1_00029	HF920637_1_HF920637.1_00147, HF920637_1_HF920637.1_00218
OG0000125	HF920637.1	n5	1.0	Terminal	HF920637_1_HF920637.1_00147	HF920637_1_HF920637.1_00218
OG0000125	N38	n6	0.25	Non-Terminal	KF938901_1_KF938901.1_00091	HF920637_1_HF920637.1_00198, HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020, KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00130, HF920633_1_HF920633.1_00007
OG0000125	N42	n8	0.5	Non-Terminal	HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020, KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00130	HF920633_1_HF920633.1_00007
OG0000125	N42	n9	1.0	Non-Terminal	HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020	KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00130
OG0000127	HF920637.1	n1	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200, HF920637_1_HF920637.1_00083, HF920637_1_HF920637.1_00084, HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094, HF920637_1_HF920637.1_00199, HF920637_1_HF920637.1_00201, HF920637_1_HF920637.1_00058	HF920637_1_HF920637.1_00057, HF920637_1_HF920637.1_00216
OG0000127	HF920637.1	n2	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200, HF920637_1_HF920637.1_00083, HF920637_1_HF920637.1_00084, HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094, HF920637_1_HF920637.1_00199, HF920637_1_HF920637.1_00201	HF920637_1_HF920637.1_00058
OG0000127	HF920637.1	n3	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200, HF920637_1_HF920637.1_00083, HF920637_1_HF920637.1_00084, HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094	HF920637_1_HF920637.1_00199, HF920637_1_HF920637.1_00201
OG0000127	HF920637.1	n4	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200, HF920637_1_HF920637.1_00083, HF920637_1_HF920637.1_00084	HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094
OG0000127	HF920637.1	n5	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200, HF920637_1_HF920637.1_00083	HF920637_1_HF920637.1_00084
OG0000127	HF920637.1	n6	1.0	Terminal	HF920637_1_HF920637.1_00008, HF920637_1_HF920637.1_00200	HF920637_1_HF920637.1_00083
OG0000127	HF920637.1	n7	1.0	Terminal	HF920637_1_HF920637.1_00008	HF920637_1_HF920637.1_00200
OG0000127	HF920637.1	n8	1.0	Terminal	HF920637_1_HF920637.1_00093	HF920637_1_HF920637.1_00094
OG0000127	HF920637.1	n9	1.0	Terminal	HF920637_1_HF920637.1_00199	HF920637_1_HF920637.1_00201
OG0000127	HF920637.1	n10	1.0	Terminal	HF920637_1_HF920637.1_00057	HF920637_1_HF920637.1_00216
OG0000128	N29	n0	1.0	Non-Terminal	MN562489_1_MN562489.1_00004, NC_027778_1_NC_027778.1_00125, OM037668_1_OM037668.1_00131, MT521409_1_MT521409.1_00004	MN562489_1_MN562489.1_00071, OM037668_1_OM037668.1_00066, MT521409_1_MT521409.1_00072, NC_027778_1_NC_027778.1_00052, OM037668_1_OM037668.1_00132, MT521409_1_MT521409.1_00003, MN562489_1_MN562489.1_00003, NC_027778_1_NC_027778.1_00124
OG0000128	N29	n4	1.0	Non-Terminal	MN562489_1_MN562489.1_00071, OM037668_1_OM037668.1_00066, MT521409_1_MT521409.1_00072, NC_027778_1_NC_027778.1_00052	OM037668_1_OM037668.1_00132, MT521409_1_MT521409.1_00003, MN562489_1_MN562489.1_00003, NC_027778_1_NC_027778.1_00124
OG0000132	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00025	LS484712_1_LS484712.1_00026, LS484712_1_LS484712.1_00027, LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254, LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00026	LS484712_1_LS484712.1_00027, LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254, LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00027	LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254, LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254	LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030	LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n5	1.0	Terminal	LS484712_1_LS484712.1_00028	LS484712_1_LS484712.1_00030
OG0000132	LS484712.1	n6	1.0	Terminal	LS484712_1_LS484712.1_00034	LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n7	1.0	Terminal	LS484712_1_LS484712.1_00252	LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n8	1.0	Terminal	LS484712_1_LS484712.1_00253	LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n9	1.0	Terminal	LS484712_1_LS484712.1_00031	LS484712_1_LS484712.1_00032
OG0000133	KF938901.1	n1	1.0	Terminal	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151, KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135, KF938901_1_KF938901.1_00119, KF938901_1_KF938901.1_00030, KF938901_1_KF938901.1_00158	KF938901_1_KF938901.1_00084
OG0000133	KF938901.1	n2	1.0	Terminal	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151, KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135, KF938901_1_KF938901.1_00119, KF938901_1_KF938901.1_00030	KF938901_1_KF938901.1_00158
OG0000133	KF938901.1	n3	1.0	Terminal	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151, KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135, KF938901_1_KF938901.1_00119	KF938901_1_KF938901.1_00030
OG0000133	KF938901.1	n4	1.0	Terminal	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151, KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135	KF938901_1_KF938901.1_00119
OG0000133	KF938901.1	n5	1.0	Terminal	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151	KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135
OG0000133	KF938901.1	n6	1.0	Terminal	KF938901_1_KF938901.1_00001	KF938901_1_KF938901.1_00151
OG0000133	KF938901.1	n7	1.0	Terminal	KF938901_1_KF938901.1_00127	KF938901_1_KF938901.1_00135
OG0000133	HF920637.1	n8	1.0	Terminal	HF920637_1_HF920637.1_00062	HF920637_1_HF920637.1_00122
OG0000134	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00008	LS484712_1_LS484712.1_00009, LS484712_1_LS484712.1_00010, LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070, LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000134	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00009	LS484712_1_LS484712.1_00010, LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070, LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000134	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00010	LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070, LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000134	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00064, LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070	LS484712_1_LS484712.1_00072, LS484712_1_LS484712.1_00255
OG0000134	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00064	LS484712_1_LS484712.1_00065, LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070
OG0000134	LS484712.1	n5	1.0	Terminal	LS484712_1_LS484712.1_00065	LS484712_1_LS484712.1_00068, LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070
OG0000134	LS484712.1	n6	1.0	Terminal	LS484712_1_LS484712.1_00068	LS484712_1_LS484712.1_00069, LS484712_1_LS484712.1_00070
OG0000134	LS484712.1	n7	1.0	Terminal	LS484712_1_LS484712.1_00069	LS484712_1_LS484712.1_00070
