Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000006	N13	n15	0.034482758620689655	Non-Terminal	OQ475017_1_OQ475017.1_00073, GQ273492_1_GQ273492.1_00073, MG570131_1_MG570131.1_00073, MG570132_1_MG570132.1_00073, AY779031_1_AY779031.1_00083, AF371960_1_AF371960.1_00078, MT926123_1_MT926123.1_00079, MK689685_1_MK689685.1_00075, MN432490_1_MN432490.1_00078, OP009387_1_OP009387.1_00077, MT986830_1_MT986830.1_00080, MN562489_1_MN562489.1_00116, MT521409_1_MT521409.1_00117, NC_027778_1_NC_027778.1_00098, OM037668_1_OM037668.1_00021, AY521625_1_AY521625.1_00051, NC_005946_1_NC_005946.1_00042, L63545_1_L63545.1_00093, MN803438_1_MN803438.1_00142, MF599468_1_MF599468.1_00010, HF920633_1_HF920633.1_00025, KF938901_1_KF938901.1_00072, LS484712_1_LS484712.1_00040, AF303741_1_AF303741.1_00132, HF920637_1_HF920637.1_00121	AY779031_1_AY779031.1_00084
OG0000007	N38	n41	0.2	Non-Terminal	LS484712_1_LS484712.1_00234	HF920633_1_HF920633.1_00091, KF938901_1_KF938901.1_00053, LS484712_1_LS484712.1_00050
OG0000008	HF920637.1	n44	1.0	Terminal	HF920637_1_HF920637.1_00176	HF920637_1_HF920637.1_00175
OG0000009	AY532606.1	n11	1.0	Terminal	AY532606_1_AY532606.1_00120	AY532606_1_AY532606.1_00119
OG0000010	N29	n3	1.0	Non-Terminal	MN562489_1_MN562489.1_00002, MT521409_1_MT521409.1_00002, NC_027778_1_NC_027778.1_00123, OM037668_1_OM037668.1_00133, NC_027778_1_NC_027778.1_00122, MN562489_1_MN562489.1_00010, NC_027778_1_NC_027778.1_00131, OM037668_1_OM037668.1_00125, MT521409_1_MT521409.1_00010	MN562489_1_MN562489.1_00131, NC_027778_1_NC_027778.1_00114, OM037668_1_OM037668.1_00006, MT521409_1_MT521409.1_00132, NC_027778_1_NC_027778.1_00120
OG0000010	N29	n4	1.0	Non-Terminal	MN562489_1_MN562489.1_00002, MT521409_1_MT521409.1_00002, NC_027778_1_NC_027778.1_00123, OM037668_1_OM037668.1_00133, NC_027778_1_NC_027778.1_00122	MN562489_1_MN562489.1_00010, NC_027778_1_NC_027778.1_00131, OM037668_1_OM037668.1_00125, MT521409_1_MT521409.1_00010
OG0000010	N29	n5	0.25	Non-Terminal	MN562489_1_MN562489.1_00002, MT521409_1_MT521409.1_00002, NC_027778_1_NC_027778.1_00123, OM037668_1_OM037668.1_00133	NC_027778_1_NC_027778.1_00122
OG0000010	N29	n12	0.25	Non-Terminal	MN562489_1_MN562489.1_00131, NC_027778_1_NC_027778.1_00114, OM037668_1_OM037668.1_00006, MT521409_1_MT521409.1_00132	NC_027778_1_NC_027778.1_00120
OG0000010	OL310752.1	n38	1.0	Terminal	OL310752_1_OL310752.1_00077	OL310752_1_OL310752.1_00120
OG0000025	AY532606.1	n15	1.0	Terminal	AY532606_1_AY532606.1_00066	AY532606_1_AY532606.1_00065
OG0000025	NC_027778.1	n35	1.0	Terminal	NC_027778_1_NC_027778.1_00094	NC_027778_1_NC_027778.1_00095
OG0000029	N1	n8	0.022727272727272728	Non-Terminal	OK042108_1_OK042108.1_00015, AY894343_1_AY894343.1_00060, KT804738_1_KT804738.1_00058, KC244182_1_KC244182.1_00061, ON740976_1_ON740976.1_00061, ON075463_1_ON075463.1_00059, OK042109_1_OK042109.1_00015, MT798582_1_MT798582.1_00045, OQ475017_1_OQ475017.1_00060, MT798582_1_MT798582.1_00102, BD143114_1_BD143114.1_00015, MK098187_1_MK098187.1_00062, MK098185_1_MK098185.1_00062, MK098186_1_MK098186.1_00059, GQ273492_1_GQ273492.1_00061, MG570131_1_MG570131.1_00061, MG570132_1_MG570132.1_00061, MN562489_1_MN562489.1_00041, OM037668_1_OM037668.1_00095, NC_027778_1_NC_027778.1_00021, MT521409_1_MT521409.1_00042, MN432490_1_MN432490.1_00062, OP009387_1_OP009387.1_00062, MT986830_1_MT986830.1_00063, AY779031_1_AY779031.1_00066, AF371960_1_AF371960.1_00062, MK689685_1_MK689685.1_00059, MT926123_1_MT926123.1_00063	AY894343_1_AY894343.1_00061
OG0000029	N3	n16	0.023809523809523808	Non-Terminal	MT798582_1_MT798582.1_00045	OQ475017_1_OQ475017.1_00060, MT798582_1_MT798582.1_00102, BD143114_1_BD143114.1_00015, MK098187_1_MK098187.1_00062, MK098185_1_MK098185.1_00062, MK098186_1_MK098186.1_00059, GQ273492_1_GQ273492.1_00061, MG570131_1_MG570131.1_00061, MG570132_1_MG570132.1_00061, MN562489_1_MN562489.1_00041, OM037668_1_OM037668.1_00095, NC_027778_1_NC_027778.1_00021, MT521409_1_MT521409.1_00042, MN432490_1_MN432490.1_00062, OP009387_1_OP009387.1_00062, MT986830_1_MT986830.1_00063, AY779031_1_AY779031.1_00066, AF371960_1_AF371960.1_00062, MK689685_1_MK689685.1_00059, MT926123_1_MT926123.1_00063
OG0000032	N1	n11	0.022727272727272728	Non-Terminal	GQ273492_1_GQ273492.1_00078, MG570131_1_MG570131.1_00078, MG570132_1_MG570132.1_00078, MT798582_1_MT798582.1_00084, MW139932_1_MW139932.1_00082, OL774654_1_OL774654.1_00080, OL774653_1_OL774653.1_00099, OL774655_1_OL774655.1_00082, OL310752_1_OL310752.1_00124	AY894343_1_AY894343.1_00081, KT804738_1_KT804738.1_00077, ON075463_1_ON075463.1_00078, MK689686_1_MK689686.1_00079, ON743042_1_ON743042.1_00082, ON740976_1_ON740976.1_00080, OK042109_1_OK042109.1_00119, OK042108_1_OK042108.1_00118, MT798582_1_MT798582.1_00125, KC244182_1_KC244182.1_00081, OQ475017_1_OQ475017.1_00078
OG0000033	BD143114.1	n27	1.0	Terminal	BD143114_1_BD143114.1_00111	BD143114_1_BD143114.1_00110
OG0000034	BD143114.1	n34	1.0	Terminal	BD143114_1_BD143114.1_00074	BD143114_1_BD143114.1_00075
OG0000063	AY779031.1	n16	1.0	Terminal	AY779031_1_AY779031.1_00074	AY779031_1_AY779031.1_00075
OG0000064	N17	n24	0.041666666666666664	Non-Terminal	AY779031_1_AY779031.1_00123, MG570131_1_MG570131.1_00018	AY779031_1_AY779031.1_00018
OG0000065	N7	n14	0.02702702702702703	Non-Terminal	BD143114_1_BD143114.1_00037, MW139932_1_MW139932.1_00041, OL774655_1_OL774655.1_00042, MK098187_1_MK098187.1_00041, OL310752_1_OL310752.1_00058, OL774654_1_OL774654.1_00039, OQ475017_1_OQ475017.1_00038, OL774653_1_OL774653.1_00059, MK098186_1_MK098186.1_00038, ON740976_1_ON740976.1_00038, OK042108_1_OK042108.1_00039, ON743042_1_ON743042.1_00040	ON743042_1_ON743042.1_00039
OG0000066	AY779031.1	n28	1.0	Terminal	AY779031_1_AY779031.1_00047	AY779031_1_AY779031.1_00046
OG0000067	OL310752.1	n22	1.0	Terminal	OL310752_1_OL310752.1_00050	OL310752_1_OL310752.1_00086
OG0000070	AY779031.1	n11	1.0	Terminal	AY779031_1_AY779031.1_00110	AY779031_1_AY779031.1_00111
OG0000071	N11	n6	0.029411764705882353	Non-Terminal	BD143114_1_BD143114.1_00084, MW139932_1_MW139932.1_00116, OL774653_1_OL774653.1_00009, MK098186_1_MK098186.1_00112, OL774655_1_OL774655.1_00116, OL774654_1_OL774654.1_00114, MK098187_1_MK098187.1_00115, OL310752_1_OL310752.1_00117, OQ475017_1_OQ475017.1_00113	OL310752_1_OL310752.1_00118
OG0000113	N28	n0	0.6	Non-Terminal	AY521625_1_AY521625.1_00036, NC_005946_1_NC_005946.1_00020, KF938901_1_KF938901.1_00104, HF920633_1_HF920633.1_00145, HF920637_1_HF920637.1_00077, AF303741_1_AF303741.1_00169, HF920637_1_HF920637.1_00148, MF599468_1_MF599468.1_00036, MF599468_1_MF599468.1_00045, L63545_1_L63545.1_00088, MN803438_1_MN803438.1_00120, L63545_1_L63545.1_00051, MN803438_1_MN803438.1_00107, L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094, L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125	L63545_1_L63545.1_00042, MN803438_1_MN803438.1_00021, MN803438_1_MN803438.1_00112, AF303741_1_AF303741.1_00170, HF920637_1_HF920637.1_00138, HF920633_1_HF920633.1_00086, MF599468_1_MF599468.1_00096, L63545_1_L63545.1_00005, MN803438_1_MN803438.1_00012
OG0000113	N42	n7	0.5	Non-Terminal	HF920637_1_HF920637.1_00077	AF303741_1_AF303741.1_00169, HF920637_1_HF920637.1_00148
OG0000113	MF599468.1	n9	1.0	Terminal	MF599468_1_MF599468.1_00036	MF599468_1_MF599468.1_00045
OG0000113	N36	n10	1.0	Non-Terminal	L63545_1_L63545.1_00088, MN803438_1_MN803438.1_00120	L63545_1_L63545.1_00051, MN803438_1_MN803438.1_00107, L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094, L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125
OG0000113	N36	n12	1.0	Non-Terminal	L63545_1_L63545.1_00051, MN803438_1_MN803438.1_00107	L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094, L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125
OG0000113	N36	n14	1.0	Non-Terminal: STRIDE	L63545_1_L63545.1_00047, MN803438_1_MN803438.1_00094	L63545_1_L63545.1_00050, MN803438_1_MN803438.1_00125
OG0000113	N28	n17	0.2	Non-Terminal	L63545_1_L63545.1_00042, MN803438_1_MN803438.1_00021, MN803438_1_MN803438.1_00112	AF303741_1_AF303741.1_00170, HF920637_1_HF920637.1_00138, HF920633_1_HF920633.1_00086, MF599468_1_MF599468.1_00096, L63545_1_L63545.1_00005, MN803438_1_MN803438.1_00012
OG0000113	MN803438.1	n19	1.0	Terminal	MN803438_1_MN803438.1_00021	MN803438_1_MN803438.1_00112
OG0000119	N42	n1	0.5	Non-Terminal	AF303741_1_AF303741.1_00109	AF303741_1_AF303741.1_00094, AF303741_1_AF303741.1_00173, HF920637_1_HF920637.1_00158, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00102, AF303741_1_AF303741.1_00095, HF920637_1_HF920637.1_00096, HF920637_1_HF920637.1_00206, AF303741_1_AF303741.1_00007, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00034, AF303741_1_AF303741.1_00066
OG0000119	N42	n2	0.5	Non-Terminal	AF303741_1_AF303741.1_00094	AF303741_1_AF303741.1_00173, HF920637_1_HF920637.1_00158, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00102, AF303741_1_AF303741.1_00095, HF920637_1_HF920637.1_00096, HF920637_1_HF920637.1_00206, AF303741_1_AF303741.1_00007, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00034, AF303741_1_AF303741.1_00066
OG0000119	N42	n3	1.0	Non-Terminal	AF303741_1_AF303741.1_00173, HF920637_1_HF920637.1_00158, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00130, HF920637_1_HF920637.1_00102, AF303741_1_AF303741.1_00095	HF920637_1_HF920637.1_00096, HF920637_1_HF920637.1_00206, AF303741_1_AF303741.1_00007, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00034, AF303741_1_AF303741.1_00066
OG0000119	N42	n4	1.0	Non-Terminal	AF303741_1_AF303741.1_00173, HF920637_1_HF920637.1_00158, HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00130	HF920637_1_HF920637.1_00102, AF303741_1_AF303741.1_00095
OG0000119	HF920637.1	n6	1.0	Terminal	HF920637_1_HF920637.1_00158	HF920637_1_HF920637.1_00208, HF920637_1_HF920637.1_00130
OG0000119	HF920637.1	n7	1.0	Terminal	HF920637_1_HF920637.1_00208	HF920637_1_HF920637.1_00130
OG0000119	N42	n9	0.5	Non-Terminal	HF920637_1_HF920637.1_00096	HF920637_1_HF920637.1_00206, AF303741_1_AF303741.1_00007, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00034, AF303741_1_AF303741.1_00066
OG0000119	N42	n10	0.5	Non-Terminal	HF920637_1_HF920637.1_00206	AF303741_1_AF303741.1_00007, HF920637_1_HF920637.1_00184, HF920637_1_HF920637.1_00034, AF303741_1_AF303741.1_00066
OG0000119	N42	n11	1.0	Non-Terminal	AF303741_1_AF303741.1_00007, HF920637_1_HF920637.1_00184	HF920637_1_HF920637.1_00034, AF303741_1_AF303741.1_00066
OG0000119	KF938901.1	n15	1.0	Terminal	KF938901_1_KF938901.1_00085	KF938901_1_KF938901.1_00140
OG0000119	HF920633.1	n16	1.0	Terminal	HF920633_1_HF920633.1_00040, HF920633_1_HF920633.1_00117	HF920633_1_HF920633.1_00143, HF920633_1_HF920633.1_00057, HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170
OG0000119	HF920633.1	n17	1.0	Terminal	HF920633_1_HF920633.1_00040	HF920633_1_HF920633.1_00117
OG0000119	HF920633.1	n18	1.0	Terminal	HF920633_1_HF920633.1_00143	HF920633_1_HF920633.1_00057, HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170
OG0000119	HF920633.1	n19	1.0	Terminal	HF920633_1_HF920633.1_00057	HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172, HF920633_1_HF920633.1_00170
OG0000119	HF920633.1	n20	1.0	Terminal	HF920633_1_HF920633.1_00107, HF920633_1_HF920633.1_00172	HF920633_1_HF920633.1_00170
OG0000119	HF920633.1	n21	1.0	Terminal	HF920633_1_HF920633.1_00107	HF920633_1_HF920633.1_00172
OG0000122	MF599468.1	n2	1.0	Terminal	MF599468_1_MF599468.1_00055, MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00128, MF599468_1_MF599468.1_00023, MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145, MF599468_1_MF599468.1_00101, MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102	MF599468_1_MF599468.1_00054
OG0000122	MF599468.1	n3	1.0	Terminal	MF599468_1_MF599468.1_00055, MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00128	MF599468_1_MF599468.1_00023, MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145, MF599468_1_MF599468.1_00101, MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n4	1.0	Terminal	MF599468_1_MF599468.1_00055	MF599468_1_MF599468.1_00091, MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00128
OG0000122	MF599468.1	n5	1.0	Terminal	MF599468_1_MF599468.1_00091	MF599468_1_MF599468.1_00103, MF599468_1_MF599468.1_00128
OG0000122	MF599468.1	n6	1.0	Terminal	MF599468_1_MF599468.1_00103	MF599468_1_MF599468.1_00128
OG0000122	MF599468.1	n7	1.0	Terminal	MF599468_1_MF599468.1_00023, MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145	MF599468_1_MF599468.1_00101, MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n8	1.0	Terminal	MF599468_1_MF599468.1_00023	MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070, MF599468_1_MF599468.1_00145
OG0000122	MF599468.1	n9	1.0	Terminal	MF599468_1_MF599468.1_00038, MF599468_1_MF599468.1_00070	MF599468_1_MF599468.1_00145
OG0000122	MF599468.1	n10	1.0	Terminal	MF599468_1_MF599468.1_00038	MF599468_1_MF599468.1_00070
OG0000122	MF599468.1	n11	1.0	Terminal	MF599468_1_MF599468.1_00101	MF599468_1_MF599468.1_00024, MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n12	1.0	Terminal	MF599468_1_MF599468.1_00024	MF599468_1_MF599468.1_00104, MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n13	1.0	Terminal	MF599468_1_MF599468.1_00104	MF599468_1_MF599468.1_00029, MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n14	1.0	Terminal	MF599468_1_MF599468.1_00029	MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114, MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n15	1.0	Terminal	MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100, MF599468_1_MF599468.1_00114	MF599468_1_MF599468.1_00102
OG0000122	MF599468.1	n16	1.0	Terminal	MF599468_1_MF599468.1_00099, MF599468_1_MF599468.1_00100	MF599468_1_MF599468.1_00114
OG0000122	MF599468.1	n17	1.0	Terminal	MF599468_1_MF599468.1_00099	MF599468_1_MF599468.1_00100
OG0000122	AF303741.1	n19	1.0	Terminal	AF303741_1_AF303741.1_00005	AF303741_1_AF303741.1_00065
OG0000123	N41	n1	0.5	Non-Terminal	AF303741_1_AF303741.1_00195, HF920637_1_HF920637.1_00029, HF920633_1_HF920633.1_00130, KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020, HF920633_1_HF920633.1_00007, KF938901_1_KF938901.1_00115, KF938901_1_KF938901.1_00091, HF920637_1_HF920637.1_00198, HF920633_1_HF920633.1_00147	HF920637_1_HF920637.1_00147, HF920637_1_HF920637.1_00218, AF303741_1_AF303741.1_00178, AF303741_1_AF303741.1_00121
OG0000123	N41	n2	0.5	Non-Terminal	AF303741_1_AF303741.1_00195, HF920637_1_HF920637.1_00029, HF920633_1_HF920633.1_00130, KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020, HF920633_1_HF920633.1_00007, KF938901_1_KF938901.1_00115, KF938901_1_KF938901.1_00091	HF920637_1_HF920637.1_00198, HF920633_1_HF920633.1_00147
OG0000123	N43	n5	1.0	Non-Terminal	HF920633_1_HF920633.1_00130, KF938901_1_KF938901.1_00049, HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020	HF920633_1_HF920633.1_00007, KF938901_1_KF938901.1_00115, KF938901_1_KF938901.1_00091
OG0000123	N43	n6	1.0	Non-Terminal: STRIDE	HF920633_1_HF920633.1_00130, KF938901_1_KF938901.1_00049	HF920633_1_HF920633.1_00174, KF938901_1_KF938901.1_00020
OG0000123	KF938901.1	n10	1.0	Terminal	KF938901_1_KF938901.1_00115	KF938901_1_KF938901.1_00091
OG0000123	HF920637.1	n13	1.0	Terminal	HF920637_1_HF920637.1_00147	HF920637_1_HF920637.1_00218
OG0000123	AF303741.1	n14	1.0	Terminal	AF303741_1_AF303741.1_00178	AF303741_1_AF303741.1_00121
OG0000126	HF920633.1	n2	1.0	Terminal	HF920633_1_HF920633.1_00059, HF920633_1_HF920633.1_00119	HF920633_1_HF920633.1_00081
OG0000126	HF920633.1	n3	1.0	Terminal	HF920633_1_HF920633.1_00059	HF920633_1_HF920633.1_00119
OG0000126	KF938901.1	n4	1.0	Terminal	KF938901_1_KF938901.1_00030, KF938901_1_KF938901.1_00084, KF938901_1_KF938901.1_00158	KF938901_1_KF938901.1_00119, KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151, KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135
OG0000126	KF938901.1	n5	1.0	Terminal	KF938901_1_KF938901.1_00030	KF938901_1_KF938901.1_00084, KF938901_1_KF938901.1_00158
OG0000126	KF938901.1	n6	1.0	Terminal	KF938901_1_KF938901.1_00084	KF938901_1_KF938901.1_00158
OG0000126	KF938901.1	n7	1.0	Terminal	KF938901_1_KF938901.1_00119	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151, KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135
OG0000126	KF938901.1	n8	1.0	Terminal	KF938901_1_KF938901.1_00001, KF938901_1_KF938901.1_00151	KF938901_1_KF938901.1_00127, KF938901_1_KF938901.1_00135
OG0000126	KF938901.1	n9	1.0	Terminal	KF938901_1_KF938901.1_00001	KF938901_1_KF938901.1_00151
OG0000126	KF938901.1	n10	1.0	Terminal	KF938901_1_KF938901.1_00127	KF938901_1_KF938901.1_00135
OG0000128	N29	n0	1.0	Non-Terminal	MN562489_1_MN562489.1_00004, NC_027778_1_NC_027778.1_00125, OM037668_1_OM037668.1_00131, MT521409_1_MT521409.1_00004	MN562489_1_MN562489.1_00071, OM037668_1_OM037668.1_00066, MT521409_1_MT521409.1_00072, NC_027778_1_NC_027778.1_00052, OM037668_1_OM037668.1_00132, MT521409_1_MT521409.1_00003, MN562489_1_MN562489.1_00003, NC_027778_1_NC_027778.1_00124
OG0000128	N29	n4	1.0	Non-Terminal	MN562489_1_MN562489.1_00071, OM037668_1_OM037668.1_00066, MT521409_1_MT521409.1_00072, NC_027778_1_NC_027778.1_00052	OM037668_1_OM037668.1_00132, MT521409_1_MT521409.1_00003, MN562489_1_MN562489.1_00003, NC_027778_1_NC_027778.1_00124
OG0000132	LS484712.1	n0	1.0	Terminal	LS484712_1_LS484712.1_00025	LS484712_1_LS484712.1_00026, LS484712_1_LS484712.1_00027, LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254, LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n1	1.0	Terminal	LS484712_1_LS484712.1_00026	LS484712_1_LS484712.1_00027, LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254, LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n2	1.0	Terminal	LS484712_1_LS484712.1_00027	LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254, LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n3	1.0	Terminal	LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030, LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254	LS484712_1_LS484712.1_00031, LS484712_1_LS484712.1_00032
OG0000132	LS484712.1	n4	1.0	Terminal	LS484712_1_LS484712.1_00028, LS484712_1_LS484712.1_00030	LS484712_1_LS484712.1_00034, LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n5	1.0	Terminal	LS484712_1_LS484712.1_00028	LS484712_1_LS484712.1_00030
OG0000132	LS484712.1	n6	1.0	Terminal	LS484712_1_LS484712.1_00034	LS484712_1_LS484712.1_00252, LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n7	1.0	Terminal	LS484712_1_LS484712.1_00252	LS484712_1_LS484712.1_00253, LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n8	1.0	Terminal	LS484712_1_LS484712.1_00253	LS484712_1_LS484712.1_00254
OG0000132	LS484712.1	n9	1.0	Terminal	LS484712_1_LS484712.1_00031	LS484712_1_LS484712.1_00032
OG0000133	N42	n1	0.5	Non-Terminal	HF920637_1_HF920637.1_00058, HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094, HF920637_1_HF920637.1_00199, HF920637_1_HF920637.1_00201	AF303741_1_AF303741.1_00130, HF920637_1_HF920637.1_00057, AF303741_1_AF303741.1_00089, HF920637_1_HF920637.1_00216
OG0000133	HF920637.1	n2	1.0	Terminal	HF920637_1_HF920637.1_00058	HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094, HF920637_1_HF920637.1_00199, HF920637_1_HF920637.1_00201
OG0000133	HF920637.1	n3	1.0	Terminal	HF920637_1_HF920637.1_00093, HF920637_1_HF920637.1_00094	HF920637_1_HF920637.1_00199, HF920637_1_HF920637.1_00201
OG0000133	HF920637.1	n4	1.0	Terminal	HF920637_1_HF920637.1_00093	HF920637_1_HF920637.1_00094
OG0000133	HF920637.1	n5	1.0	Terminal	HF920637_1_HF920637.1_00199	HF920637_1_HF920637.1_00201
OG0000133	N42	n6	1.0	Non-Terminal	AF303741_1_AF303741.1_00130, HF920637_1_HF920637.1_00057	AF303741_1_AF303741.1_00089, HF920637_1_HF920637.1_00216
