HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N39.HOG0000019	OG0000020	n0																																												Rana_FV3_NC_005946.1_00021	Rana_SGIV_AY521625.1_00035
N39.HOG0000020	OG0000021	n0																																												Rana_FV3_NC_005946.1_00087	Rana_SGIV_AY521625.1_00059
N39.HOG0000021	OG0000022	n0																																												Rana_FV3_NC_005946.1_00038	Rana_SGIV_AY521625.1_00054
N39.HOG0000022	OG0000023	n0																																												Rana_FV3_NC_005946.1_00089	Rana_SGIV_AY521625.1_00062
N39.HOG0000023	OG0000024	n0																																												Rana_FV3_NC_005946.1_00067	Rana_SGIV_AY521625.1_00042
N39.HOG0000024	OG0000026	n0																																												Rana_FV3_NC_005946.1_00086	Rana_SGIV_AY521625.1_00060
N39.HOG0000025	OG0000027	n0																																												Rana_FV3_NC_005946.1_00049	Rana_SGIV_AY521625.1_00022
N39.HOG0000026	OG0000028	n0																																												Rana_FV3_NC_005946.1_00085	
N39.HOG0000027	OG0000032	n0																																													Rana_SGIV_AY521625.1_00004
N39.HOG0000028	OG0000112	n0																																												Rana_FV3_NC_005946.1_00006	
N39.HOG0000029	OG0000113	n1																																												Rana_FV3_NC_005946.1_00020	Rana_SGIV_AY521625.1_00036
N39.HOG0000030	OG0000133	n0																																												Rana_FV3_NC_005946.1_00079	Rana_SGIV_AY521625.1_00102
N39.HOG0000031	OG0000134	n0																																												Rana_FV3_NC_005946.1_00001	Rana_SGIV_AY521625.1_00098
N39.HOG0000032	OG0000137	n0																																												Rana_FV3_NC_005946.1_00039	Rana_SGIV_AY521625.1_00056
N39.HOG0000033	OG0000143	n0																																													Rana_SGIV_AY521625.1_00046
N39.HOG0000034	OG0000148	n0																																												Rana_FV3_NC_005946.1_00054	Rana_SGIV_AY521625.1_00133
N39.HOG0000035	OG0000150	n0																																												Rana_FV3_NC_005946.1_00052	Rana_SGIV_AY521625.1_00002
N39.HOG0000036	OG0000152	n0																																												Rana_FV3_NC_005946.1_00044	Rana_SGIV_AY521625.1_00018
N39.HOG0000037	OG0000156	n0																																												Rana_FV3_NC_005946.1_00063	Rana_SGIV_AY521625.1_00044
N39.HOG0000038	OG0000160	n0																																												Rana_FV3_NC_005946.1_00075	Rana_SGIV_AY521625.1_00126
N39.HOG0000039	OG0000162	n0																																													Rana_SGIV_AY521625.1_00003, Rana_SGIV_AY521625.1_00078, Rana_SGIV_AY521625.1_00079, Rana_SGIV_AY521625.1_00127, Rana_SGIV_AY521625.1_00080, Rana_SGIV_AY521625.1_00081, Rana_SGIV_AY521625.1_00082
N39.HOG0000040	OG0000163	n0																																													Rana_SGIV_AY521625.1_00025, Rana_SGIV_AY521625.1_00026, Rana_SGIV_AY521625.1_00029, Rana_SGIV_AY521625.1_00033, Rana_SGIV_AY521625.1_00027, Rana_SGIV_AY521625.1_00030, Rana_SGIV_AY521625.1_00032
N39.HOG0000041	OG0000165	n0																																												Rana_FV3_NC_005946.1_00029	Rana_SGIV_AY521625.1_00140
N39.HOG0000042	OG0000166	n0																																												Rana_FV3_NC_005946.1_00026	Rana_SGIV_AY521625.1_00005
N39.HOG0000043	OG0000168	n0																																												Rana_FV3_NC_005946.1_00004	Rana_SGIV_AY521625.1_00014
N39.HOG0000044	OG0000177	n0																																												Rana_FV3_NC_005946.1_00033	Rana_SGIV_AY521625.1_00011
N39.HOG0000045	OG0000205	n0																																												Rana_FV3_NC_005946.1_00062	Rana_SGIV_AY521625.1_00066
N39.HOG0000046	OG0000209	n0																																												Rana_FV3_NC_005946.1_00007	
N39.HOG0000047	OG0000213	n0																																													Rana_SGIV_AY521625.1_00076, Rana_SGIV_AY521625.1_00106, Rana_SGIV_AY521625.1_00107, Rana_SGIV_AY521625.1_00108, Rana_SGIV_AY521625.1_00109
N39.HOG0000048	OG0000231	n0																																													Rana_SGIV_AY521625.1_00057
N39.HOG0000049	OG0000234	n0																																												Rana_FV3_NC_005946.1_00088	Rana_SGIV_AY521625.1_00061
N39.HOG0000050	OG0000235	n0																																												Rana_FV3_NC_005946.1_00096	Rana_SGIV_AY521625.1_00094
N39.HOG0000051	OG0000237	n0																																												Rana_FV3_NC_005946.1_00073	Rana_SGIV_AY521625.1_00128
N39.HOG0000052	OG0000238	n0																																												Rana_FV3_NC_005946.1_00051	Rana_SGIV_AY521625.1_00023
N39.HOG0000053	OG0000239	n0																																												Rana_FV3_NC_005946.1_00015	Rana_SGIV_AY521625.1_00116
N39.HOG0000054	OG0000448	-																																												Rana_FV3_NC_005946.1_00003	Rana_SGIV_AY521625.1_00015
N39.HOG0000055	OG0000449	-																																												Rana_FV3_NC_005946.1_00005	Rana_SGIV_AY521625.1_00013
N39.HOG0000056	OG0000450	-																																												Rana_FV3_NC_005946.1_00012	Rana_SGIV_AY521625.1_00052
N39.HOG0000057	OG0000451	-																																												Rana_FV3_NC_005946.1_00013	Rana_SGIV_AY521625.1_00090
N39.HOG0000058	OG0000452	-																																												Rana_FV3_NC_005946.1_00017	Rana_SGIV_AY521625.1_00113
N39.HOG0000059	OG0000453	-																																												Rana_FV3_NC_005946.1_00018	Rana_SGIV_AY521625.1_00039
N39.HOG0000060	OG0000454	-																																												Rana_FV3_NC_005946.1_00024, Rana_FV3_NC_005946.1_00025	
N39.HOG0000061	OG0000455	-																																												Rana_FV3_NC_005946.1_00035	Rana_SGIV_AY521625.1_00008
N39.HOG0000062	OG0000456	-																																												Rana_FV3_NC_005946.1_00047	Rana_SGIV_AY521625.1_00020
N39.HOG0000063	OG0000457	-																																												Rana_FV3_NC_005946.1_00056	Rana_SGIV_AY521625.1_00131
N39.HOG0000064	OG0000458	-																																												Rana_FV3_NC_005946.1_00058	Rana_SGIV_AY521625.1_00137
N39.HOG0000065	OG0000459	-																																												Rana_FV3_NC_005946.1_00059	Rana_SGIV_AY521625.1_00105
N39.HOG0000066	OG0000460	-																																												Rana_FV3_NC_005946.1_00064	Rana_SGIV_AY521625.1_00043
N39.HOG0000067	OG0000461	-																																												Rana_FV3_NC_005946.1_00069	Rana_SGIV_AY521625.1_00123
N39.HOG0000068	OG0000462	-																																												Rana_FV3_NC_005946.1_00072	Rana_SGIV_AY521625.1_00119
N39.HOG0000069	OG0000463	-																																												Rana_FV3_NC_005946.1_00076	Rana_SGIV_AY521625.1_00118
N39.HOG0000070	OG0000464	-																																												Rana_FV3_NC_005946.1_00077	Rana_SGIV_AY521625.1_00117
N39.HOG0000071	OG0000465	-																																												Rana_FV3_NC_005946.1_00080	Rana_SGIV_AY521625.1_00104
N39.HOG0000072	OG0000466	-																																												Rana_FV3_NC_005946.1_00081	Rana_SGIV_AY521625.1_00072
N39.HOG0000073	OG0000467	-																																												Rana_FV3_NC_005946.1_00084	Rana_SGIV_AY521625.1_00075
N39.HOG0000074	OG0000468	-																																												Rana_FV3_NC_005946.1_00090	Rana_SGIV_AY521625.1_00063
N39.HOG0000075	OG0000469	-																																													Rana_SGIV_AY521625.1_00068, Rana_SGIV_AY521625.1_00088
N39.HOG0000076	OG0000470	-																																													Rana_SGIV_AY521625.1_00124, Rana_SGIV_AY521625.1_00125
