HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N34.HOG0000029	OG0000112	n0																																												Rana_FV3_NC_005946.1_00006	
N34.HOG0000030	OG0000113	n1							Lymph_LCD4_MN803438.1_00112	Lymph_LDV1_L63545.1_00042																																				Rana_FV3_NC_005946.1_00020	Rana_SGIV_AY521625.1_00036
N34.HOG0000031	OG0000113	n8							Lymph_LCD4_MN803438.1_00021, Lymph_LCD4_MN803438.1_00012, Lymph_LCD4_MN803438.1_00120, Lymph_LCD4_MN803438.1_00107, Lymph_LCD4_MN803438.1_00094, Lymph_LCD4_MN803438.1_00125	Lymph_LDV1_L63545.1_00005, Lymph_LDV1_L63545.1_00088, Lymph_LDV1_L63545.1_00051, Lymph_LDV1_L63545.1_00047, Lymph_LDV1_L63545.1_00050																																					
N34.HOG0000032	OG0000130	n0							Lymph_LCD4_MN803438.1_00082																																						
N34.HOG0000033	OG0000133	n0							Lymph_LCD4_MN803438.1_00006	Lymph_LDV1_L63545.1_00016																																				Rana_FV3_NC_005946.1_00079	Rana_SGIV_AY521625.1_00102
N34.HOG0000034	OG0000134	n0							Lymph_LCD4_MN803438.1_00115	Lymph_LDV1_L63545.1_00092																																				Rana_FV3_NC_005946.1_00001	Rana_SGIV_AY521625.1_00098
N34.HOG0000035	OG0000137	n0							Lymph_LCD4_MN803438.1_00105	Lymph_LDV1_L63545.1_00100																																				Rana_FV3_NC_005946.1_00039	Rana_SGIV_AY521625.1_00056
N34.HOG0000036	OG0000138	n0							Lymph_LCD4_MN803438.1_00137	Lymph_LDV1_L63545.1_00023																																					
N34.HOG0000037	OG0000139	n0							Lymph_LCD4_MN803438.1_00005																																						
N34.HOG0000038	OG0000141	n0							Lymph_LCD4_MN803438.1_00022																																						
N34.HOG0000039	OG0000143	n0																																													Rana_SGIV_AY521625.1_00046
N34.HOG0000040	OG0000148	n0																																												Rana_FV3_NC_005946.1_00054	Rana_SGIV_AY521625.1_00133
N34.HOG0000041	OG0000150	n0							Lymph_LCD4_MN803438.1_00010	Lymph_LDV1_L63545.1_00085																																				Rana_FV3_NC_005946.1_00052	Rana_SGIV_AY521625.1_00002
N34.HOG0000042	OG0000152	n0							Lymph_LCD4_MN803438.1_00003	Lymph_LDV1_L63545.1_00018																																				Rana_FV3_NC_005946.1_00044	Rana_SGIV_AY521625.1_00018
N34.HOG0000043	OG0000154	n0							Lymph_LCD4_MN803438.1_00135	Lymph_LDV1_L63545.1_00012																																					
N34.HOG0000044	OG0000156	n0																																												Rana_FV3_NC_005946.1_00063	Rana_SGIV_AY521625.1_00044
N34.HOG0000045	OG0000160	n0							Lymph_LCD4_MN803438.1_00078	Lymph_LDV1_L63545.1_00055																																				Rana_FV3_NC_005946.1_00075	Rana_SGIV_AY521625.1_00126
N34.HOG0000046	OG0000161	n0							Lymph_LCD4_MN803438.1_00011, Lymph_LCD4_MN803438.1_00096	Lymph_LDV1_L63545.1_00087																																					
N34.HOG0000047	OG0000162	n0																																													Rana_SGIV_AY521625.1_00003, Rana_SGIV_AY521625.1_00078, Rana_SGIV_AY521625.1_00079, Rana_SGIV_AY521625.1_00127, Rana_SGIV_AY521625.1_00080, Rana_SGIV_AY521625.1_00081, Rana_SGIV_AY521625.1_00082
N34.HOG0000048	OG0000163	n0																																													Rana_SGIV_AY521625.1_00025, Rana_SGIV_AY521625.1_00026, Rana_SGIV_AY521625.1_00029, Rana_SGIV_AY521625.1_00033, Rana_SGIV_AY521625.1_00027, Rana_SGIV_AY521625.1_00030, Rana_SGIV_AY521625.1_00032
N34.HOG0000049	OG0000165	n0							Lymph_LCD4_MN803438.1_00092	Lymph_LDV1_L63545.1_00048																																				Rana_FV3_NC_005946.1_00029	Rana_SGIV_AY521625.1_00140
N34.HOG0000050	OG0000166	n0							Lymph_LCD4_MN803438.1_00028	Lymph_LDV1_L63545.1_00066																																				Rana_FV3_NC_005946.1_00026	Rana_SGIV_AY521625.1_00005
N34.HOG0000051	OG0000168	n0																																												Rana_FV3_NC_005946.1_00004	Rana_SGIV_AY521625.1_00014
N34.HOG0000052	OG0000177	n0							Lymph_LCD4_MN803438.1_00030	Lymph_LDV1_L63545.1_00091																																				Rana_FV3_NC_005946.1_00033	Rana_SGIV_AY521625.1_00011
N34.HOG0000053	OG0000180	n0							Lymph_LCD4_MN803438.1_00047, Lymph_LCD4_MN803438.1_00067, Lymph_LCD4_MN803438.1_00038	Lymph_LDV1_L63545.1_00008, Lymph_LDV1_L63545.1_00057, Lymph_LDV1_L63545.1_00059																																					
N34.HOG0000054	OG0000198	n0							Lymph_LCD4_MN803438.1_00045	Lymph_LDV1_L63545.1_00105																																					
N34.HOG0000055	OG0000205	n0							Lymph_LCD4_MN803438.1_00044	Lymph_LDV1_L63545.1_00106																																				Rana_FV3_NC_005946.1_00062	Rana_SGIV_AY521625.1_00066
N34.HOG0000056	OG0000208	n0							Lymph_LCD4_MN803438.1_00130																																						
N34.HOG0000057	OG0000209	n0																																												Rana_FV3_NC_005946.1_00007	
N34.HOG0000058	OG0000213	n0																																													Rana_SGIV_AY521625.1_00076, Rana_SGIV_AY521625.1_00106, Rana_SGIV_AY521625.1_00107, Rana_SGIV_AY521625.1_00108, Rana_SGIV_AY521625.1_00109
N34.HOG0000059	OG0000231	n0							Lymph_LCD4_MN803438.1_00140	Lymph_LDV1_L63545.1_00082																																					Rana_SGIV_AY521625.1_00057
N34.HOG0000060	OG0000234	n0							Lymph_LCD4_MN803438.1_00008	Lymph_LDV1_L63545.1_00021																																				Rana_FV3_NC_005946.1_00088	Rana_SGIV_AY521625.1_00061
N34.HOG0000061	OG0000235	n0							Lymph_LCD4_MN803438.1_00026	Lymph_LDV1_L63545.1_00109																																				Rana_FV3_NC_005946.1_00096	Rana_SGIV_AY521625.1_00094
N34.HOG0000062	OG0000236	n0							Lymph_LCD4_MN803438.1_00064, Lymph_LCD4_MN803438.1_00053, Lymph_LCD4_MN803438.1_00103	Lymph_LDV1_L63545.1_00102																																					
N34.HOG0000063	OG0000237	n0							Lymph_LCD4_MN803438.1_00099	Lymph_LDV1_L63545.1_00032																																				Rana_FV3_NC_005946.1_00073	Rana_SGIV_AY521625.1_00128
N34.HOG0000064	OG0000238	n0							Lymph_LCD4_MN803438.1_00110	Lymph_LDV1_L63545.1_00025																																				Rana_FV3_NC_005946.1_00051	Rana_SGIV_AY521625.1_00023
N34.HOG0000065	OG0000239	n0							Lymph_LCD4_MN803438.1_00136	Lymph_LDV1_L63545.1_00022																																				Rana_FV3_NC_005946.1_00015	Rana_SGIV_AY521625.1_00116
N34.HOG0000066	OG0000297	-							Lymph_LCD4_MN803438.1_00004	Lymph_LDV1_L63545.1_00067																																					Rana_SGIV_AY521625.1_00055
N34.HOG0000067	OG0000298	-							Lymph_LCD4_MN803438.1_00072, Lymph_LCD4_MN803438.1_00133	Lymph_LDV1_L63545.1_00095																																					
N34.HOG0000068	OG0000299	-								Lymph_LDV1_L63545.1_00061																																				Rana_FV3_NC_005946.1_00034	Rana_SGIV_AY521625.1_00010
N34.HOG0000069	OG0000397	-							Lymph_LCD4_MN803438.1_00001	Lymph_LDV1_L63545.1_00010																																					
N34.HOG0000070	OG0000398	-							Lymph_LCD4_MN803438.1_00002	Lymph_LDV1_L63545.1_00017																																					
N34.HOG0000071	OG0000399	-							Lymph_LCD4_MN803438.1_00015	Lymph_LDV1_L63545.1_00014																																					
N34.HOG0000072	OG0000400	-							Lymph_LCD4_MN803438.1_00016	Lymph_LDV1_L63545.1_00099																																					
N34.HOG0000073	OG0000401	-							Lymph_LCD4_MN803438.1_00017	Lymph_LDV1_L63545.1_00080																																					
N34.HOG0000074	OG0000402	-							Lymph_LCD4_MN803438.1_00019	Lymph_LDV1_L63545.1_00039																																					
N34.HOG0000075	OG0000403	-							Lymph_LCD4_MN803438.1_00025	Lymph_LDV1_L63545.1_00028																																					
N34.HOG0000076	OG0000404	-							Lymph_LCD4_MN803438.1_00031	Lymph_LDV1_L63545.1_00065																																					
N34.HOG0000077	OG0000405	-							Lymph_LCD4_MN803438.1_00032	Lymph_LDV1_L63545.1_00060																																					
N34.HOG0000078	OG0000406	-							Lymph_LCD4_MN803438.1_00033	Lymph_LDV1_L63545.1_00074																																					
N34.HOG0000079	OG0000407	-							Lymph_LCD4_MN803438.1_00034	Lymph_LDV1_L63545.1_00097																																					
N34.HOG0000080	OG0000408	-							Lymph_LCD4_MN803438.1_00039, Lymph_LCD4_MN803438.1_00081																																						
N34.HOG0000081	OG0000409	-							Lymph_LCD4_MN803438.1_00040	Lymph_LDV1_L63545.1_00026																																					
N34.HOG0000082	OG0000410	-							Lymph_LCD4_MN803438.1_00042	Lymph_LDV1_L63545.1_00078																																					
N34.HOG0000083	OG0000411	-							Lymph_LCD4_MN803438.1_00043	Lymph_LDV1_L63545.1_00077																																					
N34.HOG0000084	OG0000412	-							Lymph_LCD4_MN803438.1_00050, Lymph_LCD4_MN803438.1_00061																																						
N34.HOG0000085	OG0000413	-							Lymph_LCD4_MN803438.1_00057	Lymph_LDV1_L63545.1_00086																																					
N34.HOG0000086	OG0000414	-							Lymph_LCD4_MN803438.1_00087, Lymph_LCD4_MN803438.1_00058																																						
N34.HOG0000087	OG0000415	-							Lymph_LCD4_MN803438.1_00059	Lymph_LDV1_L63545.1_00104																																					
N34.HOG0000088	OG0000416	-							Lymph_LCD4_MN803438.1_00060	Lymph_LDV1_L63545.1_00103																																					
N34.HOG0000089	OG0000417	-							Lymph_LCD4_MN803438.1_00062	Lymph_LDV1_L63545.1_00036																																					
N34.HOG0000090	OG0000418	-							Lymph_LCD4_MN803438.1_00063	Lymph_LDV1_L63545.1_00037																																					
N34.HOG0000091	OG0000419	-							Lymph_LCD4_MN803438.1_00073	Lymph_LDV1_L63545.1_00094																																					
N34.HOG0000092	OG0000420	-							Lymph_LCD4_MN803438.1_00074	Lymph_LDV1_L63545.1_00038																																					
N34.HOG0000093	OG0000421	-							Lymph_LCD4_MN803438.1_00075	Lymph_LDV1_L63545.1_00031																																					
N34.HOG0000094	OG0000422	-							Lymph_LCD4_MN803438.1_00076	Lymph_LDV1_L63545.1_00053																																					
N34.HOG0000095	OG0000423	-							Lymph_LCD4_MN803438.1_00079	Lymph_LDV1_L63545.1_00020																																					
N34.HOG0000096	OG0000424	-							Lymph_LCD4_MN803438.1_00083	Lymph_LDV1_L63545.1_00006																																					
N34.HOG0000097	OG0000425	-							Lymph_LCD4_MN803438.1_00085	Lymph_LDV1_L63545.1_00041																																					
N34.HOG0000098	OG0000426	-							Lymph_LCD4_MN803438.1_00086	Lymph_LDV1_L63545.1_00062																																					
N34.HOG0000099	OG0000427	-							Lymph_LCD4_MN803438.1_00088	Lymph_LDV1_L63545.1_00044																																					
N34.HOG0000100	OG0000428	-							Lymph_LCD4_MN803438.1_00090	Lymph_LDV1_L63545.1_00075																																					
N34.HOG0000101	OG0000429	-							Lymph_LCD4_MN803438.1_00091	Lymph_LDV1_L63545.1_00049																																					
N34.HOG0000102	OG0000430	-							Lymph_LCD4_MN803438.1_00095	Lymph_LDV1_L63545.1_00019																																					
N34.HOG0000103	OG0000431	-							Lymph_LCD4_MN803438.1_00102	Lymph_LDV1_L63545.1_00034																																					
N34.HOG0000104	OG0000432	-							Lymph_LCD4_MN803438.1_00114	Lymph_LDV1_L63545.1_00052																																					
N34.HOG0000105	OG0000433	-							Lymph_LCD4_MN803438.1_00119	Lymph_LDV1_L63545.1_00089																																					
N34.HOG0000106	OG0000434	-							Lymph_LCD4_MN803438.1_00121																																						Rana_SGIV_AY521625.1_00097
N34.HOG0000107	OG0000435	-							Lymph_LCD4_MN803438.1_00129	Lymph_LDV1_L63545.1_00070																																					
N34.HOG0000108	OG0000436	-							Lymph_LCD4_MN803438.1_00131	Lymph_LDV1_L63545.1_00046																																					
N34.HOG0000109	OG0000437	-							Lymph_LCD4_MN803438.1_00132	Lymph_LDV1_L63545.1_00045																																					
N34.HOG0000110	OG0000438	-							Lymph_LCD4_MN803438.1_00134	Lymph_LDV1_L63545.1_00096																																					
N34.HOG0000111	OG0000439	-							Lymph_LCD4_MN803438.1_00139	Lymph_LDV1_L63545.1_00084																																					
N34.HOG0000112	OG0000440	-							Lymph_LCD4_MN803438.1_00141	Lymph_LDV1_L63545.1_00101																																					
N34.HOG0000113	OG0000441	-							Lymph_LCD4_MN803438.1_00144	Lymph_LDV1_L63545.1_00107																																					
N34.HOG0000114	OG0000448	-																																												Rana_FV3_NC_005946.1_00003	Rana_SGIV_AY521625.1_00015
N34.HOG0000115	OG0000449	-																																												Rana_FV3_NC_005946.1_00005	Rana_SGIV_AY521625.1_00013
N34.HOG0000116	OG0000450	-																																												Rana_FV3_NC_005946.1_00012	Rana_SGIV_AY521625.1_00052
N34.HOG0000117	OG0000451	-																																												Rana_FV3_NC_005946.1_00013	Rana_SGIV_AY521625.1_00090
N34.HOG0000118	OG0000452	-																																												Rana_FV3_NC_005946.1_00017	Rana_SGIV_AY521625.1_00113
N34.HOG0000119	OG0000453	-																																												Rana_FV3_NC_005946.1_00018	Rana_SGIV_AY521625.1_00039
N34.HOG0000120	OG0000454	-																																												Rana_FV3_NC_005946.1_00024, Rana_FV3_NC_005946.1_00025	
N34.HOG0000121	OG0000455	-																																												Rana_FV3_NC_005946.1_00035	Rana_SGIV_AY521625.1_00008
N34.HOG0000122	OG0000456	-																																												Rana_FV3_NC_005946.1_00047	Rana_SGIV_AY521625.1_00020
N34.HOG0000123	OG0000457	-																																												Rana_FV3_NC_005946.1_00056	Rana_SGIV_AY521625.1_00131
N34.HOG0000124	OG0000458	-																																												Rana_FV3_NC_005946.1_00058	Rana_SGIV_AY521625.1_00137
N34.HOG0000125	OG0000459	-																																												Rana_FV3_NC_005946.1_00059	Rana_SGIV_AY521625.1_00105
N34.HOG0000126	OG0000460	-																																												Rana_FV3_NC_005946.1_00064	Rana_SGIV_AY521625.1_00043
N34.HOG0000127	OG0000461	-																																												Rana_FV3_NC_005946.1_00069	Rana_SGIV_AY521625.1_00123
N34.HOG0000128	OG0000462	-																																												Rana_FV3_NC_005946.1_00072	Rana_SGIV_AY521625.1_00119
N34.HOG0000129	OG0000463	-																																												Rana_FV3_NC_005946.1_00076	Rana_SGIV_AY521625.1_00118
N34.HOG0000130	OG0000464	-																																												Rana_FV3_NC_005946.1_00077	Rana_SGIV_AY521625.1_00117
N34.HOG0000131	OG0000465	-																																												Rana_FV3_NC_005946.1_00080	Rana_SGIV_AY521625.1_00104
N34.HOG0000132	OG0000466	-																																												Rana_FV3_NC_005946.1_00081	Rana_SGIV_AY521625.1_00072
N34.HOG0000133	OG0000467	-																																												Rana_FV3_NC_005946.1_00084	Rana_SGIV_AY521625.1_00075
N34.HOG0000134	OG0000468	-																																												Rana_FV3_NC_005946.1_00090	Rana_SGIV_AY521625.1_00063
N34.HOG0000135	OG0000469	-																																													Rana_SGIV_AY521625.1_00068, Rana_SGIV_AY521625.1_00088
N34.HOG0000136	OG0000470	-																																													Rana_SGIV_AY521625.1_00124, Rana_SGIV_AY521625.1_00125
