HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N40.HOG0000021	OG0000022	n0	Chlor_AMIV_KF938901.1_00124	Chlor_IIV22_HF920633.1_00097	Daphi_LS484712.1_00096		Irido_IIV31_HF920637.1_00041	Irido_IIV6_AF303741.1_00158																																							
N40.HOG0000022	OG0000023	n0	Chlor_AMIV_KF938901.1_00031	Chlor_IIV22_HF920633.1_00017	Daphi_LS484712.1_00117		Irido_IIV31_HF920637.1_00033	Irido_IIV6_AF303741.1_00154																																							
N40.HOG0000023	OG0000024	n0	Chlor_AMIV_KF938901.1_00094	Chlor_IIV22_HF920633.1_00062	Daphi_LS484712.1_00149		Irido_IIV31_HF920637.1_00061	Irido_IIV6_AF303741.1_00168																																							
N40.HOG0000024	OG0000025	n0	Chlor_AMIV_KF938901.1_00093	Chlor_IIV22_HF920633.1_00047			Irido_IIV31_HF920637.1_00156	Irido_IIV6_AF303741.1_00051																																							
N40.HOG0000025	OG0000030	n0					Irido_IIV31_HF920637.1_00127																																								
N40.HOG0000026	OG0000064	n0			Daphi_LS484712.1_00002																																										
N40.HOG0000027	OG0000113	n1		Chlor_IIV22_HF920633.1_00086			Irido_IIV31_HF920637.1_00138	Irido_IIV6_AF303741.1_00170																																							
N40.HOG0000028	OG0000113	n10	Chlor_AMIV_KF938901.1_00104	Chlor_IIV22_HF920633.1_00145			Irido_IIV31_HF920637.1_00148	Irido_IIV6_AF303741.1_00169																																							
N40.HOG0000029	OG0000113	n14					Irido_IIV31_HF920637.1_00077																																								
N40.HOG0000030	OG0000119	n0	Chlor_AMIV_KF938901.1_00085, Chlor_AMIV_KF938901.1_00140	Chlor_IIV22_HF920633.1_00040, Chlor_IIV22_HF920633.1_00117, Chlor_IIV22_HF920633.1_00143, Chlor_IIV22_HF920633.1_00057, Chlor_IIV22_HF920633.1_00107, Chlor_IIV22_HF920633.1_00172, Chlor_IIV22_HF920633.1_00170			Irido_IIV31_HF920637.1_00184, Irido_IIV31_HF920637.1_00034, Irido_IIV31_HF920637.1_00206, Irido_IIV31_HF920637.1_00096, Irido_IIV31_HF920637.1_00158, Irido_IIV31_HF920637.1_00208, Irido_IIV31_HF920637.1_00130, Irido_IIV31_HF920637.1_00102	Irido_IIV6_AF303741.1_00007, Irido_IIV6_AF303741.1_00066, Irido_IIV6_AF303741.1_00173, Irido_IIV6_AF303741.1_00095, Irido_IIV6_AF303741.1_00094, Irido_IIV6_AF303741.1_00109																																							
N40.HOG0000031	OG0000122	n0		Chlor_IIV22_HF920633.1_00116			Irido_IIV31_HF920637.1_00183	Irido_IIV6_AF303741.1_00005, Irido_IIV6_AF303741.1_00065																																							
N40.HOG0000032	OG0000123	n0	Chlor_AMIV_KF938901.1_00049, Chlor_AMIV_KF938901.1_00115, Chlor_AMIV_KF938901.1_00091, Chlor_AMIV_KF938901.1_00020	Chlor_IIV22_HF920633.1_00007, Chlor_IIV22_HF920633.1_00130, Chlor_IIV22_HF920633.1_00174, Chlor_IIV22_HF920633.1_00147	Daphi_LS484712.1_00198		Irido_IIV31_HF920637.1_00029, Irido_IIV31_HF920637.1_00198, Irido_IIV31_HF920637.1_00147, Irido_IIV31_HF920637.1_00218	Irido_IIV6_AF303741.1_00195, Irido_IIV6_AF303741.1_00178, Irido_IIV6_AF303741.1_00121																																							
N40.HOG0000033	OG0000126	n0	Chlor_AMIV_KF938901.1_00030, Chlor_AMIV_KF938901.1_00084, Chlor_AMIV_KF938901.1_00158, Chlor_AMIV_KF938901.1_00119, Chlor_AMIV_KF938901.1_00001, Chlor_AMIV_KF938901.1_00151, Chlor_AMIV_KF938901.1_00127, Chlor_AMIV_KF938901.1_00135	Chlor_IIV22_HF920633.1_00059, Chlor_IIV22_HF920633.1_00119, Chlor_IIV22_HF920633.1_00081				Irido_IIV6_AF303741.1_00088																																							
N40.HOG0000034	OG0000129	n0			Daphi_LS484712.1_00025, Daphi_LS484712.1_00026, Daphi_LS484712.1_00027, Daphi_LS484712.1_00028, Daphi_LS484712.1_00030, Daphi_LS484712.1_00034, Daphi_LS484712.1_00252, Daphi_LS484712.1_00253, Daphi_LS484712.1_00254, Daphi_LS484712.1_00031, Daphi_LS484712.1_00032																																										
N40.HOG0000035	OG0000133	n0	Chlor_AMIV_KF938901.1_00007	Chlor_IIV22_HF920633.1_00064	Daphi_LS484712.1_00197		Irido_IIV31_HF920637.1_00014	Irido_IIV6_AF303741.1_00157																																							
N40.HOG0000036	OG0000134	n0	Chlor_AMIV_KF938901.1_00086	Chlor_IIV22_HF920633.1_00135	Daphi_LS484712.1_00057		Irido_IIV31_HF920637.1_00219	Irido_IIV6_AF303741.1_00126																																							
N40.HOG0000037	OG0000135	n0		Chlor_IIV22_HF920633.1_00004			Irido_IIV31_HF920637.1_00057, Irido_IIV31_HF920637.1_00216, Irido_IIV31_HF920637.1_00058, Irido_IIV31_HF920637.1_00093, Irido_IIV31_HF920637.1_00094, Irido_IIV31_HF920637.1_00199, Irido_IIV31_HF920637.1_00201	Irido_IIV6_AF303741.1_00130, Irido_IIV6_AF303741.1_00089																																							
N40.HOG0000038	OG0000136	n0			Daphi_LS484712.1_00008, Daphi_LS484712.1_00009, Daphi_LS484712.1_00010, Daphi_LS484712.1_00064, Daphi_LS484712.1_00065, Daphi_LS484712.1_00068, Daphi_LS484712.1_00069, Daphi_LS484712.1_00070, Daphi_LS484712.1_00072, Daphi_LS484712.1_00255																																										
N40.HOG0000039	OG0000137	n0	Chlor_AMIV_KF938901.1_00048	Chlor_IIV22_HF920633.1_00132	Daphi_LS484712.1_00251		Irido_IIV31_HF920637.1_00105	Irido_IIV6_AF303741.1_00031																																							
N40.HOG0000040	OG0000138	n0	Chlor_AMIV_KF938901.1_00065	Chlor_IIV22_HF920633.1_00053	Daphi_LS484712.1_00063		Irido_IIV31_HF920637.1_00181	Irido_IIV6_AF303741.1_00100, Irido_IIV6_AF303741.1_00162																																							
N40.HOG0000041	OG0000139	n0	Chlor_AMIV_KF938901.1_00108	Chlor_IIV22_HF920633.1_00156			Irido_IIV31_HF920637.1_00123	Irido_IIV6_AF303741.1_00101																																							
N40.HOG0000042	OG0000148	n0	Chlor_AMIV_KF938901.1_00069	Chlor_IIV22_HF920633.1_00026	Daphi_LS484712.1_00133		Irido_IIV31_HF920637.1_00060	Irido_IIV6_AF303741.1_00072																																							
N40.HOG0000043	OG0000149	n0		Chlor_IIV22_HF920633.1_00104, Chlor_IIV22_HF920633.1_00092, Chlor_IIV22_HF920633.1_00153, Chlor_IIV22_HF920633.1_00014, Chlor_IIV22_HF920633.1_00027			Irido_IIV31_HF920637.1_00169, Irido_IIV31_HF920637.1_00084	Irido_IIV6_AF303741.1_00185																																							
N40.HOG0000044	OG0000152	n0	Chlor_AMIV_KF938901.1_00027	Chlor_IIV22_HF920633.1_00024																																											
N40.HOG0000045	OG0000153	n0	Chlor_AMIV_KF938901.1_00153, Chlor_AMIV_KF938901.1_00066	Chlor_IIV22_HF920633.1_00096, Chlor_IIV22_HF920633.1_00114			Irido_IIV31_HF920637.1_00071, Irido_IIV31_HF920637.1_00162	Irido_IIV6_AF303741.1_00182																																							
N40.HOG0000046	OG0000154	n0	Chlor_AMIV_KF938901.1_00106	Chlor_IIV22_HF920633.1_00036			Irido_IIV31_HF920637.1_00168	Irido_IIV6_AF303741.1_00183																																							
N40.HOG0000047	OG0000155	n0	Chlor_AMIV_KF938901.1_00112	Chlor_IIV22_HF920633.1_00088	Daphi_LS484712.1_00211		Irido_IIV31_HF920637.1_00011, Irido_IIV31_HF920637.1_00180	Irido_IIV6_AF303741.1_00145, Irido_IIV6_AF303741.1_00090																																							
N40.HOG0000048	OG0000156	n0	Chlor_AMIV_KF938901.1_00118	Chlor_IIV22_HF920633.1_00106			Irido_IIV31_HF920637.1_00150	Irido_IIV6_AF303741.1_00192																																							
N40.HOG0000049	OG0000157	n0		Chlor_IIV22_HF920633.1_00129, Chlor_IIV22_HF920633.1_00099, Chlor_IIV22_HF920633.1_00019, Chlor_IIV22_HF920633.1_00100			Irido_IIV31_HF920637.1_00151	Irido_IIV6_AF303741.1_00099, Irido_IIV6_AF303741.1_00070																																							
N40.HOG0000050	OG0000158	n0			Daphi_LS484712.1_00082, Daphi_LS484712.1_00083, Daphi_LS484712.1_00084, Daphi_LS484712.1_00088, Daphi_LS484712.1_00085, Daphi_LS484712.1_00086, Daphi_LS484712.1_00087																																										
N40.HOG0000051	OG0000160	n0					Irido_IIV31_HF920637.1_00072																																								
N40.HOG0000052	OG0000164	n0	Chlor_AMIV_KF938901.1_00105, Chlor_AMIV_KF938901.1_00006	Chlor_IIV22_HF920633.1_00031, Chlor_IIV22_HF920633.1_00161			Irido_IIV31_HF920637.1_00069	Irido_IIV6_AF303741.1_00181																																							
N40.HOG0000053	OG0000165	n0	Chlor_AMIV_KF938901.1_00009	Chlor_IIV22_HF920633.1_00034																																											
N40.HOG0000054	OG0000166	n0	Chlor_AMIV_KF938901.1_00017	Chlor_IIV22_HF920633.1_00171																																											
N40.HOG0000055	OG0000167	n0	Chlor_AMIV_KF938901.1_00075	Chlor_IIV22_HF920633.1_00039	Daphi_LS484712.1_00113		Irido_IIV31_HF920637.1_00140	Irido_IIV6_AF303741.1_00068, Irido_IIV6_AF303741.1_00067																																							
N40.HOG0000056	OG0000168	n0	Chlor_AMIV_KF938901.1_00101	Chlor_IIV22_HF920633.1_00144				Irido_IIV6_AF303741.1_00105																																							
N40.HOG0000057	OG0000169	n0	Chlor_AMIV_KF938901.1_00102	Chlor_IIV22_HF920633.1_00134	Daphi_LS484712.1_00116		Irido_IIV31_HF920637.1_00056	Irido_IIV6_AF303741.1_00056																																							
N40.HOG0000058	OG0000170	n0	Chlor_AMIV_KF938901.1_00103	Chlor_IIV22_HF920633.1_00082	Daphi_LS484712.1_00195		Irido_IIV31_HF920637.1_00049	Irido_IIV6_AF303741.1_00087																																							
N40.HOG0000059	OG0000171	n0	Chlor_AMIV_KF938901.1_00117	Chlor_IIV22_HF920633.1_00105	Daphi_LS484712.1_00140		Irido_IIV31_HF920637.1_00095	Irido_IIV6_AF303741.1_00076																																							
N40.HOG0000060	OG0000172	n0	Chlor_AMIV_KF938901.1_00121	Chlor_IIV22_HF920633.1_00177	Daphi_LS484712.1_00112		Irido_IIV31_HF920637.1_00045	Irido_IIV6_AF303741.1_00096																																							
N40.HOG0000061	OG0000173	n0	Chlor_AMIV_KF938901.1_00128	Chlor_IIV22_HF920633.1_00169	Daphi_LS484712.1_00212		Irido_IIV31_HF920637.1_00120	Irido_IIV6_AF303741.1_00091																																							
N40.HOG0000062	OG0000174	n0	Chlor_AMIV_KF938901.1_00150	Chlor_IIV22_HF920633.1_00046	Daphi_LS484712.1_00184		Irido_IIV31_HF920637.1_00067	Irido_IIV6_AF303741.1_00179																																							
N40.HOG0000063	OG0000175	n0		Chlor_IIV22_HF920633.1_00030			Irido_IIV31_HF920637.1_00116	Irido_IIV6_AF303741.1_00049, Irido_IIV6_AF303741.1_00078, Irido_IIV6_AF303741.1_00147, Irido_IIV6_AF303741.1_00083																																							
N40.HOG0000064	OG0000176	n0			Daphi_LS484712.1_00089, Daphi_LS484712.1_00090, Daphi_LS484712.1_00225, Daphi_LS484712.1_00268, Daphi_LS484712.1_00269, Daphi_LS484712.1_00270																																										
N40.HOG0000065	OG0000178	n0						Irido_IIV6_AF303741.1_00117																																							
N40.HOG0000066	OG0000179	n0					Irido_IIV31_HF920637.1_00013	Irido_IIV6_AF303741.1_00009																																							
N40.HOG0000067	OG0000184	n0	Chlor_AMIV_KF938901.1_00008	Chlor_IIV22_HF920633.1_00029	Daphi_LS484712.1_00120		Irido_IIV31_HF920637.1_00009	Irido_IIV6_AF303741.1_00184																																							
N40.HOG0000068	OG0000185	n0	Chlor_AMIV_KF938901.1_00010	Chlor_IIV22_HF920633.1_00035	Daphi_LS484712.1_00163		Irido_IIV31_HF920637.1_00035	Irido_IIV6_AF303741.1_00177																																							
N40.HOG0000069	OG0000186	n0	Chlor_AMIV_KF938901.1_00014	Chlor_IIV22_HF920633.1_00165			Irido_IIV31_HF920637.1_00212	Irido_IIV6_AF303741.1_00017																																							
N40.HOG0000070	OG0000187	n0	Chlor_AMIV_KF938901.1_00063	Chlor_IIV22_HF920633.1_00131	Daphi_LS484712.1_00196		Irido_IIV31_HF920637.1_00019	Irido_IIV6_AF303741.1_00122																																							
N40.HOG0000071	OG0000188	n0	Chlor_AMIV_KF938901.1_00070	Chlor_IIV22_HF920633.1_00056			Irido_IIV31_HF920637.1_00160	Irido_IIV6_AF303741.1_00148																																							
N40.HOG0000072	OG0000189	n0	Chlor_AMIV_KF938901.1_00073	Chlor_IIV22_HF920633.1_00032				Irido_IIV6_AF303741.1_00104																																							
N40.HOG0000073	OG0000190	n0	Chlor_AMIV_KF938901.1_00077	Chlor_IIV22_HF920633.1_00050	Daphi_LS484712.1_00060		Irido_IIV31_HF920637.1_00070	Irido_IIV6_AF303741.1_00151																																							
N40.HOG0000074	OG0000191	n0	Chlor_AMIV_KF938901.1_00079	Chlor_IIV22_HF920633.1_00098			Irido_IIV31_HF920637.1_00194	Irido_IIV6_AF303741.1_00161																																							
N40.HOG0000075	OG0000192	n0	Chlor_AMIV_KF938901.1_00099	Chlor_IIV22_HF920633.1_00020, Chlor_IIV22_HF920633.1_00021			Irido_IIV31_HF920637.1_00048	Irido_IIV6_AF303741.1_00086																																							
N40.HOG0000076	OG0000193	n0	Chlor_AMIV_KF938901.1_00100	Chlor_IIV22_HF920633.1_00103			Irido_IIV31_HF920637.1_00047	Irido_IIV6_AF303741.1_00085																																							
N40.HOG0000077	OG0000194	n0	Chlor_AMIV_KF938901.1_00113	Chlor_IIV22_HF920633.1_00121	Daphi_LS484712.1_00106		Irido_IIV31_HF920637.1_00149	Irido_IIV6_AF303741.1_00193																																							
N40.HOG0000078	OG0000195	n0	Chlor_AMIV_KF938901.1_00116	Chlor_IIV22_HF920633.1_00128			Irido_IIV31_HF920637.1_00020	Irido_IIV6_AF303741.1_00003																																							
N40.HOG0000079	OG0000196	n0	Chlor_AMIV_KF938901.1_00133	Chlor_IIV22_HF920633.1_00110			Irido_IIV31_HF920637.1_00139	Irido_IIV6_AF303741.1_00004																																							
N40.HOG0000080	OG0000197	n0	Chlor_AMIV_KF938901.1_00134	Chlor_IIV22_HF920633.1_00120			Irido_IIV31_HF920637.1_00193	Irido_IIV6_AF303741.1_00136																																							
N40.HOG0000081	OG0000198	n0	Chlor_AMIV_KF938901.1_00137	Chlor_IIV22_HF920633.1_00139			Irido_IIV31_HF920637.1_00024																																								
N40.HOG0000082	OG0000199	n0	Chlor_AMIV_KF938901.1_00139	Chlor_IIV22_HF920633.1_00146	Daphi_LS484712.1_00224		Irido_IIV31_HF920637.1_00043	Irido_IIV6_AF303741.1_00146																																							
N40.HOG0000083	OG0000200	n0	Chlor_AMIV_KF938901.1_00141	Chlor_IIV22_HF920633.1_00149			Irido_IIV31_HF920637.1_00100	Irido_IIV6_AF303741.1_00015																																							
N40.HOG0000084	OG0000201	n0	Chlor_AMIV_KF938901.1_00146	Chlor_IIV22_HF920633.1_00123			Irido_IIV31_HF920637.1_00192	Irido_IIV6_AF303741.1_00150																																							
N40.HOG0000085	OG0000202	n0	Chlor_AMIV_KF938901.1_00148	Chlor_IIV22_HF920633.1_00125			Irido_IIV31_HF920637.1_00005	Irido_IIV6_AF303741.1_00197																																							
N40.HOG0000086	OG0000203	n0	Chlor_AMIV_KF938901.1_00152	Chlor_IIV22_HF920633.1_00022			Irido_IIV31_HF920637.1_00085	Irido_IIV6_AF303741.1_00112																																							
N40.HOG0000087	OG0000204	n0			Daphi_LS484712.1_00024																																										
N40.HOG0000088	OG0000206	n0					Irido_IIV31_HF920637.1_00133, Irido_IIV31_HF920637.1_00142, Irido_IIV31_HF920637.1_00136	Irido_IIV6_AF303741.1_00174																																							
N40.HOG0000089	OG0000207	n0					Irido_IIV31_HF920637.1_00122, Irido_IIV31_HF920637.1_00062	Irido_IIV6_AF303741.1_00141, Irido_IIV6_AF303741.1_00142, Irido_IIV6_AF303741.1_00001																																							
N40.HOG0000090	OG0000214	n0	Chlor_AMIV_KF938901.1_00029	Chlor_IIV22_HF920633.1_00018	Daphi_LS484712.1_00233			Irido_IIV6_AF303741.1_00074																																							
N40.HOG0000091	OG0000215	n0	Chlor_AMIV_KF938901.1_00035	Chlor_IIV22_HF920633.1_00013			Irido_IIV31_HF920637.1_00195	Irido_IIV6_AF303741.1_00160																																							
N40.HOG0000092	OG0000216	n0	Chlor_AMIV_KF938901.1_00045	Chlor_IIV22_HF920633.1_00074			Irido_IIV31_HF920637.1_00144	Irido_IIV6_AF303741.1_00124																																							
N40.HOG0000093	OG0000217	n0	Chlor_AMIV_KF938901.1_00057	Chlor_IIV22_HF920633.1_00063			Irido_IIV31_HF920637.1_00188	Irido_IIV6_AF303741.1_00042																																							
N40.HOG0000094	OG0000218	n0	Chlor_AMIV_KF938901.1_00062	Chlor_IIV22_HF920633.1_00113			Irido_IIV31_HF920637.1_00012	Irido_IIV6_AF303741.1_00175																																							
N40.HOG0000095	OG0000219	n0	Chlor_AMIV_KF938901.1_00082	Chlor_IIV22_HF920633.1_00160			Irido_IIV31_HF920637.1_00187	Irido_IIV6_AF303741.1_00044																																							
N40.HOG0000096	OG0000220	n0	Chlor_AMIV_KF938901.1_00090	Chlor_IIV22_HF920633.1_00087			Irido_IIV31_HF920637.1_00167	Irido_IIV6_AF303741.1_00135																																							
N40.HOG0000097	OG0000221	n0	Chlor_AMIV_KF938901.1_00098	Chlor_IIV22_HF920633.1_00023			Irido_IIV31_HF920637.1_00204	Irido_IIV6_AF303741.1_00107																																							
N40.HOG0000098	OG0000222	n0	Chlor_AMIV_KF938901.1_00107	Chlor_IIV22_HF920633.1_00037			Irido_IIV31_HF920637.1_00022	Irido_IIV6_AF303741.1_00203																																							
N40.HOG0000099	OG0000223	n0	Chlor_AMIV_KF938901.1_00109	Chlor_IIV22_HF920633.1_00061			Irido_IIV31_HF920637.1_00074	Irido_IIV6_AF303741.1_00064																																							
N40.HOG0000100	OG0000224	n0	Chlor_AMIV_KF938901.1_00130	Chlor_IIV22_HF920633.1_00008			Irido_IIV31_HF920637.1_00211	Irido_IIV6_AF303741.1_00018																																							
N40.HOG0000101	OG0000225	n0	Chlor_AMIV_KF938901.1_00136	Chlor_IIV22_HF920633.1_00102			Irido_IIV31_HF920637.1_00124	Irido_IIV6_AF303741.1_00120																																							
N40.HOG0000102	OG0000226	n0	Chlor_AMIV_KF938901.1_00154	Chlor_IIV22_HF920633.1_00155			Irido_IIV31_HF920637.1_00021	Irido_IIV6_AF303741.1_00204																																							
N40.HOG0000103	OG0000227	n0	Chlor_AMIV_KF938901.1_00155	Chlor_IIV22_HF920633.1_00041			Irido_IIV31_HF920637.1_00040	Irido_IIV6_AF303741.1_00159																																							
N40.HOG0000104	OG0000228	n0		Chlor_IIV22_HF920633.1_00101	Daphi_LS484712.1_00052		Irido_IIV31_HF920637.1_00215	Irido_IIV6_AF303741.1_00008																																							
N40.HOG0000105	OG0000229	n0			Daphi_LS484712.1_00154, Daphi_LS484712.1_00156, Daphi_LS484712.1_00161, Daphi_LS484712.1_00158																																										
N40.HOG0000106	OG0000230	n0			Daphi_LS484712.1_00228, Daphi_LS484712.1_00230, Daphi_LS484712.1_00232, Daphi_LS484712.1_00249																																										
