HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N33.HOG0000029	OG0000027	n0																									MN562489.1_00049		MT521409.1_00050						NC_027778.1_00029												
N33.HOG0000030	OG0000028	n0																									MN562489.1_00026		MT521409.1_00027						NC_027778.1_00006												
N33.HOG0000031	OG0000029	n0																									MN562489.1_00041		MT521409.1_00042						NC_027778.1_00021												
N33.HOG0000032	OG0000030	n0																									MN562489.1_00107		MT521409.1_00108						NC_027778.1_00088												
N33.HOG0000033	OG0000031	n0																									MN562489.1_00126		MT521409.1_00127						NC_027778.1_00108												
N33.HOG0000034	OG0000032	n3																									MN562489.1_00118		MT521409.1_00119						NC_027778.1_00100												
N33.HOG0000035	OG0000033	n0																									MN562489.1_00050		MT521409.1_00051						NC_027778.1_00030												
N33.HOG0000036	OG0000034	n0																									MN562489.1_00109		MT521409.1_00110						NC_027778.1_00090												
N33.HOG0000037	OG0000035	n0																									MN562489.1_00086		MT521409.1_00087						NC_027778.1_00067												
N33.HOG0000038	OG0000036	n0																									MN562489.1_00132		MT521409.1_00133						NC_027778.1_00115												
N33.HOG0000039	OG0000037	n0																									MN562489.1_00091		MT521409.1_00092						NC_027778.1_00072												
N33.HOG0000040	OG0000038	n0																									MN562489.1_00092		MT521409.1_00093						NC_027778.1_00073												
N33.HOG0000041	OG0000039	n0																									MN562489.1_00097		MT521409.1_00098						NC_027778.1_00078												
N33.HOG0000042	OG0000040	n0																									MN562489.1_00089		MT521409.1_00090						NC_027778.1_00070												
N33.HOG0000043	OG0000041	n0																									MN562489.1_00134		MT521409.1_00135						NC_027778.1_00117												
N33.HOG0000044	OG0000042	n0																									MN562489.1_00013		MT521409.1_00013						NC_027778.1_00134												
N33.HOG0000045	OG0000043	n0																									MN562489.1_00030		MT521409.1_00031						NC_027778.1_00010												
N33.HOG0000046	OG0000044	n0																									MN562489.1_00031		MT521409.1_00032						NC_027778.1_00011												
N33.HOG0000047	OG0000045	n0																									MN562489.1_00036		MT521409.1_00037						NC_027778.1_00016												
N33.HOG0000048	OG0000046	n0																									MN562489.1_00037		MT521409.1_00038						NC_027778.1_00017												
N33.HOG0000049	OG0000047	n0																									MN562489.1_00039		MT521409.1_00040						NC_027778.1_00019												
N33.HOG0000050	OG0000048	n0																									MN562489.1_00051		MT521409.1_00052						NC_027778.1_00031												
N33.HOG0000051	OG0000049	n0																									MN562489.1_00040		MT521409.1_00041						NC_027778.1_00020												
N33.HOG0000052	OG0000050	n0																									MN562489.1_00117		MT521409.1_00118						NC_027778.1_00099												
N33.HOG0000053	OG0000051	n0																									MN562489.1_00119		MT521409.1_00120						NC_027778.1_00101												
N33.HOG0000054	OG0000052	n0																									MN562489.1_00005		MT521409.1_00005						NC_027778.1_00126												
N33.HOG0000055	OG0000053	n0																									MN562489.1_00055		MT521409.1_00056						NC_027778.1_00035												
N33.HOG0000056	OG0000054	n0																									MN562489.1_00105		MT521409.1_00106						NC_027778.1_00086												
N33.HOG0000057	OG0000055	n0																									MN562489.1_00104		MT521409.1_00105						NC_027778.1_00085												
N33.HOG0000058	OG0000056	n0																									MN562489.1_00061		MT521409.1_00062						NC_027778.1_00041												
N33.HOG0000059	OG0000057	n0																									MN562489.1_00057		MT521409.1_00058						NC_027778.1_00037												
N33.HOG0000060	OG0000058	n0																									MN562489.1_00001		MT521409.1_00001						NC_027778.1_00121												
N33.HOG0000061	OG0000059	n0																									MN562489.1_00106		MT521409.1_00107						NC_027778.1_00087												
N33.HOG0000062	OG0000060	n0																									MN562489.1_00083		MT521409.1_00084						NC_027778.1_00064												
N33.HOG0000063	OG0000061	n0																									MN562489.1_00090		MT521409.1_00091						NC_027778.1_00071												
N33.HOG0000064	OG0000062	n0																									MN562489.1_00053		MT521409.1_00054						NC_027778.1_00033												
N33.HOG0000065	OG0000096	n0																									MN562489.1_00045		MT521409.1_00046						NC_027778.1_00025												
N33.HOG0000066	OG0000114	n0																									MN562489.1_00095		MT521409.1_00096						NC_027778.1_00076												
N33.HOG0000067	OG0000115	n0																									MN562489.1_00084		MT521409.1_00085						NC_027778.1_00065												
N33.HOG0000068	OG0000116	n0																									MN562489.1_00035		MT521409.1_00036						NC_027778.1_00015												
N33.HOG0000069	OG0000118	n0																									MN562489.1_00054		MT521409.1_00055						NC_027778.1_00034												
N33.HOG0000070	OG0000128	n1																									MN562489.1_00004		MT521409.1_00004						NC_027778.1_00125												
N33.HOG0000071	OG0000128	n5																									MN562489.1_00071		MT521409.1_00072						NC_027778.1_00052												
N33.HOG0000072	OG0000128	n8																									MN562489.1_00003		MT521409.1_00003						NC_027778.1_00124												
N33.HOG0000073	OG0000129	n0																									MN562489.1_00075		MT521409.1_00076						NC_027778.1_00056												
N33.HOG0000074	OG0000139	n0																									MN562489.1_00069		MT521409.1_00070						NC_027778.1_00049												
N33.HOG0000075	OG0000141	n2																									MN562489.1_00009		MT521409.1_00009						NC_027778.1_00130												
N33.HOG0000076	OG0000141	n5																									MN562489.1_00070		MT521409.1_00071						NC_027778.1_00050												
N33.HOG0000077	OG0000146	n1																									MN562489.1_00014		MT521409.1_00014						NC_027778.1_00136												
N33.HOG0000078	OG0000146	n4																									MN562489.1_00007		MT521409.1_00007						NC_027778.1_00135, NC_027778.1_00128												
N33.HOG0000079	OG0000147	n2																									MN562489.1_00122		MT521409.1_00123						NC_027778.1_00104												
N33.HOG0000080	OG0000147	n5																									MN562489.1_00066		MT521409.1_00067						NC_027778.1_00046												
N33.HOG0000081	OG0000151	n0																									MN562489.1_00136		MT521409.1_00137						NC_027778.1_00119												
N33.HOG0000082	OG0000161	n0																									MN562489.1_00101		MT521409.1_00102						NC_027778.1_00082												
N33.HOG0000083	OG0000164	n0																									MN562489.1_00115		MT521409.1_00116						NC_027778.1_00097												
N33.HOG0000084	OG0000173	n0																									MN562489.1_00114		MT521409.1_00115						NC_027778.1_00096												
N33.HOG0000085	OG0000211	n0																									MN562489.1_00120		MT521409.1_00121						NC_027778.1_00102												
N33.HOG0000086	OG0000212	n0																									MN562489.1_00048		MT521409.1_00049						NC_027778.1_00028												
N33.HOG0000087	OG0000213	n0																									MN562489.1_00074		MT521409.1_00075						NC_027778.1_00055												
N33.HOG0000088	OG0000242	n0																									MN562489.1_00006		MT521409.1_00006						NC_027778.1_00127												
N33.HOG0000089	OG0000243	n0																									MN562489.1_00021		MT521409.1_00022						NC_027778.1_00001												
N33.HOG0000090	OG0000244	n0																									MN562489.1_00024		MT521409.1_00025						NC_027778.1_00004												
N33.HOG0000091	OG0000245	n0																									MN562489.1_00025		MT521409.1_00026						NC_027778.1_00005												
N33.HOG0000092	OG0000246	n0																									MN562489.1_00027		MT521409.1_00028						NC_027778.1_00007												
N33.HOG0000093	OG0000247	n0																									MN562489.1_00028		MT521409.1_00029						NC_027778.1_00008												
N33.HOG0000094	OG0000248	n0																									MN562489.1_00029		MT521409.1_00030						NC_027778.1_00009												
N33.HOG0000095	OG0000249	n0																									MN562489.1_00032		MT521409.1_00033						NC_027778.1_00012												
N33.HOG0000096	OG0000250	n0																									MN562489.1_00033		MT521409.1_00034						NC_027778.1_00013												
N33.HOG0000097	OG0000251	n0																									MN562489.1_00034		MT521409.1_00035						NC_027778.1_00014												
N33.HOG0000098	OG0000252	n0																									MN562489.1_00042		MT521409.1_00043						NC_027778.1_00022												
N33.HOG0000099	OG0000253	n0																									MN562489.1_00043		MT521409.1_00044						NC_027778.1_00023												
N33.HOG0000100	OG0000254	n0																									MN562489.1_00044		MT521409.1_00045						NC_027778.1_00024												
N33.HOG0000101	OG0000255	n0																									MN562489.1_00065		MT521409.1_00066						NC_027778.1_00045												
N33.HOG0000102	OG0000256	n0																									MN562489.1_00067		MT521409.1_00068						NC_027778.1_00047												
N33.HOG0000103	OG0000257	n0																									MN562489.1_00068		MT521409.1_00069						NC_027778.1_00048												
N33.HOG0000104	OG0000258	n0																									MN562489.1_00072		MT521409.1_00073						NC_027778.1_00053												
N33.HOG0000105	OG0000259	n0																									MN562489.1_00076		MT521409.1_00077						NC_027778.1_00057												
N33.HOG0000106	OG0000260	n0																									MN562489.1_00077		MT521409.1_00078						NC_027778.1_00058												
N33.HOG0000107	OG0000261	n0																									MN562489.1_00078		MT521409.1_00079						NC_027778.1_00059												
N33.HOG0000108	OG0000262	n0																									MN562489.1_00079		MT521409.1_00080						NC_027778.1_00060												
N33.HOG0000109	OG0000263	n0																									MN562489.1_00082		MT521409.1_00083						NC_027778.1_00063												
N33.HOG0000110	OG0000264	n0																									MN562489.1_00085		MT521409.1_00086						NC_027778.1_00066												
N33.HOG0000111	OG0000265	n0																									MN562489.1_00088		MT521409.1_00089						NC_027778.1_00069												
N33.HOG0000112	OG0000266	n0																									MN562489.1_00093		MT521409.1_00094						NC_027778.1_00074												
N33.HOG0000113	OG0000267	n0																									MN562489.1_00098		MT521409.1_00099						NC_027778.1_00079												
N33.HOG0000114	OG0000268	n0																									MN562489.1_00100		MT521409.1_00101						NC_027778.1_00081												
N33.HOG0000115	OG0000269	n0																									MN562489.1_00103		MT521409.1_00104						NC_027778.1_00084												
N33.HOG0000116	OG0000270	n0																									MN562489.1_00108		MT521409.1_00109						NC_027778.1_00089												
N33.HOG0000117	OG0000271	n0																									MN562489.1_00110		MT521409.1_00111						NC_027778.1_00091												
N33.HOG0000118	OG0000272	n0																									MN562489.1_00111		MT521409.1_00112						NC_027778.1_00092												
N33.HOG0000119	OG0000273	n0																									MN562489.1_00112		MT521409.1_00113						NC_027778.1_00093												
N33.HOG0000120	OG0000274	n0																									MN562489.1_00121		MT521409.1_00122						NC_027778.1_00103												
N33.HOG0000121	OG0000275	n0																									MN562489.1_00123		MT521409.1_00124						NC_027778.1_00105												
N33.HOG0000122	OG0000276	n0																									MN562489.1_00125		MT521409.1_00126						NC_027778.1_00107												
N33.HOG0000123	OG0000277	n0																									MN562489.1_00127		MT521409.1_00128						NC_027778.1_00109												
N33.HOG0000124	OG0000278	n0																									MN562489.1_00129		MT521409.1_00130						NC_027778.1_00112												
N33.HOG0000125	OG0000279	n0																									MN562489.1_00130		MT521409.1_00131						NC_027778.1_00113												
N33.HOG0000126	OG0000280	n0																									MN562489.1_00135		MT521409.1_00136						NC_027778.1_00118												
N33.HOG0000127	OG0000308	-																									MN562489.1_00022		MT521409.1_00023						NC_027778.1_00002												
N33.HOG0000128	OG0000309	-																									MN562489.1_00064		MT521409.1_00065						NC_027778.1_00044												
