HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N28.HOG0000017	OG0000018	n0	AF303741.1_00081		AY521625.1_00047						HF920633.1_00003	HF920637.1_00111		KF938901.1_00025		L63545.1_00068	LS484712.1_00053	MF599468.1_00117										MN803438.1_00051						NC_005946.1_00023													
N28.HOG0000018	OG0000019	n0	AF303741.1_00137		AY521625.1_00086						HF920633.1_00163	HF920637.1_00197		KF938901.1_00012		L63545.1_00009	LS484712.1_00192	MF599468.1_00106										MN803438.1_00097						NC_005946.1_00094													
N28.HOG0000019	OG0000020	n0	AF303741.1_00156		AY521625.1_00074						HF920633.1_00080	HF920637.1_00031		KF938901.1_00047		L63545.1_00098	LS484712.1_00188	MF599468.1_00090										MN803438.1_00068						NC_005946.1_00083													
N28.HOG0000020	OG0000021	n0	AF303741.1_00158		AY521625.1_00054						HF920633.1_00097	HF920637.1_00041		KF938901.1_00124		L63545.1_00043	LS484712.1_00096	MF599468.1_00116										MN803438.1_00089						NC_005946.1_00038													
N28.HOG0000021	OG0000022	n0	AF303741.1_00189		AY521625.1_00065						HF920633.1_00175	HF920637.1_00213		KF938901.1_00023		L63545.1_00013	LS484712.1_00194	MF599468.1_00071										MN803438.1_00013						NC_005946.1_00061													
N28.HOG0000022	OG0000023	n0	AF303741.1_00154		AY521625.1_00062						HF920633.1_00017	HF920637.1_00033		KF938901.1_00031		L63545.1_00054	LS484712.1_00117	MF599468.1_00171										MN803438.1_00077						NC_005946.1_00089													
N28.HOG0000023	OG0000024	n0	AF303741.1_00168		AY521625.1_00042						HF920633.1_00062	HF920637.1_00061		KF938901.1_00094		L63545.1_00015	LS484712.1_00149											MN803438.1_00024						NC_005946.1_00067													
N28.HOG0000024	OG0000025	n0	AF303741.1_00051								HF920633.1_00047	HF920637.1_00156		KF938901.1_00093																																	
N28.HOG0000025	OG0000026	n0			AY521625.1_00060											L63545.1_00002		MF599468.1_00039										MN803438.1_00126						NC_005946.1_00086													
N28.HOG0000026	OG0000027	n0			AY521625.1_00022											L63545.1_00058												MN803438.1_00037						NC_005946.1_00049													
N28.HOG0000027	OG0000028	n0														L63545.1_00003												MN803438.1_00054						NC_005946.1_00085													
N28.HOG0000028	OG0000030	n0			AY521625.1_00004																																										
N28.HOG0000029	OG0000031	n0										HF920637.1_00127																MN803438.1_00145																			
N28.HOG0000030	OG0000047	n0																MF599468.1_00013																													
N28.HOG0000031	OG0000068	n0															LS484712.1_00002																														
N28.HOG0000032	OG0000069	n0																MF599468.1_00131																													
N28.HOG0000033	OG0000112	n0																																NC_005946.1_00006													
N28.HOG0000034	OG0000113	n1	AF303741.1_00169		AY521625.1_00036						HF920633.1_00145	HF920637.1_00077, HF920637.1_00148		KF938901.1_00104		L63545.1_00088, L63545.1_00051, L63545.1_00047, L63545.1_00050		MF599468.1_00036, MF599468.1_00045										MN803438.1_00120, MN803438.1_00107, MN803438.1_00094, MN803438.1_00125						NC_005946.1_00020													
N28.HOG0000035	OG0000113	n17	AF303741.1_00170								HF920633.1_00086	HF920637.1_00138				L63545.1_00042, L63545.1_00005		MF599468.1_00096										MN803438.1_00021, MN803438.1_00112, MN803438.1_00012																			
N28.HOG0000036	OG0000119	n0	AF303741.1_00109, AF303741.1_00094, AF303741.1_00173, AF303741.1_00095, AF303741.1_00007, AF303741.1_00066								HF920633.1_00040, HF920633.1_00117, HF920633.1_00143, HF920633.1_00057, HF920633.1_00107, HF920633.1_00172, HF920633.1_00170	HF920637.1_00158, HF920637.1_00208, HF920637.1_00130, HF920637.1_00102, HF920637.1_00096, HF920637.1_00206, HF920637.1_00184, HF920637.1_00034		KF938901.1_00085, KF938901.1_00140																																	
N28.HOG0000037	OG0000122	n0	AF303741.1_00005, AF303741.1_00065								HF920633.1_00116	HF920637.1_00183						MF599468.1_00055, MF599468.1_00091, MF599468.1_00103, MF599468.1_00128, MF599468.1_00023, MF599468.1_00038, MF599468.1_00070, MF599468.1_00145, MF599468.1_00101, MF599468.1_00024, MF599468.1_00104, MF599468.1_00029, MF599468.1_00099, MF599468.1_00100, MF599468.1_00114, MF599468.1_00102, MF599468.1_00054																													
N28.HOG0000038	OG0000123	n0	AF303741.1_00195, AF303741.1_00178, AF303741.1_00121								HF920633.1_00130, HF920633.1_00174, HF920633.1_00007, HF920633.1_00147	HF920637.1_00029, HF920637.1_00198, HF920637.1_00147, HF920637.1_00218		KF938901.1_00049, KF938901.1_00020, KF938901.1_00115, KF938901.1_00091			LS484712.1_00198																														
N28.HOG0000039	OG0000126	n0	AF303741.1_00088								HF920633.1_00059, HF920633.1_00119, HF920633.1_00081			KF938901.1_00030, KF938901.1_00084, KF938901.1_00158, KF938901.1_00119, KF938901.1_00001, KF938901.1_00151, KF938901.1_00127, KF938901.1_00135																																	
N28.HOG0000040	OG0000129	n0																										MN803438.1_00082																			
N28.HOG0000041	OG0000132	n0															LS484712.1_00025, LS484712.1_00026, LS484712.1_00027, LS484712.1_00028, LS484712.1_00030, LS484712.1_00034, LS484712.1_00252, LS484712.1_00253, LS484712.1_00254, LS484712.1_00031, LS484712.1_00032																														
N28.HOG0000042	OG0000133	n0	AF303741.1_00130, AF303741.1_00089								HF920633.1_00004	HF920637.1_00058, HF920637.1_00093, HF920637.1_00094, HF920637.1_00199, HF920637.1_00201, HF920637.1_00057, HF920637.1_00216																																			
N28.HOG0000043	OG0000134	n0	AF303741.1_00126		AY521625.1_00098						HF920633.1_00135	HF920637.1_00219		KF938901.1_00086		L63545.1_00092	LS484712.1_00057	MF599468.1_00002										MN803438.1_00115						NC_005946.1_00001													
N28.HOG0000044	OG0000135	n0	AF303741.1_00157		AY521625.1_00102						HF920633.1_00064	HF920637.1_00014		KF938901.1_00007		L63545.1_00016	LS484712.1_00197	MF599468.1_00027										MN803438.1_00006						NC_005946.1_00079													
N28.HOG0000045	OG0000136	n0															LS484712.1_00008, LS484712.1_00009, LS484712.1_00010, LS484712.1_00064, LS484712.1_00065, LS484712.1_00068, LS484712.1_00069, LS484712.1_00070, LS484712.1_00072, LS484712.1_00255																														
N28.HOG0000046	OG0000137	n0	AF303741.1_00031		AY521625.1_00056						HF920633.1_00132	HF920637.1_00105		KF938901.1_00048		L63545.1_00100	LS484712.1_00251											MN803438.1_00105						NC_005946.1_00039													
N28.HOG0000047	OG0000138	n0	AF303741.1_00100, AF303741.1_00162								HF920633.1_00053	HF920637.1_00181		KF938901.1_00065		L63545.1_00023	LS484712.1_00063	MF599468.1_00051										MN803438.1_00137																			
N28.HOG0000048	OG0000139	n0	AF303741.1_00101								HF920633.1_00156	HF920637.1_00123		KF938901.1_00108														MN803438.1_00005																			
N28.HOG0000049	OG0000141	n0			AY521625.1_00046																																										
N28.HOG0000050	OG0000145	n0																MF599468.1_00032, MF599468.1_00068, MF599468.1_00069, MF599468.1_00109, MF599468.1_00110, MF599468.1_00111, MF599468.1_00136, MF599468.1_00137, MF599468.1_00138																													
N28.HOG0000051	OG0000147	n0																										MN803438.1_00022																			
N28.HOG0000052	OG0000148	n0	AF303741.1_00072		AY521625.1_00133						HF920633.1_00026	HF920637.1_00060		KF938901.1_00069			LS484712.1_00133	MF599468.1_00161																NC_005946.1_00054													
N28.HOG0000053	OG0000149	n0	AF303741.1_00185								HF920633.1_00014, HF920633.1_00027, HF920633.1_00153, HF920633.1_00092, HF920633.1_00104	HF920637.1_00084, HF920637.1_00169																																			
N28.HOG0000054	OG0000151	n0			AY521625.1_00002											L63545.1_00085												MN803438.1_00010						NC_005946.1_00052													
N28.HOG0000055	OG0000152	n0	AF303741.1_00099, AF303741.1_00070								HF920633.1_00019, HF920633.1_00100, HF920633.1_00099, HF920633.1_00129	HF920637.1_00151																																			
N28.HOG0000056	OG0000153	n0	AF303741.1_00145, AF303741.1_00090								HF920633.1_00088	HF920637.1_00011, HF920637.1_00180		KF938901.1_00112			LS484712.1_00211																														
N28.HOG0000057	OG0000154	n0	AF303741.1_00182								HF920633.1_00096, HF920633.1_00114	HF920637.1_00162, HF920637.1_00071		KF938901.1_00153, KF938901.1_00066																																	
N28.HOG0000058	OG0000155	n0	AF303741.1_00183								HF920633.1_00036	HF920637.1_00168		KF938901.1_00106		L63545.1_00012		MF599468.1_00074										MN803438.1_00135																			
N28.HOG0000059	OG0000156	n0	AF303741.1_00192		AY521625.1_00044						HF920633.1_00106	HF920637.1_00150		KF938901.1_00118				MF599468.1_00142																NC_005946.1_00063													
N28.HOG0000060	OG0000157	n0			AY521625.1_00003, AY521625.1_00078, AY521625.1_00079, AY521625.1_00127, AY521625.1_00080, AY521625.1_00081, AY521625.1_00082																																										
N28.HOG0000061	OG0000158	n0			AY521625.1_00018						HF920633.1_00024			KF938901.1_00027		L63545.1_00018		MF599468.1_00060										MN803438.1_00003						NC_005946.1_00044													
N28.HOG0000062	OG0000159	n0			AY521625.1_00025, AY521625.1_00026, AY521625.1_00029, AY521625.1_00033, AY521625.1_00027, AY521625.1_00030, AY521625.1_00032																																										
N28.HOG0000063	OG0000160	n0			AY521625.1_00126							HF920637.1_00072				L63545.1_00055		MF599468.1_00156, MF599468.1_00066										MN803438.1_00078						NC_005946.1_00075													
N28.HOG0000064	OG0000161	n0														L63545.1_00087												MN803438.1_00011, MN803438.1_00096																			
N28.HOG0000065	OG0000162	n0															LS484712.1_00082, LS484712.1_00083, LS484712.1_00084, LS484712.1_00088, LS484712.1_00085, LS484712.1_00086, LS484712.1_00087																														
N28.HOG0000066	OG0000163	n0																MF599468.1_00047, MF599468.1_00049, MF599468.1_00158, MF599468.1_00118, MF599468.1_00159, MF599468.1_00119, MF599468.1_00157																													
N28.HOG0000067	OG0000164	n0	AF303741.1_00009									HF920637.1_00013																																			
N28.HOG0000068	OG0000165	n0	AF303741.1_00147, AF303741.1_00049, AF303741.1_00078, AF303741.1_00083								HF920633.1_00030	HF920637.1_00116																																			
N28.HOG0000069	OG0000166	n0	AF303741.1_00056								HF920633.1_00134	HF920637.1_00056		KF938901.1_00102			LS484712.1_00116	MF599468.1_00141																													
N28.HOG0000070	OG0000167	n0	AF303741.1_00068, AF303741.1_00067								HF920633.1_00039	HF920637.1_00140		KF938901.1_00075			LS484712.1_00113																														
N28.HOG0000071	OG0000168	n0	AF303741.1_00076								HF920633.1_00105	HF920637.1_00095		KF938901.1_00117			LS484712.1_00140	MF599468.1_00004																													
N28.HOG0000072	OG0000169	n0	AF303741.1_00087								HF920633.1_00082	HF920637.1_00049		KF938901.1_00103			LS484712.1_00195	MF599468.1_00162																													
N28.HOG0000073	OG0000170	n0	AF303741.1_00091								HF920633.1_00169	HF920637.1_00120		KF938901.1_00128			LS484712.1_00212	MF599468.1_00067																													
N28.HOG0000074	OG0000171	n0	AF303741.1_00096								HF920633.1_00177	HF920637.1_00045		KF938901.1_00121			LS484712.1_00112	MF599468.1_00105																													
N28.HOG0000075	OG0000172	n0	AF303741.1_00105		AY521625.1_00014						HF920633.1_00144			KF938901.1_00101				MF599468.1_00081																NC_005946.1_00004													
N28.HOG0000076	OG0000173	n0	AF303741.1_00117															MF599468.1_00098																													
N28.HOG0000077	OG0000174	n0	AF303741.1_00179								HF920633.1_00046	HF920637.1_00067		KF938901.1_00150			LS484712.1_00184	MF599468.1_00155																													
N28.HOG0000078	OG0000175	n0	AF303741.1_00181								HF920633.1_00031, HF920633.1_00161	HF920637.1_00069		KF938901.1_00105, KF938901.1_00006																																	
N28.HOG0000079	OG0000176	n0			AY521625.1_00005						HF920633.1_00171			KF938901.1_00017		L63545.1_00066												MN803438.1_00028						NC_005946.1_00026													
N28.HOG0000080	OG0000177	n0			AY521625.1_00011											L63545.1_00091		MF599468.1_00089, MF599468.1_00108										MN803438.1_00030						NC_005946.1_00033													
N28.HOG0000081	OG0000178	n0			AY521625.1_00140						HF920633.1_00034			KF938901.1_00009		L63545.1_00048												MN803438.1_00092						NC_005946.1_00029													
N28.HOG0000082	OG0000182	n0														L63545.1_00057, L63545.1_00059, L63545.1_00008												MN803438.1_00067, MN803438.1_00038, MN803438.1_00047																			
N28.HOG0000083	OG0000183	n0															LS484712.1_00089, LS484712.1_00090, LS484712.1_00225, LS484712.1_00268, LS484712.1_00269, LS484712.1_00270																														
N28.HOG0000084	OG0000184	n0	AF303741.1_00141, AF303741.1_00142, AF303741.1_00001									HF920637.1_00122, HF920637.1_00062																																			
N28.HOG0000085	OG0000185	n0	AF303741.1_00003								HF920633.1_00128	HF920637.1_00020		KF938901.1_00116				MF599468.1_00129																													
N28.HOG0000086	OG0000186	n0	AF303741.1_00004								HF920633.1_00110	HF920637.1_00139		KF938901.1_00133				MF599468.1_00022																													
N28.HOG0000087	OG0000187	n0	AF303741.1_00015								HF920633.1_00149	HF920637.1_00100		KF938901.1_00141				MF599468.1_00079																													
N28.HOG0000088	OG0000188	n0	AF303741.1_00017								HF920633.1_00165	HF920637.1_00212		KF938901.1_00014				MF599468.1_00037																													
N28.HOG0000089	OG0000189	n0	AF303741.1_00085								HF920633.1_00103	HF920637.1_00047		KF938901.1_00100				MF599468.1_00025																													
N28.HOG0000090	OG0000190	n0	AF303741.1_00086								HF920633.1_00020, HF920633.1_00021	HF920637.1_00048		KF938901.1_00099																																	
N28.HOG0000091	OG0000191	n0	AF303741.1_00104								HF920633.1_00032			KF938901.1_00073				MF599468.1_00052, MF599468.1_00061																													
N28.HOG0000092	OG0000192	n0	AF303741.1_00112								HF920633.1_00022	HF920637.1_00085		KF938901.1_00152				MF599468.1_00043																													
N28.HOG0000093	OG0000193	n0	AF303741.1_00122								HF920633.1_00131	HF920637.1_00019		KF938901.1_00063			LS484712.1_00196																														
N28.HOG0000094	OG0000194	n0	AF303741.1_00136								HF920633.1_00120	HF920637.1_00193		KF938901.1_00134				MF599468.1_00015																													
N28.HOG0000095	OG0000195	n0	AF303741.1_00146								HF920633.1_00146	HF920637.1_00043		KF938901.1_00139			LS484712.1_00224																														
N28.HOG0000096	OG0000196	n0	AF303741.1_00148								HF920633.1_00056	HF920637.1_00160		KF938901.1_00070				MF599468.1_00172																													
N28.HOG0000097	OG0000197	n0	AF303741.1_00150								HF920633.1_00123	HF920637.1_00192		KF938901.1_00146				MF599468.1_00044																													
N28.HOG0000098	OG0000198	n0	AF303741.1_00151								HF920633.1_00050	HF920637.1_00070		KF938901.1_00077			LS484712.1_00060																														
N28.HOG0000099	OG0000199	n0	AF303741.1_00161								HF920633.1_00098	HF920637.1_00194		KF938901.1_00079				MF599468.1_00065																													
N28.HOG0000100	OG0000200	n0	AF303741.1_00174									HF920637.1_00133, HF920637.1_00142, HF920637.1_00136						MF599468.1_00016																													
N28.HOG0000101	OG0000201	n0	AF303741.1_00177								HF920633.1_00035	HF920637.1_00035		KF938901.1_00010			LS484712.1_00163																														
N28.HOG0000102	OG0000202	n0	AF303741.1_00184								HF920633.1_00029	HF920637.1_00009		KF938901.1_00008			LS484712.1_00120																														
N28.HOG0000103	OG0000203	n0	AF303741.1_00193								HF920633.1_00121	HF920637.1_00149		KF938901.1_00113			LS484712.1_00106																														
N28.HOG0000104	OG0000204	n0	AF303741.1_00197								HF920633.1_00125	HF920637.1_00005		KF938901.1_00148				MF599468.1_00125																													
N28.HOG0000105	OG0000206	n0			AY521625.1_00066											L63545.1_00106		MF599468.1_00006										MN803438.1_00044						NC_005946.1_00062													
N28.HOG0000106	OG0000207	n0			AY521625.1_00076, AY521625.1_00106, AY521625.1_00107, AY521625.1_00108, AY521625.1_00109																																										
N28.HOG0000107	OG0000210	n0									HF920633.1_00139	HF920637.1_00024		KF938901.1_00137		L63545.1_00105												MN803438.1_00045																			
N28.HOG0000108	OG0000211	n0															LS484712.1_00024																														
N28.HOG0000109	OG0000212	n0																										MN803438.1_00130																			
N28.HOG0000110	OG0000213	n0																																NC_005946.1_00007													
N28.HOG0000111	OG0000214	n0	AF303741.1_00008								HF920633.1_00101	HF920637.1_00215					LS484712.1_00052																														
N28.HOG0000112	OG0000215	n0	AF303741.1_00012									HF920637.1_00065, HF920637.1_00115, HF920637.1_00177																																			
N28.HOG0000113	OG0000216	n0	AF303741.1_00018								HF920633.1_00008	HF920637.1_00211		KF938901.1_00130																																	
N28.HOG0000114	OG0000217	n0	AF303741.1_00024									HF920637.1_00008, HF920637.1_00200, HF920637.1_00083																																			
N28.HOG0000115	OG0000218	n0	AF303741.1_00042								HF920633.1_00063	HF920637.1_00188		KF938901.1_00057																																	
N28.HOG0000116	OG0000219	n0	AF303741.1_00044								HF920633.1_00160	HF920637.1_00187		KF938901.1_00082																																	
N28.HOG0000117	OG0000220	n0	AF303741.1_00064								HF920633.1_00061	HF920637.1_00074		KF938901.1_00109																																	
N28.HOG0000118	OG0000221	n0	AF303741.1_00074								HF920633.1_00018			KF938901.1_00029			LS484712.1_00233																														
N28.HOG0000119	OG0000222	n0	AF303741.1_00107								HF920633.1_00023	HF920637.1_00204		KF938901.1_00098																																	
N28.HOG0000120	OG0000223	n0	AF303741.1_00120								HF920633.1_00102	HF920637.1_00124		KF938901.1_00136																																	
N28.HOG0000121	OG0000224	n0	AF303741.1_00124								HF920633.1_00074	HF920637.1_00144		KF938901.1_00045																																	
N28.HOG0000122	OG0000225	n0	AF303741.1_00135								HF920633.1_00087	HF920637.1_00167		KF938901.1_00090																																	
N28.HOG0000123	OG0000226	n0	AF303741.1_00159								HF920633.1_00041	HF920637.1_00040		KF938901.1_00155																																	
N28.HOG0000124	OG0000227	n0	AF303741.1_00160								HF920633.1_00013	HF920637.1_00195		KF938901.1_00035																																	
N28.HOG0000125	OG0000228	n0	AF303741.1_00175								HF920633.1_00113	HF920637.1_00012		KF938901.1_00062																																	
N28.HOG0000126	OG0000229	n0	AF303741.1_00203								HF920633.1_00037	HF920637.1_00022		KF938901.1_00107																																	
N28.HOG0000127	OG0000230	n0	AF303741.1_00204								HF920633.1_00155	HF920637.1_00021		KF938901.1_00154																																	
N28.HOG0000128	OG0000232	n0			AY521625.1_00023											L63545.1_00025												MN803438.1_00110						NC_005946.1_00051													
N28.HOG0000129	OG0000233	n0			AY521625.1_00057											L63545.1_00082		MF599468.1_00062										MN803438.1_00140																			
N28.HOG0000130	OG0000234	n0			AY521625.1_00061											L63545.1_00021												MN803438.1_00008						NC_005946.1_00088													
N28.HOG0000131	OG0000235	n0			AY521625.1_00094											L63545.1_00109												MN803438.1_00026						NC_005946.1_00096													
N28.HOG0000132	OG0000236	n0			AY521625.1_00116											L63545.1_00022												MN803438.1_00136						NC_005946.1_00015													
N28.HOG0000133	OG0000237	n0			AY521625.1_00128											L63545.1_00032												MN803438.1_00099						NC_005946.1_00073													
N28.HOG0000134	OG0000239	n0														L63545.1_00102												MN803438.1_00053, MN803438.1_00103, MN803438.1_00064																			
N28.HOG0000135	OG0000240	n0															LS484712.1_00154, LS484712.1_00156, LS484712.1_00161, LS484712.1_00158																														
N28.HOG0000136	OG0000241	n0															LS484712.1_00228, LS484712.1_00230, LS484712.1_00232, LS484712.1_00249																														
N28.HOG0000137	OG0000281	-	AF303741.1_00028								HF920633.1_00016			KF938901.1_00038																																	
N28.HOG0000138	OG0000282	-	AF303741.1_00053									HF920637.1_00053		KF938901.1_00015																																	
N28.HOG0000139	OG0000283	-	AF303741.1_00077									HF920637.1_00090						MF599468.1_00072																													
N28.HOG0000140	OG0000284	-	AF303741.1_00093									HF920637.1_00174		KF938901.1_00016																																	
N28.HOG0000141	OG0000285	-	AF303741.1_00115								HF920633.1_00070			KF938901.1_00018																																	
N28.HOG0000142	OG0000286	-	AF303741.1_00116								HF920633.1_00167			KF938901.1_00040																																	
N28.HOG0000143	OG0000287	-	AF303741.1_00201									HF920637.1_00063		KF938901.1_00122																																	
N28.HOG0000144	OG0000288	-	AF303741.1_00202									HF920637.1_00064						MF599468.1_00107																													
N28.HOG0000145	OG0000290	-			AY521625.1_00010											L63545.1_00061																		NC_005946.1_00034													
N28.HOG0000146	OG0000291	-			AY521625.1_00055											L63545.1_00067												MN803438.1_00004																			
N28.HOG0000147	OG0000292	-									HF920633.1_00012			KF938901.1_00034, KF938901.1_00032																																	
N28.HOG0000148	OG0000293	-									HF920633.1_00060			KF938901.1_00050			LS484712.1_00207																														
N28.HOG0000149	OG0000294	-									HF920633.1_00159			KF938901.1_00083			LS484712.1_00206																														
N28.HOG0000150	OG0000295	-									HF920633.1_00164			KF938901.1_00013			LS484712.1_00201																														
N28.HOG0000151	OG0000296	-														L63545.1_00095												MN803438.1_00133, MN803438.1_00072																			
N28.HOG0000152	OG0000297	-															LS484712.1_00155, LS484712.1_00157, LS484712.1_00160																														
N28.HOG0000153	OG0000298	-															LS484712.1_00227, LS484712.1_00229, LS484712.1_00231																														
N28.HOG0000154	OG0000299	-															LS484712.1_00263, LS484712.1_00264, LS484712.1_00265																														
N28.HOG0000155	OG0000300	-															LS484712.1_00272, LS484712.1_00273, LS484712.1_00271																														
N28.HOG0000156	OG0000310	-	AF303741.1_00002								HF920633.1_00075																																				
N28.HOG0000157	OG0000311	-	AF303741.1_00010									HF920637.1_00214																																			
N28.HOG0000158	OG0000312	-	AF303741.1_00014									HF920637.1_00154																																			
N28.HOG0000159	OG0000313	-	AF303741.1_00016								HF920633.1_00002																																				
N28.HOG0000160	OG0000314	-	AF303741.1_00020									HF920637.1_00155																																			
N28.HOG0000161	OG0000315	-	AF303741.1_00025									HF920637.1_00131																																			
N28.HOG0000162	OG0000316	-	AF303741.1_00027									HF920637.1_00107																																			
N28.HOG0000163	OG0000317	-	AF303741.1_00034									HF920637.1_00103																																			
N28.HOG0000164	OG0000318	-	AF303741.1_00040									HF920637.1_00191																																			
N28.HOG0000165	OG0000319	-	AF303741.1_00043								HF920633.1_00178																																				
N28.HOG0000166	OG0000320	-	AF303741.1_00045									HF920637.1_00186																																			
N28.HOG0000167	OG0000321	-	AF303741.1_00048								HF920633.1_00166																																				
N28.HOG0000168	OG0000322	-	AF303741.1_00050									HF920637.1_00179																																			
N28.HOG0000169	OG0000323	-	AF303741.1_00052									HF920637.1_00055																																			
N28.HOG0000170	OG0000324	-	AF303741.1_00055									HF920637.1_00050																																			
N28.HOG0000171	OG0000325	-	AF303741.1_00060									HF920637.1_00082																																			
N28.HOG0000172	OG0000326	-	AF303741.1_00061									HF920637.1_00081																																			
N28.HOG0000173	OG0000327	-	AF303741.1_00069								HF920633.1_00065																																				
