HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N27.HOG0000012	OG0000012	n0		AF371960.1_00021																				MK689685.1_00021		MN432490.1_00023					MT926123.1_00022	MT986830.1_00022														OP009387.1_00023	
N27.HOG0000013	OG0000013	n0		AF371960.1_00057																				MK689685.1_00054		MN432490.1_00058					MT926123.1_00058	MT986830.1_00059														OP009387.1_00057	
N27.HOG0000014	OG0000014	n0		AF371960.1_00121																				MK689685.1_00118		MN432490.1_00122					MT926123.1_00120	MT986830.1_00125														OP009387.1_00121	
N27.HOG0000015	OG0000015	n0		AF371960.1_00122																				MK689685.1_00119		MN432490.1_00123					MT926123.1_00121	MT986830.1_00126														OP009387.1_00122	
N27.HOG0000016	OG0000016	n0		AF371960.1_00089																				MK689685.1_00086		MN432490.1_00089					MT926123.1_00090	MT986830.1_00091														OP009387.1_00088	
N27.HOG0000017	OG0000017	n0		AF371960.1_00034																				MK689685.1_00032		MN432490.1_00035					MT926123.1_00035	MT986830.1_00036														OP009387.1_00033	
N27.HOG0000018	OG0000018	n0		AF371960.1_00107																				MK689685.1_00105		MN432490.1_00108					MT926123.1_00107	MT986830.1_00111														OP009387.1_00107	
N27.HOG0000019	OG0000019	n0		AF371960.1_00088																				MK689685.1_00085		MN432490.1_00088					MT926123.1_00089	MT986830.1_00090														OP009387.1_00087	
N27.HOG0000020	OG0000020	n0		AF371960.1_00032																				MK689685.1_00030		MN432490.1_00033					MT926123.1_00033	MT986830.1_00034														OP009387.1_00031	
N27.HOG0000021	OG0000021	n0		AF371960.1_00005																				MK689685.1_00005		MN432490.1_00005					MT926123.1_00005	MT986830.1_00005														OP009387.1_00005	
N27.HOG0000022	OG0000022	n0		AF371960.1_00036																				MK689685.1_00034		MN432490.1_00037					MT926123.1_00037	MT986830.1_00038														OP009387.1_00035	
N27.HOG0000023	OG0000023	n0		AF371960.1_00045																				MK689685.1_00043		MN432490.1_00046					MT926123.1_00046	MT986830.1_00046														OP009387.1_00044	
N27.HOG0000024	OG0000024	n0		AF371960.1_00027																						MN432490.1_00028					MT926123.1_00028	MT986830.1_00029														OP009387.1_00026	
N27.HOG0000025	OG0000025	n0		AF371960.1_00065																				MK689685.1_00062		MN432490.1_00065					MT926123.1_00066	MT986830.1_00066														OP009387.1_00065	
N27.HOG0000026	OG0000026	n0		AF371960.1_00110																				MK689685.1_00108		MN432490.1_00111					MT926123.1_00110	MT986830.1_00114														OP009387.1_00110	
N27.HOG0000027	OG0000027	n0		AF371960.1_00090																				MK689685.1_00087		MN432490.1_00090					MT926123.1_00091	MT986830.1_00092														OP009387.1_00089	
N27.HOG0000028	OG0000028	n0		AF371960.1_00048																				MK689685.1_00046		MN432490.1_00049					MT926123.1_00049	MT986830.1_00049														OP009387.1_00047	
N27.HOG0000029	OG0000029	n0		AF371960.1_00062																				MK689685.1_00059		MN432490.1_00062					MT926123.1_00063	MT986830.1_00063														OP009387.1_00062	
N27.HOG0000030	OG0000030	n0		AF371960.1_00001																				MK689685.1_00001		MN432490.1_00001					MT926123.1_00001	MT986830.1_00001														OP009387.1_00001	
N27.HOG0000031	OG0000031	n0		AF371960.1_00006																				MK689685.1_00006		MN432490.1_00006					MT926123.1_00006	MT986830.1_00006														OP009387.1_00006	
N27.HOG0000032	OG0000032	n30		AF371960.1_00082																				MK689685.1_00079		MN432490.1_00083					MT926123.1_00083	MT986830.1_00085														OP009387.1_00082	
N27.HOG0000033	OG0000033	n0		AF371960.1_00091																				MK689685.1_00088		MN432490.1_00091					MT926123.1_00092	MT986830.1_00093														OP009387.1_00090	
N27.HOG0000034	OG0000034	n0		AF371960.1_00123																				MK689685.1_00120		MN432490.1_00124					MT926123.1_00122	MT986830.1_00127														OP009387.1_00123	
N27.HOG0000035	OG0000035	n0		AF371960.1_00013																				MK689685.1_00013		MN432490.1_00013					MT926123.1_00013	MT986830.1_00013														OP009387.1_00013	
N27.HOG0000036	OG0000036	n0		AF371960.1_00014																				MK689685.1_00014		MN432490.1_00014					MT926123.1_00014	MT986830.1_00014														OP009387.1_00014	
N27.HOG0000037	OG0000037	n0		AF371960.1_00019																				MK689685.1_00019		MN432490.1_00019					MT926123.1_00019	MT986830.1_00019														OP009387.1_00019	
N27.HOG0000038	OG0000038	n0		AF371960.1_00020																				MK689685.1_00020		MN432490.1_00020					MT926123.1_00020	MT986830.1_00020														OP009387.1_00020	
N27.HOG0000039	OG0000039	n0		AF371960.1_00022																				MK689685.1_00022		MN432490.1_00024					MT926123.1_00023	MT986830.1_00023														OP009387.1_00024	
N27.HOG0000040	OG0000040	n0		AF371960.1_00023																				MK689685.1_00023		MN432490.1_00025					MT926123.1_00024	MT986830.1_00024														OP009387.1_00025	
N27.HOG0000041	OG0000041	n0		AF371960.1_00033																				MK689685.1_00031		MN432490.1_00034					MT926123.1_00034	MT986830.1_00035														OP009387.1_00032	
N27.HOG0000042	OG0000042	n0		AF371960.1_00037																				MK689685.1_00035		MN432490.1_00038					MT926123.1_00038	MT986830.1_00039														OP009387.1_00036	
N27.HOG0000043	OG0000043	n0		AF371960.1_00049																				MK689685.1_00047		MN432490.1_00050					MT926123.1_00050	MT986830.1_00051														OP009387.1_00049	
N27.HOG0000044	OG0000044	n0		AF371960.1_00050																				MK689685.1_00048		MN432490.1_00051					MT926123.1_00051	MT986830.1_00052														OP009387.1_00050	
N27.HOG0000045	OG0000045	n0		AF371960.1_00055																				MK689685.1_00052		MN432490.1_00056					MT926123.1_00056	MT986830.1_00057														OP009387.1_00055	
N27.HOG0000046	OG0000046	n0		AF371960.1_00056																				MK689685.1_00053		MN432490.1_00057					MT926123.1_00057	MT986830.1_00058														OP009387.1_00056	
N27.HOG0000047	OG0000047	n0		AF371960.1_00058																				MK689685.1_00055		MN432490.1_00059					MT926123.1_00059	MT986830.1_00060														OP009387.1_00058	
N27.HOG0000048	OG0000048	n0		AF371960.1_00060																				MK689685.1_00057		MN432490.1_00060					MT926123.1_00061	MT986830.1_00061														OP009387.1_00060	
N27.HOG0000049	OG0000049	n0		AF371960.1_00061																				MK689685.1_00058		MN432490.1_00061					MT926123.1_00062	MT986830.1_00062														OP009387.1_00061	
N27.HOG0000050	OG0000050	n0		AF371960.1_00080																				MK689685.1_00077		MN432490.1_00080					MT926123.1_00081	MT986830.1_00082														OP009387.1_00079	
N27.HOG0000051	OG0000051	n0		AF371960.1_00083																				MK689685.1_00080		MN432490.1_00084					MT926123.1_00084	MT986830.1_00086														OP009387.1_00083	
N27.HOG0000052	OG0000052	n0		AF371960.1_00084																				MK689685.1_00081		MN432490.1_00085					MT926123.1_00085	MT986830.1_00087														OP009387.1_00084	
N27.HOG0000053	OG0000053	n0		AF371960.1_00095																				MK689685.1_00093		MN432490.1_00096					MT926123.1_00095	MT986830.1_00099														OP009387.1_00094	
N27.HOG0000054	OG0000054	n0		AF371960.1_00097																				MK689685.1_00095		MN432490.1_00098					MT926123.1_00097	MT986830.1_00101														OP009387.1_00096	
N27.HOG0000055	OG0000055	n0		AF371960.1_00100																				MK689685.1_00098		MN432490.1_00101					MT926123.1_00100	MT986830.1_00104														OP009387.1_00099	
N27.HOG0000056	OG0000056	n0		AF371960.1_00111																				MK689685.1_00109		MN432490.1_00112					MT926123.1_00111	MT986830.1_00115														OP009387.1_00111	
N27.HOG0000057	OG0000057	n0		AF371960.1_00115																				MK689685.1_00113		MN432490.1_00116					MT926123.1_00115	MT986830.1_00119														OP009387.1_00115	
N27.HOG0000058	OG0000058	n0		AF371960.1_00117																				MK689685.1_00115		MN432490.1_00118					MT926123.1_00117	MT986830.1_00121														OP009387.1_00117	
N27.HOG0000059	OG0000059	n0		AF371960.1_00002																				MK689685.1_00002		MN432490.1_00002					MT926123.1_00002	MT986830.1_00002														OP009387.1_00002	
N27.HOG0000060	OG0000060	n0		AF371960.1_00010																				MK689685.1_00010		MN432490.1_00010					MT926123.1_00010	MT986830.1_00010														OP009387.1_00010	
N27.HOG0000061	OG0000061	n0		AF371960.1_00018																				MK689685.1_00018		MN432490.1_00018					MT926123.1_00018	MT986830.1_00018														OP009387.1_00018	
N27.HOG0000062	OG0000062	n0		AF371960.1_00093																				MK689685.1_00090		MN432490.1_00093						MT986830.1_00095														OP009387.1_00092	
N27.HOG0000063	OG0000063	n0		AF371960.1_00073																				MK689685.1_00070		MN432490.1_00073					MT926123.1_00074	MT986830.1_00075														OP009387.1_00072	
N27.HOG0000064	OG0000064	n0		AF371960.1_00017																				MK689685.1_00017		MN432490.1_00017					MT926123.1_00017	MT986830.1_00017														OP009387.1_00017	
N27.HOG0000065	OG0000065	n0		AF371960.1_00039																				MK689685.1_00037		MN432490.1_00040					MT926123.1_00040	MT986830.1_00041														OP009387.1_00038	
N27.HOG0000066	OG0000066	n0		AF371960.1_00043																				MK689685.1_00041		MN432490.1_00044					MT926123.1_00044	MT986830.1_00044														OP009387.1_00042	
N27.HOG0000067	OG0000067	n0		AF371960.1_00047																				MK689685.1_00045		MN432490.1_00048					MT926123.1_00048	MT986830.1_00048														OP009387.1_00046	
N27.HOG0000068	OG0000068	n0		AF371960.1_00068																				MK689685.1_00065		MN432490.1_00067					MT926123.1_00069	MT986830.1_00069														OP009387.1_00067	
N27.HOG0000069	OG0000069	n0		AF371960.1_00099																				MK689685.1_00097		MN432490.1_00100					MT926123.1_00099	MT986830.1_00103														OP009387.1_00098	
N27.HOG0000070	OG0000070	n0		AF371960.1_00101																				MK689685.1_00099		MN432490.1_00102					MT926123.1_00101	MT986830.1_00105														OP009387.1_00100	
N27.HOG0000071	OG0000071	n0		AF371960.1_00114																				MK689685.1_00112		MN432490.1_00115					MT926123.1_00114	MT986830.1_00118														OP009387.1_00114	
N27.HOG0000072	OG0000072	n0		AF371960.1_00009																				MK689685.1_00009		MN432490.1_00009					MT926123.1_00009	MT986830.1_00009														OP009387.1_00009	
N27.HOG0000073	OG0000073	n0		AF371960.1_00012																				MK689685.1_00012		MN432490.1_00012					MT926123.1_00012	MT986830.1_00012														OP009387.1_00012	
N27.HOG0000074	OG0000074	n0		AF371960.1_00016																				MK689685.1_00016		MN432490.1_00016					MT926123.1_00016	MT986830.1_00016														OP009387.1_00016	
N27.HOG0000075	OG0000075	n0		AF371960.1_00035																				MK689685.1_00033		MN432490.1_00036					MT926123.1_00036	MT986830.1_00037														OP009387.1_00034	
N27.HOG0000076	OG0000076	n0		AF371960.1_00038																				MK689685.1_00036		MN432490.1_00039					MT926123.1_00039	MT986830.1_00040														OP009387.1_00037	
N27.HOG0000077	OG0000077	n0		AF371960.1_00041																				MK689685.1_00039		MN432490.1_00042					MT926123.1_00042	MT986830.1_00042														OP009387.1_00040	
N27.HOG0000078	OG0000078	n0		AF371960.1_00042																				MK689685.1_00040		MN432490.1_00043					MT926123.1_00043	MT986830.1_00043														OP009387.1_00041	
N27.HOG0000079	OG0000079	n0		AF371960.1_00046																				MK689685.1_00044		MN432490.1_00047					MT926123.1_00047	MT986830.1_00047														OP009387.1_00045	
N27.HOG0000080	OG0000080	n0		AF371960.1_00051																				MK689685.1_00049		MN432490.1_00052					MT926123.1_00052	MT986830.1_00053														OP009387.1_00051	
N27.HOG0000081	OG0000081	n0		AF371960.1_00052																				MK689685.1_00050		MN432490.1_00053					MT926123.1_00053	MT986830.1_00054														OP009387.1_00052	
N27.HOG0000082	OG0000082	n0		AF371960.1_00053																				MK689685.1_00051		MN432490.1_00054					MT926123.1_00054	MT986830.1_00055														OP009387.1_00053	
N27.HOG0000083	OG0000083	n0		AF371960.1_00063																				MK689685.1_00060		MN432490.1_00063					MT926123.1_00064	MT986830.1_00064														OP009387.1_00063	
N27.HOG0000084	OG0000084	n0		AF371960.1_00066																				MK689685.1_00063		MN432490.1_00066					MT926123.1_00067	MT986830.1_00067														OP009387.1_00066	
N27.HOG0000085	OG0000085	n0		AF371960.1_00069																				MK689685.1_00066		MN432490.1_00069					MT926123.1_00070	MT986830.1_00071														OP009387.1_00068	
N27.HOG0000086	OG0000086	n0		AF371960.1_00070																				MK689685.1_00067		MN432490.1_00070					MT926123.1_00071	MT986830.1_00072														OP009387.1_00069	
N27.HOG0000087	OG0000087	n0		AF371960.1_00075																				MK689685.1_00072		MN432490.1_00075					MT926123.1_00076	MT986830.1_00077														OP009387.1_00074	
N27.HOG0000088	OG0000088	n0		AF371960.1_00076																				MK689685.1_00073		MN432490.1_00076					MT926123.1_00077	MT986830.1_00078														OP009387.1_00075	
N27.HOG0000089	OG0000089	n0		AF371960.1_00086																				MK689685.1_00083		MN432490.1_00086					MT926123.1_00087	MT986830.1_00088														OP009387.1_00085	
N27.HOG0000090	OG0000090	n0		AF371960.1_00087																				MK689685.1_00084		MN432490.1_00087					MT926123.1_00088	MT986830.1_00089														OP009387.1_00086	
N27.HOG0000091	OG0000091	n0		AF371960.1_00098																				MK689685.1_00096		MN432490.1_00099					MT926123.1_00098	MT986830.1_00102														OP009387.1_00097	
N27.HOG0000092	OG0000092	n0		AF371960.1_00102																				MK689685.1_00100		MN432490.1_00103					MT926123.1_00102	MT986830.1_00106														OP009387.1_00101	
N27.HOG0000093	OG0000093	n0		AF371960.1_00105																				MK689685.1_00103		MN432490.1_00106					MT926123.1_00105	MT986830.1_00109														OP009387.1_00105	
N27.HOG0000094	OG0000094	n0		AF371960.1_00108																				MK689685.1_00106		MN432490.1_00109					MT926123.1_00108	MT986830.1_00112														OP009387.1_00108	
N27.HOG0000095	OG0000095	n0		AF371960.1_00109																				MK689685.1_00107		MN432490.1_00110					MT926123.1_00109	MT986830.1_00113														OP009387.1_00109	
N27.HOG0000096	OG0000096	n0		AF371960.1_00119																				MK689685.1_00116		MN432490.1_00120					MT926123.1_00118	MT986830.1_00123														OP009387.1_00119	
N27.HOG0000097	OG0000097	n0		AF371960.1_00003																				MK689685.1_00003		MN432490.1_00003					MT926123.1_00003	MT986830.1_00003														OP009387.1_00003	
N27.HOG0000098	OG0000098	n0		AF371960.1_00004																				MK689685.1_00004		MN432490.1_00004					MT926123.1_00004	MT986830.1_00004														OP009387.1_00004	
N27.HOG0000099	OG0000099	n0		AF371960.1_00040																				MK689685.1_00038		MN432490.1_00041					MT926123.1_00041															OP009387.1_00039	
N27.HOG0000100	OG0000100	n0		AF371960.1_00044																				MK689685.1_00042		MN432490.1_00045					MT926123.1_00045	MT986830.1_00045														OP009387.1_00043	
N27.HOG0000101	OG0000101	n0		AF371960.1_00071																				MK689685.1_00068		MN432490.1_00071					MT926123.1_00072	MT986830.1_00073														OP009387.1_00070	
N27.HOG0000102	OG0000102	n0		AF371960.1_00081																				MK689685.1_00078		MN432490.1_00081					MT926123.1_00082	MT986830.1_00083														OP009387.1_00080	
N27.HOG0000103	OG0000103	n0		AF371960.1_00103																				MK689685.1_00101		MN432490.1_00104					MT926123.1_00103	MT986830.1_00107														OP009387.1_00102	
N27.HOG0000104	OG0000104	n0		AF371960.1_00106																				MK689685.1_00104		MN432490.1_00107					MT926123.1_00106	MT986830.1_00110														OP009387.1_00106	
N27.HOG0000105	OG0000105	n0		AF371960.1_00116																				MK689685.1_00114		MN432490.1_00117					MT926123.1_00116	MT986830.1_00120														OP009387.1_00116	
N27.HOG0000106	OG0000106	n0		AF371960.1_00029																				MK689685.1_00027		MN432490.1_00030					MT926123.1_00030	MT986830.1_00031														OP009387.1_00028	
N27.HOG0000107	OG0000107	n0		AF371960.1_00104																				MK689685.1_00102		MN432490.1_00105					MT926123.1_00104	MT986830.1_00108														OP009387.1_00103	
N27.HOG0000108	OG0000108	n0		AF371960.1_00120																				MK689685.1_00117		MN432490.1_00121					MT926123.1_00119	MT986830.1_00124														OP009387.1_00120	
N27.HOG0000109	OG0000109	n0		AF371960.1_00072																				MK689685.1_00069		MN432490.1_00072					MT926123.1_00073	MT986830.1_00074														OP009387.1_00071	
N27.HOG0000110	OG0000110	n0		AF371960.1_00118																						MN432490.1_00119						MT986830.1_00122														OP009387.1_00118	
N27.HOG0000111	OG0000111	n0																						MK689685.1_00092		MN432490.1_00095						MT986830.1_00098															
N27.HOG0000112	OG0000112	n0																								MN432490.1_00082						MT986830.1_00084														OP009387.1_00081	
N27.HOG0000113	OG0000114	n0																								MN432490.1_00022					MT926123.1_00021	MT986830.1_00021														OP009387.1_00022	
N27.HOG0000114	OG0000115	n0		AF371960.1_00011																				MK689685.1_00011		MN432490.1_00011					MT926123.1_00011	MT986830.1_00011														OP009387.1_00011	
N27.HOG0000115	OG0000116	n0		AF371960.1_00054																						MN432490.1_00055					MT926123.1_00055	MT986830.1_00056														OP009387.1_00054	
N27.HOG0000116	OG0000117	n0		AF371960.1_00067																				MK689685.1_00064							MT926123.1_00068	MT986830.1_00068															
N27.HOG0000117	OG0000118	n0		AF371960.1_00094																				MK689685.1_00091		MN432490.1_00094					MT926123.1_00094															OP009387.1_00093	
N27.HOG0000118	OG0000120	n0																																												OP009387.1_00104	
N27.HOG0000119	OG0000124	n0		AF371960.1_00026																						MN432490.1_00027					MT926123.1_00027	MT986830.1_00028															
N27.HOG0000120	OG0000127	n0																						MK689685.1_00024																							
N27.HOG0000121	OG0000129	n0		AF371960.1_00074																				MK689685.1_00071		MN432490.1_00074					MT926123.1_00075	MT986830.1_00076														OP009387.1_00073	
N27.HOG0000122	OG0000130	n0																														MT986830.1_00050														OP009387.1_00048	
N27.HOG0000123	OG0000131	n0																														MT986830.1_00096															
N27.HOG0000124	OG0000140	n0		AF371960.1_00077																				MK689685.1_00074		MN432490.1_00077					MT926123.1_00078	MT986830.1_00079														OP009387.1_00076	
N27.HOG0000125	OG0000142	n0																						MK689685.1_00025																							
N27.HOG0000126	OG0000143	n0																								MN432490.1_00021																				OP009387.1_00021	
N27.HOG0000127	OG0000150	n0		AF371960.1_00025																											MT926123.1_00026	MT986830.1_00027															
N27.HOG0000128	OG0000180	n0																														MT986830.1_00097															
N27.HOG0000129	OG0000205	n0		AF371960.1_00059																				MK689685.1_00056							MT926123.1_00060																
N27.HOG0000130	OG0000231	n0		AF371960.1_00024																						MN432490.1_00026					MT926123.1_00025	MT986830.1_00025															
N27.HOG0000131	OG0000289	-		AF371960.1_00085																				MK689685.1_00082							MT926123.1_00086																
N27.HOG0000132	OG0000301	-																								MN432490.1_00029						MT986830.1_00030														OP009387.1_00027	
N27.HOG0000133	OG0000353	-		AF371960.1_00028																											MT926123.1_00029																
N27.HOG0000134	OG0000465	-																								MN432490.1_00068						MT986830.1_00070															
