HOG	OG	Gene Tree Parent Clade	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	L63545.1	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL310752.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
N43.HOG0000083	OG0000214	n0									HF920633.1_00101																																				
N43.HOG0000084	OG0000216	n0									HF920633.1_00008			KF938901.1_00130																																	
N43.HOG0000085	OG0000218	n0									HF920633.1_00063			KF938901.1_00057																																	
N43.HOG0000086	OG0000219	n0									HF920633.1_00160			KF938901.1_00082																																	
N43.HOG0000087	OG0000220	n0									HF920633.1_00061			KF938901.1_00109																																	
N43.HOG0000088	OG0000221	n0									HF920633.1_00018			KF938901.1_00029																																	
N43.HOG0000089	OG0000222	n0									HF920633.1_00023			KF938901.1_00098																																	
N43.HOG0000090	OG0000223	n0									HF920633.1_00102			KF938901.1_00136																																	
N43.HOG0000091	OG0000224	n0									HF920633.1_00074			KF938901.1_00045																																	
N43.HOG0000092	OG0000225	n0									HF920633.1_00087			KF938901.1_00090																																	
N43.HOG0000093	OG0000226	n0									HF920633.1_00041			KF938901.1_00155																																	
N43.HOG0000094	OG0000227	n0									HF920633.1_00013			KF938901.1_00035																																	
N43.HOG0000095	OG0000228	n0									HF920633.1_00113			KF938901.1_00062																																	
N43.HOG0000096	OG0000229	n0									HF920633.1_00037			KF938901.1_00107																																	
N43.HOG0000097	OG0000230	n0									HF920633.1_00155			KF938901.1_00154																																	
N43.HOG0000098	OG0000292	-									HF920633.1_00012			KF938901.1_00034, KF938901.1_00032																																	
N43.HOG0000099	OG0000381	-									HF920633.1_00005			KF938901.1_00026																																	
N43.HOG0000100	OG0000382	-									HF920633.1_00006			KF938901.1_00028																																	
N43.HOG0000101	OG0000383	-									HF920633.1_00015			KF938901.1_00037																																	
N43.HOG0000102	OG0000384	-									HF920633.1_00033			KF938901.1_00149																																	
N43.HOG0000103	OG0000385	-									HF920633.1_00042			KF938901.1_00110																																	
N43.HOG0000104	OG0000386	-									HF920633.1_00045			KF938901.1_00041																																	
N43.HOG0000105	OG0000387	-									HF920633.1_00048			KF938901.1_00068																																	
N43.HOG0000106	OG0000388	-									HF920633.1_00049			KF938901.1_00004																																	
N43.HOG0000107	OG0000389	-									HF920633.1_00051			KF938901.1_00078																																	
N43.HOG0000108	OG0000390	-									HF920633.1_00052			KF938901.1_00011																																	
N43.HOG0000109	OG0000391	-									HF920633.1_00066			KF938901.1_00059																																	
N43.HOG0000110	OG0000392	-									HF920633.1_00078			KF938901.1_00042																																	
N43.HOG0000111	OG0000393	-									HF920633.1_00089			KF938901.1_00096																																	
N43.HOG0000112	OG0000394	-									HF920633.1_00090			KF938901.1_00051																																	
N43.HOG0000113	OG0000395	-									HF920633.1_00095			KF938901.1_00002																																	
N43.HOG0000114	OG0000396	-									HF920633.1_00111			KF938901.1_00132																																	
N43.HOG0000115	OG0000398	-									HF920633.1_00115			KF938901.1_00144																																	
N43.HOG0000116	OG0000399	-									HF920633.1_00136			KF938901.1_00087																																	
N43.HOG0000117	OG0000401	-									HF920633.1_00141			KF938901.1_00061																																	
N43.HOG0000118	OG0000402	-									HF920633.1_00142			KF938901.1_00071																																	
N43.HOG0000119	OG0000403	-									HF920633.1_00151			KF938901.1_00003																																	
N43.HOG0000120	OG0000404	-									HF920633.1_00157			KF938901.1_00129																																	
N43.HOG0000121	OG0000405	-									HF920633.1_00162			KF938901.1_00088																																	
