Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000064	N37	n6	0.5	Non-Terminal	AF303741_AF303741.1_00173 hypothetical protein, HF920637_HF920637.1_00158 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00208 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00130 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00102 HF920637.1 - hypothetical protein translation, AF303741_AF303741.1_00095 hypothetical protein	AF303741_AF303741.1_00066 hypothetical protein, AF303741_AF303741.1_00007 hypothetical protein, HF920637_HF920637.1_00206 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00184 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00034 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00096 HF920637.1 - hypothetical protein translation, KF938901_KF938901.1_00085 hypothetical protein, KF938901_KF938901.1_00140 hypothetical protein, HF920633_HF920633.1_00040 hypothetical protein, HF920633_HF920633.1_00117 hypothetical protein, HF920633_HF920633.1_00143 hypothetical protein, HF920633_HF920633.1_00057 hypothetical protein, HF920633_HF920633.1_00107 hypothetical protein, HF920633_HF920633.1_00172 hypothetical protein, HF920633_HF920633.1_00170 hypothetical protein, AF303741_AF303741.1_00094 hypothetical protein, AF303741_AF303741.1_00109 hypothetical protein
OG0000064	N39	n7	1.0	Non-Terminal	AF303741_AF303741.1_00173 hypothetical protein, HF920637_HF920637.1_00158 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00208 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00130 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00102 HF920637.1 - hypothetical protein translation, AF303741_AF303741.1_00095 hypothetical protein
OG0000064	HF920637	n9	1.0	Terminal	HF920637_HF920637.1_00158 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00208 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00130 HF920637.1 - hypothetical protein translation
OG0000064	HF920637	n10	1.0	Terminal	HF920637_HF920637.1_00208 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00130 HF920637.1 - hypothetical protein translation
OG0000064	N37	n12	0.5	Non-Terminal	AF303741_AF303741.1_00066 hypothetical protein, AF303741_AF303741.1_00007 hypothetical protein, HF920637_HF920637.1_00206 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00184 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00034 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00096 HF920637.1 - hypothetical protein translation, KF938901_KF938901.1_00085 hypothetical protein, KF938901_KF938901.1_00140 hypothetical protein, HF920633_HF920633.1_00040 hypothetical protein, HF920633_HF920633.1_00117 hypothetical protein, HF920633_HF920633.1_00143 hypothetical protein, HF920633_HF920633.1_00057 hypothetical protein, HF920633_HF920633.1_00107 hypothetical protein, HF920633_HF920633.1_00172 hypothetical protein, HF920633_HF920633.1_00170 hypothetical protein, AF303741_AF303741.1_00094 hypothetical protein, AF303741_AF303741.1_00109 hypothetical protein
OG0000064	AF303741	n14	1.0	Terminal	AF303741_AF303741.1_00066 hypothetical protein	AF303741_AF303741.1_00007 hypothetical protein
OG0000064	HF920637	n15	1.0	Terminal	HF920637_HF920637.1_00206 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00184 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00034 HF920637.1 - hypothetical protein translation
OG0000064	HF920637	n16	1.0	Terminal	HF920637_HF920637.1_00184 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00034 HF920637.1 - hypothetical protein translation
OG0000064	KF938901	n20	1.0	Terminal	KF938901_KF938901.1_00085 hypothetical protein	KF938901_KF938901.1_00140 hypothetical protein
OG0000064	HF920633	n21	1.0	Terminal	HF920633_HF920633.1_00040 hypothetical protein, HF920633_HF920633.1_00117 hypothetical protein	HF920633_HF920633.1_00143 hypothetical protein, HF920633_HF920633.1_00057 hypothetical protein, HF920633_HF920633.1_00107 hypothetical protein, HF920633_HF920633.1_00172 hypothetical protein, HF920633_HF920633.1_00170 hypothetical protein
OG0000064	HF920633	n22	1.0	Terminal	HF920633_HF920633.1_00040 hypothetical protein	HF920633_HF920633.1_00117 hypothetical protein
OG0000064	HF920633	n23	1.0	Terminal	HF920633_HF920633.1_00143 hypothetical protein	HF920633_HF920633.1_00057 hypothetical protein, HF920633_HF920633.1_00107 hypothetical protein, HF920633_HF920633.1_00172 hypothetical protein, HF920633_HF920633.1_00170 hypothetical protein
OG0000064	HF920633	n24	1.0	Terminal	HF920633_HF920633.1_00057 hypothetical protein	HF920633_HF920633.1_00107 hypothetical protein, HF920633_HF920633.1_00172 hypothetical protein, HF920633_HF920633.1_00170 hypothetical protein
OG0000064	HF920633	n25	1.0	Terminal	HF920633_HF920633.1_00107 hypothetical protein, HF920633_HF920633.1_00172 hypothetical protein	HF920633_HF920633.1_00170 hypothetical protein
OG0000064	HF920633	n26	1.0	Terminal	HF920633_HF920633.1_00107 hypothetical protein	HF920633_HF920633.1_00172 hypothetical protein
OG0000064	AF303741	n27	1.0	Terminal	AF303741_AF303741.1_00094 hypothetical protein	AF303741_AF303741.1_00109 hypothetical protein
OG0000114	N29	n0	0.5	Non-Terminal	MF599468_MF599468.1_00036 MF599468.1 - hypothetical protein translation, AF303741_AF303741.1_00106 hypothetical protein, HF920637_HF920637.1_00018 HF920637.1 - hypothetical protein translation, KX643370_Lymph_LDV3_KX643370_00108 hypothetical protein, MN803438_MN803438.1_00107 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00132 hypothetical protein, MN803438_MN803438.1_00125 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00076 hypothetical protein, MN803438_MN803438.1_00094 hypothetical protein	AY521625_AY521625.1_00036 AY521625.1 - hypothetical protein translation, NC_005946_NC_005946.1_00020 hypothetical protein, MF599468_MF599468.1_00096 MF599468.1 - hypothetical protein translation, HF920633_HF920633.1_00086 hypothetical protein, AF303741_AF303741.1_00170 hypothetical protein, HF920637_HF920637.1_00138 HF920637.1 - hypothetical protein translation, KX643370_Lymph_LDV3_KX643370_00133 hypothetical protein, MN803438_MN803438.1_00112 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00079 hypothetical protein, MN803438_MN803438.1_00021 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00125 hypothetical protein, MN803438_MN803438.1_00120 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00048 hypothetical protein, MN803438_MN803438.1_00012 hypothetical protein
OG0000114	N35	n4	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00108 hypothetical protein, MN803438_MN803438.1_00107 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00132 hypothetical protein, MN803438_MN803438.1_00125 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00076 hypothetical protein, MN803438_MN803438.1_00094 hypothetical protein
OG0000114	N35	n6	1.0	Non-Terminal: STRIDE	KX643370_Lymph_LDV3_KX643370_00132 hypothetical protein, MN803438_MN803438.1_00125 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00076 hypothetical protein, MN803438_MN803438.1_00094 hypothetical protein
OG0000114	N35	n15	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00133 hypothetical protein, MN803438_MN803438.1_00112 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00079 hypothetical protein, MN803438_MN803438.1_00021 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00125 hypothetical protein, MN803438_MN803438.1_00120 hypothetical protein, KX643370_Lymph_LDV3_KX643370_00048 hypothetical protein, MN803438_MN803438.1_00012 hypothetical protein
OG0000114	N35	n16	1.0	Non-Terminal: STRIDE	KX643370_Lymph_LDV3_KX643370_00133 hypothetical protein, MN803438_MN803438.1_00112 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00079 hypothetical protein, MN803438_MN803438.1_00021 hypothetical protein
OG0000114	N35	n19	1.0	Non-Terminal	KX643370_Lymph_LDV3_KX643370_00125 hypothetical protein, MN803438_MN803438.1_00120 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00048 hypothetical protein, MN803438_MN803438.1_00012 hypothetical protein
OG0000121	N37	n1	0.75	Non-Terminal	HF920633_HF920633.1_00147 hypothetical protein, AF303741_AF303741.1_00178 hypothetical protein, HF920637_HF920637.1_00198 HF920637.1 - hypothetical protein translation	KF938901_KF938901.1_00020 hypothetical protein, HF920633_HF920633.1_00130 hypothetical protein, HF920633_HF920633.1_00174 hypothetical protein, HF920633_HF920633.1_00007 hypothetical protein, KF938901_KF938901.1_00049 hypothetical protein, KF938901_KF938901.1_00115 hypothetical protein, KF938901_KF938901.1_00091 hypothetical protein, AF303741_AF303741.1_00121 hypothetical protein, HF920637_HF920637.1_00147 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00218 HF920637.1 - hypothetical protein translation, AF303741_AF303741.1_00195 hypothetical protein, HF920637_HF920637.1_00029 HF920637.1 - hypothetical protein translation
OG0000121	N38	n5	0.5	Non-Terminal	KF938901_KF938901.1_00020 hypothetical protein, HF920633_HF920633.1_00130 hypothetical protein, HF920633_HF920633.1_00174 hypothetical protein, HF920633_HF920633.1_00007 hypothetical protein, KF938901_KF938901.1_00049 hypothetical protein, KF938901_KF938901.1_00115 hypothetical protein	KF938901_KF938901.1_00091 hypothetical protein
OG0000121	N38	n6	1.0	Non-Terminal	KF938901_KF938901.1_00020 hypothetical protein, HF920633_HF920633.1_00130 hypothetical protein, HF920633_HF920633.1_00174 hypothetical protein	HF920633_HF920633.1_00007 hypothetical protein, KF938901_KF938901.1_00049 hypothetical protein, KF938901_KF938901.1_00115 hypothetical protein
OG0000121	HF920633	n8	1.0	Terminal	HF920633_HF920633.1_00130 hypothetical protein	HF920633_HF920633.1_00174 hypothetical protein
OG0000121	KF938901	n10	1.0	Terminal	KF938901_KF938901.1_00049 hypothetical protein	KF938901_KF938901.1_00115 hypothetical protein
OG0000121	N39	n11	1.0	Non-Terminal	AF303741_AF303741.1_00121 hypothetical protein, HF920637_HF920637.1_00147 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00218 HF920637.1 - hypothetical protein translation	AF303741_AF303741.1_00195 hypothetical protein, HF920637_HF920637.1_00029 HF920637.1 - hypothetical protein translation
OG0000121	HF920637	n13	1.0	Terminal	HF920637_HF920637.1_00147 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00218 HF920637.1 - hypothetical protein translation
OG0000122	MF599468	n2	1.0	Terminal	MF599468_MF599468.1_00103 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00091 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00128 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00145 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00023 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00024 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00029 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00101 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00055 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n3	1.0	Terminal	MF599468_MF599468.1_00103 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00091 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00128 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00145 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00023 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00024 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00029 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00101 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n4	1.0	Terminal	MF599468_MF599468.1_00091 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00128 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00145 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00023 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00024 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00029 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00101 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n5	1.0	Terminal	MF599468_MF599468.1_00091 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00128 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n6	1.0	Terminal	MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00145 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00023 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00024 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00029 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00101 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n7	1.0	Terminal	MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00145 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00023 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n8	1.0	Terminal	MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00145 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n9	1.0	Terminal	MF599468_MF599468.1_00038 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00070 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n10	1.0	Terminal	MF599468_MF599468.1_00024 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00029 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00101 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n11	1.0	Terminal	MF599468_MF599468.1_00024 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation, MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n12	1.0	Terminal	MF599468_MF599468.1_00054 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00104 MF599468.1 - hypothetical protein translation
OG0000122	MF599468	n13	1.0	Terminal	MF599468_MF599468.1_00029 MF599468.1 - hypothetical protein translation	MF599468_MF599468.1_00101 MF599468.1 - hypothetical protein translation
OG0000123	KF938901	n2	1.0	Terminal	KF938901_KF938901.1_00135 hypothetical protein	KF938901_KF938901.1_00151 hypothetical protein, KF938901_KF938901.1_00001 hypothetical protein, KF938901_KF938901.1_00158 hypothetical protein, KF938901_KF938901.1_00084 hypothetical protein, KF938901_KF938901.1_00030 hypothetical protein, KF938901_KF938901.1_00119 hypothetical protein, KF938901_KF938901.1_00127 hypothetical protein
OG0000123	KF938901	n3	1.0	Terminal	KF938901_KF938901.1_00151 hypothetical protein, KF938901_KF938901.1_00001 hypothetical protein, KF938901_KF938901.1_00158 hypothetical protein, KF938901_KF938901.1_00084 hypothetical protein, KF938901_KF938901.1_00030 hypothetical protein, KF938901_KF938901.1_00119 hypothetical protein	KF938901_KF938901.1_00127 hypothetical protein
OG0000123	KF938901	n4	1.0	Terminal	KF938901_KF938901.1_00151 hypothetical protein, KF938901_KF938901.1_00001 hypothetical protein	KF938901_KF938901.1_00158 hypothetical protein, KF938901_KF938901.1_00084 hypothetical protein, KF938901_KF938901.1_00030 hypothetical protein, KF938901_KF938901.1_00119 hypothetical protein
OG0000123	KF938901	n5	1.0	Terminal	KF938901_KF938901.1_00151 hypothetical protein	KF938901_KF938901.1_00001 hypothetical protein
OG0000123	KF938901	n6	1.0	Terminal	KF938901_KF938901.1_00158 hypothetical protein, KF938901_KF938901.1_00084 hypothetical protein, KF938901_KF938901.1_00030 hypothetical protein	KF938901_KF938901.1_00119 hypothetical protein
OG0000123	KF938901	n7	1.0	Terminal	KF938901_KF938901.1_00158 hypothetical protein, KF938901_KF938901.1_00084 hypothetical protein	KF938901_KF938901.1_00030 hypothetical protein
OG0000123	KF938901	n8	1.0	Terminal	KF938901_KF938901.1_00158 hypothetical protein	KF938901_KF938901.1_00084 hypothetical protein
OG0000123	HF920633	n9	1.0	Terminal	HF920633_HF920633.1_00081 hypothetical protein	HF920633_HF920633.1_00059 hypothetical protein, HF920633_HF920633.1_00119 hypothetical protein
OG0000123	HF920633	n10	1.0	Terminal	HF920633_HF920633.1_00059 hypothetical protein	HF920633_HF920633.1_00119 hypothetical protein
OG0000126	KX643370	n8	1.0	Terminal	KX643370_Lymph_LDV3_KX643370_00009 hypothetical protein	KX643370_Lymph_LDV3_KX643370_00017 hypothetical protein
OG0000128	LS484712	n0	1.0	Terminal	LS484712_LS484712.1_00025 hypothetical protein	LS484712_LS484712.1_00026 hypothetical protein, LS484712_LS484712.1_00027 hypothetical protein, LS484712_LS484712.1_00031 hypothetical protein, LS484712_LS484712.1_00032 hypothetical protein, LS484712_LS484712.1_00028 hypothetical protein, LS484712_LS484712.1_00030 hypothetical protein, LS484712_LS484712.1_00034 hypothetical protein, LS484712_LS484712.1_00252 hypothetical protein, LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n1	1.0	Terminal	LS484712_LS484712.1_00026 hypothetical protein	LS484712_LS484712.1_00027 hypothetical protein, LS484712_LS484712.1_00031 hypothetical protein, LS484712_LS484712.1_00032 hypothetical protein, LS484712_LS484712.1_00028 hypothetical protein, LS484712_LS484712.1_00030 hypothetical protein, LS484712_LS484712.1_00034 hypothetical protein, LS484712_LS484712.1_00252 hypothetical protein, LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n2	1.0	Terminal	LS484712_LS484712.1_00027 hypothetical protein	LS484712_LS484712.1_00031 hypothetical protein, LS484712_LS484712.1_00032 hypothetical protein, LS484712_LS484712.1_00028 hypothetical protein, LS484712_LS484712.1_00030 hypothetical protein, LS484712_LS484712.1_00034 hypothetical protein, LS484712_LS484712.1_00252 hypothetical protein, LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n3	1.0	Terminal	LS484712_LS484712.1_00031 hypothetical protein, LS484712_LS484712.1_00032 hypothetical protein	LS484712_LS484712.1_00028 hypothetical protein, LS484712_LS484712.1_00030 hypothetical protein, LS484712_LS484712.1_00034 hypothetical protein, LS484712_LS484712.1_00252 hypothetical protein, LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n4	1.0	Terminal	LS484712_LS484712.1_00031 hypothetical protein	LS484712_LS484712.1_00032 hypothetical protein
OG0000128	LS484712	n5	1.0	Terminal	LS484712_LS484712.1_00028 hypothetical protein, LS484712_LS484712.1_00030 hypothetical protein	LS484712_LS484712.1_00034 hypothetical protein, LS484712_LS484712.1_00252 hypothetical protein, LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n6	1.0	Terminal	LS484712_LS484712.1_00028 hypothetical protein	LS484712_LS484712.1_00030 hypothetical protein
OG0000128	LS484712	n7	1.0	Terminal	LS484712_LS484712.1_00034 hypothetical protein	LS484712_LS484712.1_00252 hypothetical protein, LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n8	1.0	Terminal	LS484712_LS484712.1_00252 hypothetical protein	LS484712_LS484712.1_00253 hypothetical protein, LS484712_LS484712.1_00254 hypothetical protein
OG0000128	LS484712	n9	1.0	Terminal	LS484712_LS484712.1_00253 hypothetical protein	LS484712_LS484712.1_00254 hypothetical protein
OG0000129	N39	n1	0.5	Non-Terminal	HF920637_HF920637.1_00058 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00199 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00201 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00093 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00094 HF920637.1 - hypothetical protein translation	AF303741_AF303741.1_00130 hypothetical protein, HF920637_HF920637.1_00057 HF920637.1 - hypothetical protein translation, AF303741_AF303741.1_00089 hypothetical protein, HF920637_HF920637.1_00216 HF920637.1 - hypothetical protein translation
OG0000129	HF920637	n2	1.0	Terminal	HF920637_HF920637.1_00058 HF920637.1 - hypothetical protein translation	HF920637_HF920637.1_00199 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00201 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00093 HF920637.1 - hypothetical protein translation, HF920637_HF920637.1_00094 HF920637.1 - hypothetical protein translation
