Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000032		AF371960.1_00013 hypothetical protein		MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	GQ273492.1_00013 hypothetical protein			MK689686.1_00012 hypothetical protein		MK689686.1_00012 hypothetical protein				MG570131.1_00014 hypothetical protein	MG570132.1_00014 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	OM037668.1_00051 hypothetical protein		OM037668.1_00051 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein		MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	OM037668.1_00051 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	OQ475017.1_00013 OQ475017.1 - hypothetical protein translation
OG0000033		AF371960.1_00014 hypothetical protein		MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	GQ273492.1_00014 hypothetical protein			MK689686.1_00013 hypothetical protein		MK689686.1_00013 hypothetical protein				MG570131.1_00015 hypothetical protein	MG570132.1_00015 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	OM037668.1_00005 hypothetical protein		OM037668.1_00005 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein		MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	OM037668.1_00005 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	OQ475017.1_00014 OQ475017.1 - hypothetical protein translation
OG0000034		AF371960.1_00018 hypothetical protein		MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	GQ273492.1_00018 hypothetical protein			MK689686.1_00017 hypothetical protein		MK689686.1_00017 hypothetical protein				MG570131.1_00019 hypothetical protein	MG570132.1_00019 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	OM037668.1_00047 hypothetical protein		OM037668.1_00047 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein		MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	OM037668.1_00047 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	OQ475017.1_00018 OQ475017.1 - hypothetical protein translation
OG0000035		AF371960.1_00019 hypothetical protein		MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	GQ273492.1_00019 hypothetical protein			MK689686.1_00018 hypothetical protein		MK689686.1_00018 hypothetical protein				MG570131.1_00020 hypothetical protein	MG570132.1_00020 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	OM037668.1_00046 hypothetical protein		OM037668.1_00046 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein		MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	OM037668.1_00046 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	OQ475017.1_00019 OQ475017.1 - hypothetical protein translation
OG0000036		AF371960.1_00020 hypothetical protein		MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	GQ273492.1_00020 hypothetical protein			MK689686.1_00019 hypothetical protein		MK689686.1_00019 hypothetical protein				MG570131.1_00021 hypothetical protein	MG570132.1_00021 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	OM037668.1_00045 hypothetical protein		OM037668.1_00045 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein		MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	OM037668.1_00045 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	OQ475017.1_00020 OQ475017.1 - hypothetical protein translation
OG0000037		AF371960.1_00022 hypothetical protein		MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	GQ273492.1_00023 hypothetical protein			MK689686.1_00022 hypothetical protein		MK689686.1_00022 hypothetical protein				MG570131.1_00024 hypothetical protein	MG570132.1_00024 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	OM037668.1_00040 hypothetical protein		OM037668.1_00040 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein		MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	OM037668.1_00040 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	OQ475017.1_00023 OQ475017.1 - hypothetical protein translation
OG0000038		AF371960.1_00033 hypothetical protein		MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	GQ273492.1_00032 hypothetical protein			MK689686.1_00031 hypothetical protein		MK689686.1_00031 hypothetical protein				MG570131.1_00033 hypothetical protein	MG570132.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	OM037668.1_00003 hypothetical protein		OM037668.1_00003 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	AF371960.1_00033 hypothetical protein	MK689686.1_00031 hypothetical protein		MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	OM037668.1_00003 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	MK689686.1_00031 hypothetical protein	AF371960.1_00033 hypothetical protein	OQ475017.1_00032 OQ475017.1 - hypothetical protein translation
OG0000039		AF371960.1_00037 hypothetical protein		MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	GQ273492.1_00036 hypothetical protein			MK689686.1_00035 hypothetical protein		MK689686.1_00035 hypothetical protein				MG570131.1_00037 hypothetical protein	MG570132.1_00037 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	AF371960.1_00037 hypothetical protein	MK689686.1_00035 hypothetical protein	AF371960.1_00037 hypothetical protein	OM037668.1_00122 hypothetical protein		OM037668.1_00122 hypothetical protein	MK689686.1_00035 hypothetical protein	AF371960.1_00037 hypothetical protein	AF371960.1_00037 hypothetical protein	MK689686.1_00035 hypothetical protein		MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	OM037668.1_00122 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	MK689686.1_00035 hypothetical protein	AF371960.1_00037 hypothetical protein	OQ475017.1_00036 OQ475017.1 - hypothetical protein translation
OG0000040		AF371960.1_00049 hypothetical protein		ORF045_refgen ORF045	ORF045_refgen ORF045	GQ273492.1_00048 hypothetical protein			ORF045_refgen ORF045		ORF045_refgen ORF045				MG570131.1_00049 hypothetical protein	MG570132.1_00049 hypothetical protein	ORF045_refgen ORF045	ORF045_refgen ORF045	ORF045_refgen ORF045	AF371960.1_00049 hypothetical protein	ORF045_refgen ORF045	AF371960.1_00049 hypothetical protein	OM037668.1_00106 hypothetical protein		OM037668.1_00106 hypothetical protein	ORF045_refgen ORF045	AF371960.1_00049 hypothetical protein	AF371960.1_00049 hypothetical protein	ORF045_refgen ORF045		ORF045_refgen ORF045	ORF045_refgen ORF045	ORF045_refgen ORF045	ORF045_refgen ORF045	ORF045_refgen ORF045	OM037668.1_00106 hypothetical protein	ORF045_refgen ORF045	ORF045_refgen ORF045	ORF045_refgen ORF045	AF371960.1_00049 hypothetical protein	OQ475017.1_00048 OQ475017.1 - hypothetical protein translation
OG0000041		AF371960.1_00050 hypothetical protein		MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	GQ273492.1_00049 hypothetical protein			MK689686.1_00049 hypothetical protein		MK689686.1_00049 hypothetical protein				MG570131.1_00050 hypothetical protein	MG570132.1_00050 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	AF371960.1_00050 hypothetical protein	MK689686.1_00049 hypothetical protein	AF371960.1_00050 hypothetical protein	OM037668.1_00105 hypothetical protein		OM037668.1_00105 hypothetical protein	MK689686.1_00049 hypothetical protein	AF371960.1_00050 hypothetical protein	AF371960.1_00050 hypothetical protein	MK689686.1_00049 hypothetical protein		MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	OM037668.1_00105 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	MK689686.1_00049 hypothetical protein	AF371960.1_00050 hypothetical protein	OQ475017.1_00049 OQ475017.1 - hypothetical protein translation
OG0000042		AF371960.1_00055 hypothetical protein		MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	GQ273492.1_00054 hypothetical protein			MK689686.1_00054 hypothetical protein		MK689686.1_00054 hypothetical protein				MG570131.1_00055 hypothetical protein	MG570132.1_00055 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	AF371960.1_00055 hypothetical protein	MK689686.1_00054 hypothetical protein	AF371960.1_00055 hypothetical protein	OM037668.1_00100 hypothetical protein		OM037668.1_00100 hypothetical protein	MK689686.1_00054 hypothetical protein	AF371960.1_00055 hypothetical protein	AF371960.1_00055 hypothetical protein	MK689686.1_00054 hypothetical protein		MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	OM037668.1_00100 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	MK689686.1_00054 hypothetical protein	AF371960.1_00055 hypothetical protein	OQ475017.1_00054 OQ475017.1 - hypothetical protein translation
OG0000043		AF371960.1_00056 hypothetical protein		MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	GQ273492.1_00055 hypothetical protein			MK689686.1_00055 hypothetical protein		MK689686.1_00055 hypothetical protein				MG570131.1_00056 hypothetical protein	MG570132.1_00056 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	AF371960.1_00056 hypothetical protein	MK689686.1_00055 hypothetical protein	AF371960.1_00056 hypothetical protein	OM037668.1_00099 hypothetical protein		OM037668.1_00099 hypothetical protein	MK689686.1_00055 hypothetical protein	AF371960.1_00056 hypothetical protein	AF371960.1_00056 hypothetical protein	MK689686.1_00055 hypothetical protein		MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	OM037668.1_00099 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	MK689686.1_00055 hypothetical protein	AF371960.1_00056 hypothetical protein	OQ475017.1_00055 OQ475017.1 - hypothetical protein translation
OG0000044		AF371960.1_00061 hypothetical protein		MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	GQ273492.1_00060 hypothetical protein			MK689686.1_00059 hypothetical protein		MK689686.1_00059 hypothetical protein				MG570131.1_00060 hypothetical protein	MG570132.1_00060 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	AF371960.1_00061 hypothetical protein	MK689686.1_00059 hypothetical protein	AF371960.1_00061 hypothetical protein	OM037668.1_00096 hypothetical protein		OM037668.1_00096 hypothetical protein	MK689686.1_00059 hypothetical protein	AF371960.1_00061 hypothetical protein	AF371960.1_00061 hypothetical protein	MK689686.1_00059 hypothetical protein		MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	OM037668.1_00096 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	MK689686.1_00059 hypothetical protein	AF371960.1_00061 hypothetical protein	OQ475017.1_00059 OQ475017.1 - hypothetical protein translation
OG0000045		AF371960.1_00080 hypothetical protein		MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	GQ273492.1_00075 hypothetical protein			MK689686.1_00076 hypothetical protein		MK689686.1_00076 hypothetical protein				MG570131.1_00075 hypothetical protein	MG570132.1_00075 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	AF371960.1_00080 hypothetical protein	MK689686.1_00076 hypothetical protein	AF371960.1_00080 hypothetical protein	OM037668.1_00020 hypothetical protein		OM037668.1_00020 hypothetical protein	MK689686.1_00076 hypothetical protein	AF371960.1_00080 hypothetical protein	AF371960.1_00080 hypothetical protein	MK689686.1_00076 hypothetical protein		MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	OM037668.1_00020 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	MK689686.1_00076 hypothetical protein	AF371960.1_00080 hypothetical protein	OQ475017.1_00075 OQ475017.1 - hypothetical protein translation
OG0000046		AF371960.1_00082 hypothetical protein		MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	GQ273492.1_00078 hypothetical protein			MK689686.1_00079 hypothetical protein		MK689686.1_00079 hypothetical protein				MG570131.1_00078 hypothetical protein	MG570132.1_00078 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	AF371960.1_00082 hypothetical protein	MK689686.1_00079 hypothetical protein	AF371960.1_00082 hypothetical protein	OM037668.1_00019 hypothetical protein		OM037668.1_00019 hypothetical protein	MK689686.1_00079 hypothetical protein	AF371960.1_00082 hypothetical protein	AF371960.1_00082 hypothetical protein	MK689686.1_00079 hypothetical protein		MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	OM037668.1_00019 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	MK689686.1_00079 hypothetical protein	AF371960.1_00082 hypothetical protein	OQ475017.1_00078 OQ475017.1 - hypothetical protein translation
OG0000047		AF371960.1_00083 hypothetical protein		MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	GQ273492.1_00079 hypothetical protein			MK689686.1_00080 hypothetical protein		MK689686.1_00080 hypothetical protein				MG570131.1_00079 hypothetical protein	MG570132.1_00079 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	AF371960.1_00083 hypothetical protein	MK689686.1_00080 hypothetical protein	AF371960.1_00083 hypothetical protein	OM037668.1_00018 hypothetical protein		OM037668.1_00018 hypothetical protein	MK689686.1_00080 hypothetical protein	AF371960.1_00083 hypothetical protein	AF371960.1_00083 hypothetical protein	MK689686.1_00080 hypothetical protein		MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	OM037668.1_00018 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	MK689686.1_00080 hypothetical protein	AF371960.1_00083 hypothetical protein	OQ475017.1_00079 OQ475017.1 - hypothetical protein translation
OG0000048		AF371960.1_00084 hypothetical protein		MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	GQ273492.1_00080 hypothetical protein			MK689686.1_00081 hypothetical protein		MK689686.1_00081 hypothetical protein				MG570131.1_00080 hypothetical protein	MG570132.1_00080 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	AF371960.1_00084 hypothetical protein	MK689686.1_00081 hypothetical protein	AF371960.1_00084 hypothetical protein	OM037668.1_00130 hypothetical protein		OM037668.1_00130 hypothetical protein	MK689686.1_00081 hypothetical protein	AF371960.1_00084 hypothetical protein	AF371960.1_00084 hypothetical protein	MK689686.1_00081 hypothetical protein		MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	OM037668.1_00130 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	MK689686.1_00081 hypothetical protein	AF371960.1_00084 hypothetical protein	OQ475017.1_00080 OQ475017.1 - hypothetical protein translation
OG0000049		AF371960.1_00095 hypothetical protein		MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	GQ273492.1_00091 hypothetical protein			MK689686.1_00092 hypothetical protein		MK689686.1_00092 hypothetical protein				MG570131.1_00091 hypothetical protein	MG570132.1_00091 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	AF371960.1_00095 hypothetical protein	MK689686.1_00092 hypothetical protein	AF371960.1_00095 hypothetical protein	OM037668.1_00081 hypothetical protein		OM037668.1_00081 hypothetical protein	MK689686.1_00092 hypothetical protein	AF371960.1_00095 hypothetical protein	AF371960.1_00095 hypothetical protein	MK689686.1_00092 hypothetical protein		MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	OM037668.1_00081 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	MK689686.1_00092 hypothetical protein	AF371960.1_00095 hypothetical protein	OQ475017.1_00092 OQ475017.1 - hypothetical protein translation
OG0000050		AF371960.1_00097 hypothetical protein		MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	GQ273492.1_00093 hypothetical protein			MK689686.1_00094 hypothetical protein		MK689686.1_00094 hypothetical protein				MG570131.1_00093 hypothetical protein	MG570132.1_00093 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	AF371960.1_00097 hypothetical protein	MK689686.1_00094 hypothetical protein	AF371960.1_00097 hypothetical protein	OM037668.1_00032 hypothetical protein		OM037668.1_00032 hypothetical protein	MK689686.1_00094 hypothetical protein	AF371960.1_00097 hypothetical protein	AF371960.1_00097 hypothetical protein	MK689686.1_00094 hypothetical protein		MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	OM037668.1_00032 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	MK689686.1_00094 hypothetical protein	AF371960.1_00097 hypothetical protein	OQ475017.1_00094 OQ475017.1 - hypothetical protein translation
OG0000051		AF371960.1_00098 hypothetical protein		MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	GQ273492.1_00094 hypothetical protein			MK689686.1_00095 hypothetical protein		MK689686.1_00095 hypothetical protein				MG570131.1_00094 hypothetical protein	MG570132.1_00094 hypothetical protein	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	AF371960.1_00098 hypothetical protein	MK689686.1_00095 hypothetical protein	AF371960.1_00098 hypothetical protein	SDDV_ORF050 RING E3 ubiquitin ligase		SDDV_ORF050 RING E3 ubiquitin ligase	MK689686.1_00095 hypothetical protein	AF371960.1_00098 hypothetical protein	AF371960.1_00098 hypothetical protein	MK689686.1_00095 hypothetical protein		MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	SDDV_ORF050 RING E3 ubiquitin ligase	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	MK689686.1_00095 hypothetical protein	AF371960.1_00098 hypothetical protein	OQ475017.1_00095 OQ475017.1 - hypothetical protein translation
OG0000052		AF371960.1_00100 hypothetical protein		MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	GQ273492.1_00096 hypothetical protein			MK689686.1_00097 hypothetical protein		MK689686.1_00097 hypothetical protein				MG570131.1_00096 hypothetical protein	MG570132.1_00096 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	AF371960.1_00100 hypothetical protein	MK689686.1_00097 hypothetical protein	AF371960.1_00100 hypothetical protein	OM037668.1_00033 hypothetical protein		OM037668.1_00033 hypothetical protein	MK689686.1_00097 hypothetical protein	AF371960.1_00100 hypothetical protein	AF371960.1_00100 hypothetical protein	MK689686.1_00097 hypothetical protein		MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	OM037668.1_00033 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	MK689686.1_00097 hypothetical protein	AF371960.1_00100 hypothetical protein	OQ475017.1_00097 OQ475017.1 - hypothetical protein translation
OG0000053		AF371960.1_00111 hypothetical protein		MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	GQ273492.1_00107 hypothetical protein			MK689686.1_00109 hypothetical protein		MK689686.1_00109 hypothetical protein				MG570131.1_00107 hypothetical protein	MG570132.1_00107 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	AF371960.1_00111 hypothetical protein	MK689686.1_00109 hypothetical protein	AF371960.1_00111 hypothetical protein	OM037668.1_00075 hypothetical protein		OM037668.1_00075 hypothetical protein	MK689686.1_00109 hypothetical protein	AF371960.1_00111 hypothetical protein	AF371960.1_00111 hypothetical protein	MK689686.1_00109 hypothetical protein		MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	OM037668.1_00075 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	MK689686.1_00109 hypothetical protein	AF371960.1_00111 hypothetical protein	OQ475017.1_00109 OQ475017.1 - hypothetical protein translation
OG0000054		AF371960.1_00115 hypothetical protein		MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	GQ273492.1_00112 hypothetical protein			MK689686.1_00114 hypothetical protein		MK689686.1_00114 hypothetical protein				MG570131.1_00112 hypothetical protein	MG570132.1_00112 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	AF371960.1_00115 hypothetical protein	MK689686.1_00114 hypothetical protein	AF371960.1_00115 hypothetical protein	OM037668.1_00079 hypothetical protein		OM037668.1_00079 hypothetical protein	MK689686.1_00114 hypothetical protein	AF371960.1_00115 hypothetical protein	AF371960.1_00115 hypothetical protein	MK689686.1_00114 hypothetical protein		MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	OM037668.1_00079 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	MK689686.1_00114 hypothetical protein	AF371960.1_00115 hypothetical protein	OQ475017.1_00114 OQ475017.1 - hypothetical protein translation
OG0000055		AF371960.1_00117 hypothetical protein		MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	GQ273492.1_00114 hypothetical protein			MK689686.1_00116 hypothetical protein		MK689686.1_00116 hypothetical protein				MG570131.1_00114 hypothetical protein	MG570132.1_00114 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	AF371960.1_00117 hypothetical protein	MK689686.1_00116 hypothetical protein	AF371960.1_00117 hypothetical protein	OM037668.1_00134 hypothetical protein		OM037668.1_00134 hypothetical protein	MK689686.1_00116 hypothetical protein	AF371960.1_00117 hypothetical protein	AF371960.1_00117 hypothetical protein	MK689686.1_00116 hypothetical protein		MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	OM037668.1_00134 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	MK689686.1_00116 hypothetical protein	AF371960.1_00117 hypothetical protein	OQ475017.1_00116 OQ475017.1 - hypothetical protein translation
