Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000494						ORF2R ORF2R_refgen																																		
OG0000495						hypothetical protein GQ273492.1_00010																																		
OG0000496							hypothetical protein HF920633.1_00009																																	
OG0000497							hypothetical protein HF920633.1_00010																																	
OG0000498							hypothetical protein HF920633.1_00011																																	
OG0000499							hypothetical protein HF920633.1_00028																																	
OG0000500							hypothetical protein HF920633.1_00038																																	
OG0000501							hypothetical protein HF920633.1_00054																																	
OG0000502							hypothetical protein HF920633.1_00068																																	
OG0000503							hypothetical protein HF920633.1_00071																																	
OG0000504							hypothetical protein HF920633.1_00072																																	
OG0000505							hypothetical protein HF920633.1_00076																																	
OG0000506							hypothetical protein HF920633.1_00076																																	
OG0000507							hypothetical protein HF920633.1_00077																																	
OG0000508							hypothetical protein HF920633.1_00083																																	
OG0000509							hypothetical protein HF920633.1_00084																																	
OG0000510							hypothetical protein HF920633.1_00093																																	
OG0000511							hypothetical protein HF920633.1_00108																																	
OG0000512							hypothetical protein HF920633.1_00109																																	
OG0000513							hypothetical protein HF920633.1_00114																																	
OG0000514							hypothetical protein HF920633.1_00124																																	
OG0000515							hypothetical protein HF920633.1_00126																																	
OG0000516							hypothetical protein HF920633.1_00133																																	
OG0000517							hypothetical protein HF920633.1_00148																																	
OG0000518							hypothetical protein HF920633.1_00150																																	
OG0000519							hypothetical protein HF920633.1_00152																																	
OG0000520							hypothetical protein HF920633.1_00154																																	
OG0000521							hypothetical protein HF920633.1_00168																																	
OG0000522							hypothetical protein HF920633.1_00173																																	
OG0000523								HF920637.1 - hypothetical protein translation HF920637.1_00003																																
OG0000524								HF920637.1 - hypothetical protein translation HF920637.1_00004																																
OG0000525								HF920637.1 - hypothetical protein translation HF920637.1_00010																																
OG0000526								HF920637.1 - hypothetical protein translation HF920637.1_00016																																
OG0000527								HF920637.1 - hypothetical protein translation HF920637.1_00026																																
OG0000528								HF920637.1 - hypothetical protein translation HF920637.1_00028																																
OG0000529								HF920637.1 - hypothetical protein translation HF920637.1_00042																																
OG0000530								HF920637.1 - hypothetical protein translation HF920637.1_00044																																
OG0000531								HF920637.1 - hypothetical protein translation HF920637.1_00052																																
OG0000532								HF920637.1 - hypothetical protein translation HF920637.1_00054																																
OG0000533								HF920637.1 - hypothetical protein translation HF920637.1_00068																																
OG0000534								HF920637.1 - hypothetical protein translation HF920637.1_00075																																
OG0000535								HF920637.1 - hypothetical protein translation HF920637.1_00080																																
OG0000536								HF920637.1 - hypothetical protein translation HF920637.1_00086																																
OG0000537								HF920637.1 - hypothetical protein translation HF920637.1_00087																																
OG0000538								HF920637.1 - hypothetical protein translation HF920637.1_00089																																
OG0000539								HF920637.1 - hypothetical protein translation HF920637.1_00091																																
OG0000540								HF920637.1 - hypothetical protein translation HF920637.1_00092																																
OG0000541								HF920637.1 - hypothetical protein translation HF920637.1_00097																																
OG0000542								HF920637.1 - hypothetical protein translation HF920637.1_00098																																
OG0000543								HF920637.1 - hypothetical protein translation HF920637.1_00099																																
OG0000544								HF920637.1 - hypothetical protein translation HF920637.1_00101																																
OG0000545								HF920637.1 - hypothetical protein translation HF920637.1_00106																																
OG0000546								HF920637.1 - hypothetical protein translation HF920637.1_00109																																
OG0000547								HF920637.1 - hypothetical protein translation HF920637.1_00110																																
OG0000548								HF920637.1 - hypothetical protein translation HF920637.1_00112																																
OG0000549								HF920637.1 - hypothetical protein translation HF920637.1_00114																																
OG0000550								HF920637.1 - hypothetical protein translation HF920637.1_00117																																
OG0000551								HF920637.1 - hypothetical protein translation HF920637.1_00118																																
OG0000552								HF920637.1 - hypothetical protein translation HF920637.1_00119																																
OG0000553								HF920637.1 - hypothetical protein translation HF920637.1_00128																																
OG0000554								HF920637.1 - hypothetical protein translation HF920637.1_00132																																
OG0000555								HF920637.1 - hypothetical protein translation HF920637.1_00137																																
OG0000556								HF920637.1 - hypothetical protein translation HF920637.1_00141																																
OG0000557								HF920637.1 - hypothetical protein translation HF920637.1_00145																																
OG0000558								HF920637.1 - hypothetical protein translation HF920637.1_00146																																
OG0000559								HF920637.1 - hypothetical protein translation HF920637.1_00161																																
OG0000560								HF920637.1 - hypothetical protein translation HF920637.1_00163																																
OG0000561								HF920637.1 - hypothetical protein translation HF920637.1_00165																																
OG0000562								HF920637.1 - hypothetical protein translation HF920637.1_00166																																
OG0000563								HF920637.1 - hypothetical protein translation HF920637.1_00182																																
OG0000564								HF920637.1 - hypothetical protein translation HF920637.1_00189																																
OG0000565								HF920637.1 - hypothetical protein translation HF920637.1_00190																																
OG0000566								HF920637.1 - hypothetical protein translation HF920637.1_00196																																
OG0000567								HF920637.1 - hypothetical protein translation HF920637.1_00205																																
OG0000568								HF920637.1 - hypothetical protein translation HF920637.1_00210																																
OG0000569								HF920637.1 - hypothetical protein translation HF920637.1_00220																																
OG0000570										hypothetical protein KF938901.1_00019																														
OG0000571										hypothetical protein KF938901.1_00021																														
OG0000572										DNA-directed RNA polymerase subunit 2 KF938901.1_00022																														
OG0000573										hypothetical protein KF938901.1_00024																														
OG0000574										hypothetical protein KF938901.1_00033																														
OG0000575										hypothetical protein KF938901.1_00036																														
OG0000576										hypothetical protein KF938901.1_00039																														
OG0000577										hypothetical protein KF938901.1_00052																														
OG0000578										hypothetical protein KF938901.1_00055																														
OG0000579										hypothetical protein KF938901.1_00056																														
OG0000580										hypothetical protein KF938901.1_00058																														
OG0000581										hypothetical protein KF938901.1_00064																														
OG0000582										hypothetical protein KF938901.1_00076																														
OG0000583										hypothetical protein KF938901.1_00081																														
OG0000584										hypothetical protein KF938901.1_00089																														
OG0000585										hypothetical protein KF938901.1_00097																														
OG0000586										hypothetical protein KF938901.1_00111																														
OG0000587										hypothetical protein KF938901.1_00120																														
OG0000588										hypothetical protein KF938901.1_00131																														
OG0000589										hypothetical protein KF938901.1_00138																														
OG0000590										hypothetical protein KF938901.1_00142																														
OG0000591										hypothetical protein KF938901.1_00143																														
OG0000592										hypothetical protein KF938901.1_00145																														
OG0000593										hypothetical protein KF938901.1_00147																														
OG0000594										hypothetical protein KF938901.1_00156																														
OG0000595												hypothetical protein LS484712.1_00001																												
OG0000596												hypothetical protein LS484712.1_00003																												
OG0000597												hypothetical protein LS484712.1_00004																												
OG0000598												hypothetical protein LS484712.1_00005																												
OG0000599												hypothetical protein LS484712.1_00007																												
OG0000600												hypothetical protein LS484712.1_00011																												
OG0000601												hypothetical protein LS484712.1_00012																												
OG0000602												hypothetical protein LS484712.1_00013																												
OG0000603												hypothetical protein LS484712.1_00014																												
OG0000604												hypothetical protein LS484712.1_00015																												
OG0000605												hypothetical protein LS484712.1_00016																												
OG0000606												hypothetical protein LS484712.1_00017																												
OG0000607												hypothetical protein LS484712.1_00018																												
OG0000608												hypothetical protein LS484712.1_00019																												
OG0000609												hypothetical protein LS484712.1_00020																												
OG0000610												hypothetical protein LS484712.1_00021																												
OG0000611												hypothetical protein LS484712.1_00022																												
OG0000612												hypothetical protein LS484712.1_00023																												
OG0000613												hypothetical protein LS484712.1_00029																												
OG0000614												hypothetical protein LS484712.1_00033																												
OG0000615												hypothetical protein LS484712.1_00035																												
OG0000616												hypothetical protein LS484712.1_00036																												
OG0000617												hypothetical protein LS484712.1_00037																												
OG0000618												hypothetical protein LS484712.1_00038																												
OG0000619												hypothetical protein LS484712.1_00039																												
OG0000620												hypothetical protein LS484712.1_00041																												
OG0000621												hypothetical protein LS484712.1_00043																												
OG0000622												hypothetical protein LS484712.1_00044																												
OG0000623												hypothetical protein LS484712.1_00045																												
OG0000624												hypothetical protein LS484712.1_00046																												
OG0000625												hypothetical protein LS484712.1_00047																												
OG0000626												hypothetical protein LS484712.1_00049																												
OG0000627												hypothetical protein LS484712.1_00051																												
OG0000628												hypothetical protein LS484712.1_00054																												
OG0000629												hypothetical protein LS484712.1_00055																												
OG0000630												hypothetical protein LS484712.1_00058																												
OG0000631												hypothetical protein LS484712.1_00059																												
OG0000632												hypothetical protein LS484712.1_00061																												
OG0000633												hypothetical protein LS484712.1_00062																												
OG0000634												hypothetical protein LS484712.1_00066																												
OG0000635												hypothetical protein LS484712.1_00067																												
OG0000636												hypothetical protein LS484712.1_00071																												
OG0000637												hypothetical protein LS484712.1_00073																												
OG0000638												hypothetical protein LS484712.1_00074																												
OG0000639												hypothetical protein LS484712.1_00075																												
OG0000640												hypothetical protein LS484712.1_00076																												
OG0000641												hypothetical protein LS484712.1_00077																												
OG0000642												hypothetical protein LS484712.1_00078																												
OG0000643												hypothetical protein LS484712.1_00079																												
OG0000644												hypothetical protein LS484712.1_00080																												
OG0000645												hypothetical protein LS484712.1_00081																												
OG0000646												hypothetical protein LS484712.1_00091																												
OG0000647												hypothetical protein LS484712.1_00093																												
OG0000648												hypothetical protein LS484712.1_00094																												
OG0000649												hypothetical protein LS484712.1_00097																												
OG0000650												hypothetical protein LS484712.1_00098																												
OG0000651												hypothetical protein LS484712.1_00101																												
OG0000652												hypothetical protein LS484712.1_00102																												
OG0000653												hypothetical protein LS484712.1_00103																												
OG0000654												hypothetical protein LS484712.1_00104																												
OG0000655												hypothetical protein LS484712.1_00105																												
OG0000656												hypothetical protein LS484712.1_00107																												
OG0000657												hypothetical protein LS484712.1_00108																												
OG0000658												hypothetical protein LS484712.1_00109																												
OG0000659												hypothetical protein LS484712.1_00110																												
OG0000660												hypothetical protein LS484712.1_00111																												
OG0000661												hypothetical protein LS484712.1_00115																												
OG0000662												hypothetical protein LS484712.1_00118																												
OG0000663												hypothetical protein LS484712.1_00119																												
OG0000664												hypothetical protein LS484712.1_00121																												
OG0000665												hypothetical protein LS484712.1_00122																												
OG0000666												hypothetical protein LS484712.1_00123																												
OG0000667												hypothetical protein LS484712.1_00124																												
OG0000668												hypothetical protein LS484712.1_00126																												
OG0000669												hypothetical protein LS484712.1_00128																												
OG0000670												hypothetical protein LS484712.1_00129																												
OG0000671												hypothetical protein LS484712.1_00131																												
OG0000672												hypothetical protein LS484712.1_00132																												
OG0000673												hypothetical protein LS484712.1_00134																												
OG0000674												hypothetical protein LS484712.1_00136																												
OG0000675												hypothetical protein LS484712.1_00137																												
OG0000676												hypothetical protein LS484712.1_00138																												
OG0000677												hypothetical protein LS484712.1_00139																												
OG0000678												hypothetical protein LS484712.1_00141																												
OG0000679												hypothetical protein LS484712.1_00144																												
OG0000680												hypothetical protein LS484712.1_00145																												
OG0000681												hypothetical protein LS484712.1_00146																												
OG0000682												hypothetical protein LS484712.1_00147																												
OG0000683												hypothetical protein LS484712.1_00148																												
OG0000684												hypothetical protein LS484712.1_00150																												
OG0000685												hypothetical protein LS484712.1_00151																												
OG0000686												hypothetical protein LS484712.1_00152																												
OG0000687												hypothetical protein LS484712.1_00153																												
OG0000688												hypothetical protein LS484712.1_00159																												
OG0000689												hypothetical protein LS484712.1_00162																												
OG0000690												hypothetical protein LS484712.1_00164																												
OG0000691												hypothetical protein LS484712.1_00165																												
OG0000692												hypothetical protein LS484712.1_00166																												
OG0000693												hypothetical protein LS484712.1_00167																												
OG0000694												hypothetical protein LS484712.1_00168																												
OG0000695												hypothetical protein LS484712.1_00169																												
OG0000696												hypothetical protein LS484712.1_00172																												
OG0000697												hypothetical protein LS484712.1_00173																												
OG0000698												hypothetical protein LS484712.1_00174																												
OG0000699												hypothetical protein LS484712.1_00175																												
OG0000700												hypothetical protein LS484712.1_00176																												
OG0000701												hypothetical protein LS484712.1_00177																												
OG0000702												hypothetical protein LS484712.1_00178																												
OG0000703												hypothetical protein LS484712.1_00179																												
OG0000704												hypothetical protein LS484712.1_00180																												
OG0000705												hypothetical protein LS484712.1_00181																												
OG0000706												hypothetical protein LS484712.1_00182																												
OG0000707												hypothetical protein LS484712.1_00183																												
OG0000708												hypothetical protein LS484712.1_00185																												
OG0000709												hypothetical protein LS484712.1_00186																												
OG0000710												hypothetical protein LS484712.1_00189																												
OG0000711												hypothetical protein LS484712.1_00190																												
OG0000712												hypothetical protein LS484712.1_00191																												
OG0000713												hypothetical protein LS484712.1_00193																												
OG0000714												hypothetical protein LS484712.1_00199																												
OG0000715												hypothetical protein LS484712.1_00204																												
OG0000716												hypothetical protein LS484712.1_00205																												
OG0000717												hypothetical protein LS484712.1_00208																												
OG0000718												hypothetical protein LS484712.1_00209																												
OG0000719												hypothetical protein LS484712.1_00210																												
OG0000720												hypothetical protein LS484712.1_00217																												
OG0000721												hypothetical protein LS484712.1_00218																												
OG0000722												hypothetical protein LS484712.1_00219																												
OG0000723												hypothetical protein LS484712.1_00220																												
OG0000724												hypothetical protein LS484712.1_00221																												
OG0000725												hypothetical protein LS484712.1_00222																												
OG0000726												hypothetical protein LS484712.1_00223																												
OG0000727												hypothetical protein LS484712.1_00226																												
OG0000728												hypothetical protein LS484712.1_00235																												
OG0000729												hypothetical protein LS484712.1_00236																												
OG0000730												hypothetical protein LS484712.1_00237																												
OG0000731												hypothetical protein LS484712.1_00239																												
OG0000732												hypothetical protein LS484712.1_00241																												
OG0000733												hypothetical protein LS484712.1_00242																												
OG0000734												hypothetical protein LS484712.1_00243																												
OG0000735												hypothetical protein LS484712.1_00244																												
OG0000736												hypothetical protein LS484712.1_00246																												
OG0000737												hypothetical protein LS484712.1_00247																												
OG0000738												hypothetical protein LS484712.1_00250																												
OG0000739												hypothetical protein LS484712.1_00257																												
OG0000740												hypothetical protein LS484712.1_00258																												
OG0000741												hypothetical protein LS484712.1_00259																												
OG0000742												hypothetical protein LS484712.1_00260																												
OG0000743												hypothetical protein LS484712.1_00261																												
OG0000744												hypothetical protein LS484712.1_00262																												
OG0000745												hypothetical protein LS484712.1_00266																												
OG0000746												hypothetical protein LS484712.1_00267																												
OG0000747												hypothetical protein LS484712.1_00274																												
OG0000748												hypothetical protein LS484712.1_00275																												
OG0000749												hypothetical protein LS484712.1_00276																												
OG0000750												hypothetical protein LS484712.1_00278																												
OG0000751												hypothetical protein LS484712.1_00280																												
OG0000752												hypothetical protein LS484712.1_00281																												
OG0000753													MF599468.1 - hypothetical protein translation MF599468.1_00001																											
OG0000754													MF599468.1 - hypothetical protein translation MF599468.1_00003																											
OG0000755													MF599468.1 - hypothetical protein translation MF599468.1_00005																											
OG0000756													MF599468.1 - hypothetical protein translation MF599468.1_00007																											
OG0000757													MF599468.1 - hypothetical protein translation MF599468.1_00008																											
OG0000758													MF599468.1 - hypothetical protein translation MF599468.1_00012																											
OG0000759													MF599468.1 - hypothetical protein translation MF599468.1_00013																											
OG0000760													MF599468.1 - hypothetical protein translation MF599468.1_00014																											
OG0000761													MF599468.1 - hypothetical protein translation MF599468.1_00017																											
OG0000762													MF599468.1 - hypothetical protein translation MF599468.1_00018																											
OG0000763													MF599468.1 - hypothetical protein translation MF599468.1_00019																											
OG0000764													MF599468.1 - hypothetical protein translation MF599468.1_00020																											
OG0000765													MF599468.1 - hypothetical protein translation MF599468.1_00021																											
OG0000766													MF599468.1 - hypothetical protein translation MF599468.1_00026																											
OG0000767													MF599468.1 - hypothetical protein translation MF599468.1_00028																											
OG0000768													MF599468.1 - hypothetical protein translation MF599468.1_00034																											
OG0000769													MF599468.1 - hypothetical protein translation MF599468.1_00040																											
OG0000770													MF599468.1 - hypothetical protein translation MF599468.1_00041																											
OG0000771													MF599468.1 - hypothetical protein translation MF599468.1_00042																											
OG0000772													MF599468.1 - hypothetical protein translation MF599468.1_00048																											
OG0000773													MF599468.1 - hypothetical protein translation MF599468.1_00050																											
OG0000774													MF599468.1 - hypothetical protein translation MF599468.1_00053																											
OG0000775													MF599468.1 - hypothetical protein translation MF599468.1_00058																											
OG0000776													MF599468.1 - hypothetical protein translation MF599468.1_00059																											
OG0000777													MF599468.1 - hypothetical protein translation MF599468.1_00063																											
OG0000778													MF599468.1 - hypothetical protein translation MF599468.1_00064																											
OG0000779													MF599468.1 - hypothetical protein translation MF599468.1_00073																											
OG0000780													MF599468.1 - hypothetical protein translation MF599468.1_00080																											
OG0000781													MF599468.1 - hypothetical protein translation MF599468.1_00082																											
OG0000782													MF599468.1 - hypothetical protein translation MF599468.1_00083																											
OG0000783													MF599468.1 - hypothetical protein translation MF599468.1_00084																											
OG0000784													MF599468.1 - hypothetical protein translation MF599468.1_00085																											
OG0000785													MF599468.1 - hypothetical protein translation MF599468.1_00086																											
OG0000786													MF599468.1 - hypothetical protein translation MF599468.1_00087																											
OG0000787													MF599468.1 - hypothetical protein translation MF599468.1_00088																											
OG0000788													MF599468.1 - hypothetical protein translation MF599468.1_00093																											
OG0000789													MF599468.1 - hypothetical protein translation MF599468.1_00095																											
OG0000790													MF599468.1 - hypothetical protein translation MF599468.1_00097																											
OG0000791													MF599468.1 - hypothetical protein translation MF599468.1_00113																											
OG0000792													MF599468.1 - hypothetical protein translation MF599468.1_00115																											
OG0000793													MF599468.1 - hypothetical protein translation MF599468.1_00120																											
OG0000794													MF599468.1 - hypothetical protein translation MF599468.1_00121																											
OG0000795													MF599468.1 - hypothetical protein translation MF599468.1_00123																											
OG0000796													MF599468.1 - hypothetical protein translation MF599468.1_00124																											
OG0000797													MF599468.1 - hypothetical protein translation MF599468.1_00126																											
OG0000798													MF599468.1 - hypothetical protein translation MF599468.1_00127																											
OG0000799													MF599468.1 - hypothetical protein translation MF599468.1_00130																											
OG0000800													MF599468.1 - hypothetical protein translation MF599468.1_00132																											
OG0000801													MF599468.1 - hypothetical protein translation MF599468.1_00133																											
OG0000802													MF599468.1 - hypothetical protein translation MF599468.1_00135																											
OG0000803													MF599468.1 - hypothetical protein translation MF599468.1_00139																											
OG0000804													MF599468.1 - hypothetical protein translation MF599468.1_00140																											
OG0000805													MF599468.1 - hypothetical protein translation MF599468.1_00146																											
OG0000806													MF599468.1 - hypothetical protein translation MF599468.1_00147																											
OG0000807													MF599468.1 - hypothetical protein translation MF599468.1_00148																											
OG0000808													MF599468.1 - hypothetical protein translation MF599468.1_00150																											
OG0000809													MF599468.1 - hypothetical protein translation MF599468.1_00151																											
OG0000810													MF599468.1 - hypothetical protein translation MF599468.1_00153																											
OG0000811													MF599468.1 - hypothetical protein translation MF599468.1_00160																											
OG0000812													MF599468.1 - hypothetical protein translation MF599468.1_00164																											
OG0000813													MF599468.1 - hypothetical protein translation MF599468.1_00165																											
OG0000814													MF599468.1 - hypothetical protein translation MF599468.1_00166																											
OG0000815													MF599468.1 - hypothetical protein translation MF599468.1_00167																											
OG0000816													MF599468.1 - hypothetical protein translation MF599468.1_00168																											
OG0000817													MF599468.1 - hypothetical protein translation MF599468.1_00170																											
OG0000818													MF599468.1 - hypothetical protein translation MF599468.1_00173																											
OG0000819													MF599468.1 - hypothetical protein translation MF599468.1_00175																											
OG0000820														hypothetical protein MG570131.1_00022																										
OG0000821																				hypothetical protein MK689686.1_00026																				
OG0000822																							hypothetical protein MN803438.1_00001																	
OG0000823																							hypothetical protein MN803438.1_00002																	
OG0000824																							hypothetical protein MN803438.1_00009																	
OG0000825																							hypothetical protein MN803438.1_00014																	
OG0000826																							hypothetical protein MN803438.1_00015																	
OG0000827																							hypothetical protein MN803438.1_00016																	
OG0000828																							hypothetical protein MN803438.1_00017																	
OG0000829																							hypothetical protein MN803438.1_00018																	
OG0000830																							hypothetical protein MN803438.1_00019																	
OG0000831																							hypothetical protein MN803438.1_00020																	
OG0000832																							hypothetical protein MN803438.1_00025																	
OG0000833																							hypothetical protein MN803438.1_00029																	
OG0000834																							hypothetical protein MN803438.1_00031																	
OG0000835																							hypothetical protein MN803438.1_00032																	
OG0000836																							hypothetical protein MN803438.1_00033																	
OG0000837																							hypothetical protein MN803438.1_00034																	
OG0000838																							hypothetical protein MN803438.1_00036																	
OG0000839																							hypothetical protein MN803438.1_00040																	
OG0000840																							hypothetical protein MN803438.1_00041																	
OG0000841																							hypothetical protein MN803438.1_00042																	
OG0000842																							hypothetical protein MN803438.1_00043																	
OG0000843																							hypothetical protein MN803438.1_00047																	
OG0000844																							hypothetical protein MN803438.1_00048																	
OG0000845																							hypothetical protein MN803438.1_00052																	
OG0000846																							hypothetical protein MN803438.1_00055																	
OG0000847																							hypothetical protein MN803438.1_00057																	
OG0000848																							hypothetical protein MN803438.1_00059																	
OG0000849																							hypothetical protein MN803438.1_00060																	
OG0000850																							hypothetical protein MN803438.1_00062																	
OG0000851																							hypothetical protein MN803438.1_00063																	
OG0000852																							hypothetical protein MN803438.1_00065																	
OG0000853																							hypothetical protein MN803438.1_00066																	
OG0000854																							hypothetical protein MN803438.1_00069																	
OG0000855																							hypothetical protein MN803438.1_00073																	
OG0000856																							hypothetical protein MN803438.1_00074																	
OG0000857																							hypothetical protein MN803438.1_00075																	
OG0000858																							hypothetical protein MN803438.1_00076																	
OG0000859																							hypothetical protein MN803438.1_00079																	
OG0000860																							hypothetical protein MN803438.1_00080																	
OG0000861																							hypothetical protein MN803438.1_00083																	
OG0000862																							hypothetical protein MN803438.1_00084																	
OG0000863																							hypothetical protein MN803438.1_00085																	
OG0000864																							hypothetical protein MN803438.1_00086																	
OG0000865																							hypothetical protein MN803438.1_00088																	
OG0000866																							hypothetical protein MN803438.1_00090																	
OG0000867																							hypothetical protein MN803438.1_00091																	
OG0000868																							hypothetical protein MN803438.1_00093																	
OG0000869																							hypothetical protein MN803438.1_00095																	
OG0000870																							hypothetical protein MN803438.1_00098																	
OG0000871																							hypothetical protein MN803438.1_00100																	
OG0000872																							hypothetical protein MN803438.1_00102																	
OG0000873																							hypothetical protein MN803438.1_00108																	
OG0000874																							hypothetical protein MN803438.1_00111																	
OG0000875																							hypothetical protein MN803438.1_00114																	
OG0000876																							hypothetical protein MN803438.1_00116																	
OG0000877																							hypothetical protein MN803438.1_00117																	
OG0000878																							hypothetical protein MN803438.1_00118																	
